日付,費目,金額
2024-04-19,食材仕入れ費,0
2024-04-19,ドリンク仕入れ費,0
2024-04-19,アルバイト人件費,0
2024-04-20,食材仕入れ費,0
2024-04-20,ドリンク仕入れ費,0
2024-04-20,アルバイト人件費,0
2024-04-21,食材仕入れ費,0
2024-04-21,ドリンク仕入れ費,0
2024-04-21,アルバイト人件費,0
2024-04-22,食材仕入れ費,0
2024-04-22,ドリンク仕入れ費,0
2024-04-22,アルバイト人件費,0
2024-04-23,食材仕入れ費,0
2024-04-23,ドリンク仕入れ費,0
2024-04-23,アルバイト人件費,0
2024-04-24,食材仕入れ費,0
2024-04-24,ドリンク仕入れ費,0
2024-04-24,アルバイト人件費,0
2024-04-25,食材仕入れ費,0
2024-04-25,ドリンク仕入れ費,0
2024-04-25,アルバイト人件費,0
2024-04-26,食材仕入れ費,0
2024-04-26,ドリンク仕入れ費,0
2024-04-26,アルバイト人件費,0
2024-04-27,食材仕入れ費,0
2024-04-27,ドリンク仕入れ費,0
2024-04-27,アルバイト人件費,0
2024-04-28,食材仕入れ費,0
2024-04-28,ドリンク仕入れ費,0
2024-04-28,アルバイト人件費,0
2024-04-29,食材仕入れ費,0
2024-04-29,ドリンク仕入れ費,0
2024-04-29,アルバイト人件費,0
2024-04-30,食材仕入れ費,0
2024-04-30,ドリンク仕入れ費,0
2024-04-30,アルバイト人件費,0
2024-05-01,食材仕入れ費,0
2024-05-01,ドリンク仕入れ費,0
2024-05-01,アルバイト人件費,0
2024-05-02,食材仕入れ費,0
2024-05-02,ドリンク仕入れ費,0
2024-05-02,アルバイト人件費,0
2024-05-03,食材仕入れ費,0
2024-05-03,ドリンク仕入れ費,0
2024-05-03,アルバイト人件費,0
2024-05-04,食材仕入れ費,0
2024-05-04,ドリンク仕入れ費,0
2024-05-04,アルバイト人件費,0
2024-05-05,食材仕入れ費,0
2024-05-05,ドリンク仕入れ費,0
2024-05-05,アルバイト人件費,0
2024-05-06,食材仕入れ費,0
2024-05-06,ドリンク仕入れ費,0
2024-05-06,アルバイト人件費,0
2024-05-07,食材仕入れ費,0
2024-05-07,ドリンク仕入れ費,0
2024-05-07,アルバイト人件費,0
2024-05-08,食材仕入れ費,0
2024-05-08,ドリンク仕入れ費,0
2024-05-08,アルバイト人件費,0
2024-05-09,食材仕入れ費,0
2024-05-09,ドリンク仕入れ費,0
2024-05-09,アルバイト人件費,0
2024-05-10,食材仕入れ費,0
2024-05-10,ドリンク仕入れ費,0
2024-05-10,アルバイト人件費,0
2024-05-11,食材仕入れ費,0
2024-05-11,ドリンク仕入れ費,0
2024-05-11,アルバイト人件費,0
2024-05-12,食材仕入れ費,0
2024-05-12,ドリンク仕入れ費,0
2024-05-12,アルバイト人件費,0
2024-05-13,食材仕入れ費,0
2024-05-13,ドリンク仕入れ費,0
2024-05-13,アルバイト人件費,0
2024-05-14,食材仕入れ費,0
2024-05-14,ドリンク仕入れ費,0
2024-05-14,アルバイト人件費,0
2024-05-15,食材仕入れ費,0
2024-05-15,ドリンク仕入れ費,0
2024-05-15,アルバイト人件費,0
2024-05-16,食材仕入れ費,0
2024-05-16,ドリンク仕入れ費,0
2024-05-16,アルバイト人件費,0
2024-05-17,食材仕入れ費,0
2024-05-17,ドリンク仕入れ費,0
2024-05-17,アルバイト人件費,0
2024-05-18,食材仕入れ費,0
2024-05-18,ドリンク仕入れ費,0
2024-05-18,アルバイト人件費,0
2024-05-19,食材仕入れ費,0
2024-05-19,ドリンク仕入れ費,0
2024-05-19,アルバイト人件費,0
2024-05-20,食材仕入れ費,0
2024-05-20,ドリンク仕入れ費,0
2024-05-20,アルバイト人件費,0
2024-05-21,食材仕入れ費,0
2024-05-21,ドリンク仕入れ費,0
2024-05-21,アルバイト人件費,0
2024-05-22,食材仕入れ費,0
2024-05-22,ドリンク仕入れ費,0
2024-05-22,アルバイト人件費,0
2024-05-23,食材仕入れ費,0
2024-05-23,ドリンク仕入れ費,0
2024-05-23,アルバイト人件費,0
2024-05-24,食材仕入れ費,0
2024-05-24,ドリンク仕入れ費,0
2024-05-24,アルバイト人件費,0
2024-05-25,食材仕入れ費,0
2024-05-25,ドリンク仕入れ費,0
2024-05-25,アルバイト人件費,0
2024-05-26,食材仕入れ費,0
2024-05-26,ドリンク仕入れ費,0
2024-05-26,アルバイト人件費,0
2024-05-27,食材仕入れ費,0
2024-05-27,ドリンク仕入れ費,0
2024-05-27,アルバイト人件費,0
2024-05-28,食材仕入れ費,0
2024-05-28,ドリンク仕入れ費,0
2024-05-28,アルバイト人件費,0
2024-05-29,食材仕入れ費,0
2024-05-29,ドリンク仕入れ費,0
2024-05-29,アルバイト人件費,0
2024-05-30,食材仕入れ費,0
2024-05-30,ドリンク仕入れ費,0
2024-05-30,アルバイト人件費,0
2024-05-31,食材仕入れ費,0
2024-05-31,ドリンク仕入れ費,0
2024-05-31,アルバイト人件費,0
2024-06-01,食材仕入れ費,0
2024-06-01,ドリンク仕入れ費,0
2024-06-01,アルバイト人件費,0
2024-06-02,食材仕入れ費,0
2024-06-02,ドリンク仕入れ費,0
2024-06-02,アルバイト人件費,0
2024-06-03,食材仕入れ費,0
2024-06-03,ドリンク仕入れ費,0
2024-06-03,アルバイト人件費,0
2024-06-04,食材仕入れ費,0
2024-06-04,ドリンク仕入れ費,0
2024-06-04,アルバイト人件費,0
2024-06-05,食材仕入れ費,0
2024-06-05,ドリンク仕入れ費,0
2024-06-05,アルバイト人件費,0
2024-06-06,食材仕入れ費,0
2024-06-06,ドリンク仕入れ費,0
2024-06-06,アルバイト人件費,0
2024-06-07,食材仕入れ費,0
2024-06-07,ドリンク仕入れ費,0
2024-06-07,アルバイト人件費,0
2024-06-08,食材仕入れ費,0
2024-06-08,ドリンク仕入れ費,0
2024-06-08,アルバイト人件費,0
2024-06-09,食材仕入れ費,0
2024-06-09,ドリンク仕入れ費,0
2024-06-09,アルバイト人件費,0
2024-06-10,食材仕入れ費,0
2024-06-10,ドリンク仕入れ費,0
2024-06-10,アルバイト人件費,0
2024-06-11,食材仕入れ費,0
2024-06-11,ドリンク仕入れ費,0
2024-06-11,アルバイト人件費,0
2024-06-12,食材仕入れ費,0
2024-06-12,ドリンク仕入れ費,0
2024-06-12,アルバイト人件費,0
2024-06-13,食材仕入れ費,0
2024-06-13,ドリンク仕入れ費,0
2024-06-13,アルバイト人件費,0
2024-06-14,食材仕入れ費,0
2024-06-14,ドリンク仕入れ費,0
2024-06-14,アルバイト人件費,0
2024-06-15,食材仕入れ費,0
2024-06-15,ドリンク仕入れ費,0
2024-06-15,アルバイト人件費,0
2024-06-16,食材仕入れ費,0
2024-06-16,ドリンク仕入れ費,0
2024-06-16,アルバイト人件費,0
2024-06-17,食材仕入れ費,0
2024-06-17,ドリンク仕入れ費,0
2024-06-17,アルバイト人件費,0
2024-06-18,食材仕入れ費,0
2024-06-18,ドリンク仕入れ費,0
2024-06-18,アルバイト人件費,0
2024-06-19,食材仕入れ費,0
2024-06-19,ドリンク仕入れ費,0
2024-06-19,アルバイト人件費,0
2024-06-20,食材仕入れ費,0
2024-06-20,ドリンク仕入れ費,0
2024-06-20,アルバイト人件費,0
2024-06-21,食材仕入れ費,0
2024-06-21,ドリンク仕入れ費,0
2024-06-21,アルバイト人件費,0
2024-06-22,食材仕入れ費,0
2024-06-22,ドリンク仕入れ費,0
2024-06-22,アルバイト人件費,0
2024-06-23,食材仕入れ費,0
2024-06-23,ドリンク仕入れ費,0
2024-06-23,アルバイト人件費,0
2024-06-24,食材仕入れ費,0
2024-06-24,ドリンク仕入れ費,0
2024-06-24,アルバイト人件費,0
2024-06-25,食材仕入れ費,0
2024-06-25,ドリンク仕入れ費,0
2024-06-25,アルバイト人件費,0
2024-06-26,食材仕入れ費,0
2024-06-26,ドリンク仕入れ費,0
2024-06-26,アルバイト人件費,0
2024-06-27,食材仕入れ費,0
2024-06-27,ドリンク仕入れ費,0
2024-06-27,アルバイト人件費,0
2024-06-28,食材仕入れ費,0
2024-06-28,ドリンク仕入れ費,0
2024-06-28,アルバイト人件費,0
2024-06-29,食材仕入れ費,0
2024-06-29,ドリンク仕入れ費,0
2024-06-29,アルバイト人件費,0
2024-06-30,食材仕入れ費,0
2024-06-30,ドリンク仕入れ費,0
2024-06-30,アルバイト人件費,0
2024-07-01,食材仕入れ費,0
2024-07-01,ドリンク仕入れ費,0
2024-07-01,アルバイト人件費,0
2024-07-02,食材仕入れ費,0
2024-07-02,ドリンク仕入れ費,0
2024-07-02,アルバイト人件費,0
2024-07-03,食材仕入れ費,0
2024-07-03,ドリンク仕入れ費,0
2024-07-03,アルバイト人件費,0
2024-07-04,食材仕入れ費,0
2024-07-04,ドリンク仕入れ費,0
2024-07-04,アルバイト人件費,0
2024-07-05,食材仕入れ費,0
2024-07-05,ドリンク仕入れ費,0
2024-07-05,アルバイト人件費,0
2024-07-06,食材仕入れ費,0
2024-07-06,ドリンク仕入れ費,0
2024-07-06,アルバイト人件費,0
2024-07-07,食材仕入れ費,0
2024-07-07,ドリンク仕入れ費,0
2024-07-07,アルバイト人件費,0
2024-07-08,食材仕入れ費,0
2024-07-08,ドリンク仕入れ費,0
2024-07-08,アルバイト人件費,0
2024-07-09,食材仕入れ費,0
2024-07-09,ドリンク仕入れ費,0
2024-07-09,アルバイト人件費,0
2024-07-10,食材仕入れ費,0
2024-07-10,ドリンク仕入れ費,0
2024-07-10,アルバイト人件費,0
2024-07-11,食材仕入れ費,0
2024-07-11,ドリンク仕入れ費,0
2024-07-11,アルバイト人件費,0
2024-07-12,食材仕入れ費,0
2024-07-12,ドリンク仕入れ費,0
2024-07-12,アルバイト人件費,0
2024-07-13,食材仕入れ費,0
2024-07-13,ドリンク仕入れ費,0
2024-07-13,アルバイト人件費,0
2024-07-14,食材仕入れ費,0
2024-07-14,ドリンク仕入れ費,0
2024-07-14,アルバイト人件費,0
2024-07-15,食材仕入れ費,0
2024-07-15,ドリンク仕入れ費,0
2024-07-15,アルバイト人件費,0
2024-07-16,食材仕入れ費,0
2024-07-16,ドリンク仕入れ費,0
2024-07-16,アルバイト人件費,0
2024-07-17,食材仕入れ費,0
2024-07-17,ドリンク仕入れ費,0
2024-07-17,アルバイト人件費,0
2024-07-18,食材仕入れ費,0
2024-07-18,ドリンク仕入れ費,0
2024-07-18,アルバイト人件費,0
2024-07-19,食材仕入れ費,0
2024-07-19,ドリンク仕入れ費,0
2024-07-19,アルバイト人件費,0
2024-07-20,食材仕入れ費,0
2024-07-20,ドリンク仕入れ費,0
2024-07-20,アルバイト人件費,0
2024-07-21,食材仕入れ費,0
2024-07-21,ドリンク仕入れ費,0
2024-07-21,アルバイト人件費,0
2024-07-22,食材仕入れ費,0
2024-07-22,ドリンク仕入れ費,0
2024-07-22,アルバイト人件費,0
2024-07-23,食材仕入れ費,0
2024-07-23,ドリンク仕入れ費,0
2024-07-23,アルバイト人件費,0
2024-07-24,食材仕入れ費,0
2024-07-24,ドリンク仕入れ費,0
2024-07-24,アルバイト人件費,0
2024-07-25,食材仕入れ費,0
2024-07-25,ドリンク仕入れ費,0
2024-07-25,アルバイト人件費,0
2024-07-26,食材仕入れ費,0
2024-07-26,ドリンク仕入れ費,0
2024-07-26,アルバイト人件費,0
2024-07-27,食材仕入れ費,0
2024-07-27,ドリンク仕入れ費,0
2024-07-27,アルバイト人件費,0
2024-07-28,食材仕入れ費,0
2024-07-28,ドリンク仕入れ費,0
2024-07-28,アルバイト人件費,0
2024-07-29,食材仕入れ費,0
2024-07-29,ドリンク仕入れ費,0
2024-07-29,アルバイト人件費,0
2024-07-30,食材仕入れ費,0
2024-07-30,ドリンク仕入れ費,0
2024-07-30,アルバイト人件費,0
2024-07-31,食材仕入れ費,0
2024-07-31,ドリンク仕入れ費,0
2024-07-31,アルバイト人件費,0
2024-08-01,食材仕入れ費,0
2024-08-01,ドリンク仕入れ費,0
