年月日,営業日|店休日,家賃,固定人件費,損害保険,備品・消耗品仕入費,雑費・小口精算費,電気代,ガス代,水道代,通信費,広告宣伝費,クレジットカード手数料,食材仕入れ費,ドリンク仕入れ費,アルバイト人件費
2025-10-14,1,7096,10580,387,767,433,903,491,325,274,993,1927,17120,22080,18020
2025-10-15,1,7096,10580,387,767,433,903,491,325,274,993,1927,17260,22250,18160
2025-10-16,1,7096,10580,387,767,433,903,491,325,274,993,1927,17390,22420,18300
2025-10-17,1,7096,10580,387,767,433,903,491,325,274,993,1927,20680,26660,21760
2025-10-18,1,7096,10580,387,767,433,903,491,325,274,993,1927,23310,30050,24530
2025-10-19,0,7096,10580,387,767,433,903,491,325,274,993,1927,0,0,0
2025-10-20,1,7096,10580,387,767,433,903,491,325,274,993,1927,17920,23110,18870
2025-10-21,1,7096,10580,387,767,433,903,491,325,274,993,1927,16720,21560,17600
2025-10-22,1,7096,10580,387,767,433,903,491,325,274,993,1927,16850,21730,17740
2025-10-23,1,7096,10580,387,767,433,903,491,325,274,993,1927,16990,21900,17880
2025-10-24,1,7096,10580,387,767,433,903,491,325,274,993,1927,20200,26050,21270
2025-10-25,1,7096,10580,387,767,433,903,491,325,274,993,1927,22780,29370,23980
2025-10-26,0,7096,10580,387,767,433,903,491,325,274,993,1927,0,0,0
2025-10-27,1,7096,10580,387,767,433,903,491,325,274,993,1927,17520,22600,18440
2025-10-28,1,7096,10580,387,767,433,903,491,325,274,993,1927,17660,22770,18590
2025-10-29,1,7096,10580,387,767,433,903,491,325,274,993,1927,17790,22940,18730
2025-10-30,1,7096,10580,387,767,433,903,491,325,274,993,1927,17920,23110,18870
2025-10-31,1,7120,10600,390,780,450,910,500,330,280,1010,1950,19730,25440,20770
2025-11-01,1,7333,11000,400,806,470,933,507,336,283,1400,1900,22470,28980,23650
2025-11-02,0,7333,11000,400,806,470,933,507,336,283,1400,1900,0,0,0
2025-11-03,1,7333,11000,400,806,470,933,507,336,283,1400,1900,17300,22300,18210
2025-11-04,1,7333,11000,400,806,470,933,507,336,283,1400,1900,17430,22480,18350
2025-11-05,1,7333,11000,400,806,470,933,507,336,283,1400,1900,17570,22650,18490
2025-11-06,1,7333,11000,400,806,470,933,507,336,283,1400,1900,17700,22830,18640
2025-11-07,1,7333,11000,400,806,470,933,507,336,283,1400,1900,21050,27150,22160
2025-11-08,1,7333,11000,400,806,470,933,507,336,283,1400,1900,23730,30600,24980
2025-11-09,0,7333,11000,400,806,470,933,507,336,283,1400,1900,0,0,0
2025-11-10,1,7333,11000,400,806,470,933,507,336,283,1400,1900,18250,23530,19210
2025-11-11,1,7333,11000,400,806,470,933,507,336,283,1400,1900,17020,21950,17920
2025-11-12,1,7333,11000,400,806,470,933,507,336,283,1400,1900,17160,22130,18060
2025-11-13,1,7333,11000,400,806,470,933,507,336,283,1400,1900,17300,22300,18210
