年月日,営業日|店休日,家賃,固定人件費,損害保険,備品・消耗品仕入費,雑費・小口精算費,電気代,ガス代,水道代,通信費,広告宣伝費,クレジットカード手数料,食材仕入れ費,ドリンク仕入れ費,アルバイト人件費
2024-07-19,1,7096,9419,354,650,387,1169,438,348,258,806,1618,17710,22840,18640
2024-07-20,1,7096,9419,354,650,387,1169,438,348,258,806,1618,19960,25740,21010
2024-07-21,0,7096,9419,354,650,387,1169,438,348,258,806,1618,0,0,0
2024-07-22,1,7096,9419,354,650,387,1169,438,348,258,806,1618,14220,18330,14970
2024-07-23,1,7096,9419,354,650,387,1169,438,348,258,806,1618,14330,18480,15080
2024-07-24,1,7096,9419,354,650,387,1169,438,348,258,806,1618,14440,18630,15200
2024-07-25,1,7096,9419,354,650,387,1169,438,348,258,806,1618,14560,18770,15320
2024-07-26,1,7096,9419,354,650,387,1169,438,348,258,806,1618,17310,22320,18220
2024-07-27,1,7096,9419,354,650,387,1169,438,348,258,806,1618,19510,25160,20540
2024-07-28,0,7096,9419,354,650,387,1169,438,348,258,806,1618,0,0,0
2024-07-29,1,7096,9419,354,650,387,1169,438,348,258,806,1618,15010,19350,15800
2024-07-30,1,7096,9419,354,650,387,1169,438,348,258,806,1618,15120,19500,15920
2024-07-31,1,7120,9430,380,660,390,1180,460,360,260,820,1630,14110,18190,14850
2024-08-01,1,7096,9483,354,661,406,1169,438,348,258,645,1263,13860,17880,14590
2024-08-02,1,7096,9483,354,661,406,1169,438,348,258,645,1263,16490,21260,17360
2024-08-03,1,7096,9483,354,661,406,1169,438,348,258,645,1263,18590,23970,19570
2024-08-04,0,7096,9483,354,661,406,1169,438,348,258,645,1263,0,0,0
2024-08-05,1,7096,9483,354,661,406,1169,438,348,258,645,1263,14310,18450,15060
2024-08-06,1,7096,9483,354,661,406,1169,438,348,258,645,1263,14420,18590,15180
2024-08-07,1,7096,9483,354,661,406,1169,438,348,258,645,1263,14530,18730,15290
2024-08-08,1,7096,9483,354,661,406,1169,438,348,258,645,1263,14640,18880,15410
2024-08-09,1,7096,9483,354,661,406,1169,438,348,258,645,1263,17400,22440,18320
2024-08-10,1,7096,9483,354,661,406,1169,438,348,258,645,1263,19620,25290,20650
2024-08-11,0,7096,9483,354,661,406,1169,438,348,258,645,1263,0,0,0
2024-08-12,1,7096,9483,354,661,406,1169,438,348,258,645,1263,13970,18020,14710
2024-08-13,1,7096,9483,354,661,406,1169,438,348,258,645,1263,14080,18160,14830
2024-08-14,1,7096,9483,354,661,406,1169,438,348,258,645,1263,14200,18300,14940
2024-08-15,1,7096,9483,354,661,406,1169,438,348,258,645,1263,14310,18450,15060
2024-08-16,1,7096,9483,354,661,406,1169,438,348,258,645,1263,17010,21940,17910
2024-08-17,1,7096,9483,354,661,406,1169,438,348,258,645,1263,19180,24730,20190
2024-08-18,0,7096,9483,354,661,406,1169,438,348,258,645,1263,0,0,0
2024-08-19,0,7096,9483,354,661,406,1169,438,348,258,645,1263,0,0,0
2024-08-20,0,7096,9483,354,661,406,1169,438,348,258,645,1263,0,0,0
2024-08-21,0,7096,9483,354,661,406,1169,438,348,258,645,1263,0,0,0
2024-08-22,0,7096,9483,354,661,406,1169,438,348,258,645,1263,0,0,0
2024-08-23,0,7096,9483,354,661,406,1169,438,348,258,645,1263,0,0,0
2024-08-24,0,7096,9483,354,661,406,1169,438,348,258,645,1263,0,0,0
2024-08-25,0,7096,9483,354,661,406,1169,438,348,258,645,1263,0,0,0
2024-08-26,1,7096,9483,354,661,406,1169,438,348,258,645,1263,14420,18590,15180
2024-08-27,1,7096,9483,354,661,406,1169,438,348,258,645,1263,14530,18730,15290
2024-08-28,1,7096,9483,354,661,406,1169,438,348,258,645,1263,14640,18880,15410
2024-08-29,1,7096,9483,354,661,406,1169,438,348,258,645,1263,14750,19020,15530
2024-08-30,1,7096,9483,354,661,406,1169,438,348,258,645,1263,17540,22610,18460
2024-08-31,1,7120,9510,380,690,420,1180,460,360,260,650,1280,18300,23600,19260
2024-09-01,0,7333,9866,366,696,440,958,453,300,266,1083,1451,0,0,0
2024-09-02,1,7333,9866,366,696,440,958,453,300,266,1083,1451,13240,17070,13930
2024-09-03,1,7333,9866,366,696,440,958,453,300,266,1083,1451,13340,17210,14040
2024-09-04,1,7333,9866,366,696,440,958,453,300,266,1083,1451,13450,17340,14160
2024-09-05,1,7333,9866,366,696,440,958,453,300,266,1083,1451,13550,17470,14270
2024-09-06,1,7333,9866,366,696,440,958,453,300,266,1083,1451,16120,20780,16960
2024-09-07,1,7333,9866,366,696,440,958,453,300,266,1083,1451,18170,23420,19120
2024-09-08,0,7333,9866,366,696,440,958,453,300,266,1083,1451,0,0,0
2024-09-09,1,7333,9866,366,696,440,958,453,300,266,1083,1451,13970,18020,14710
2024-09-10,1,7333,9866,366,696,440,958,453,300,266,1083,1451,14080,18150,14820
2024-09-11,1,7333,9866,366,696,440,958,453,300,266,1083,1451,13130,16930,13820
2024-09-12,1,7333,9866,366,696,440,958,453,300,266,1083,1451,13240,17070,13930
2024-09-13,1,7333,9866,366,696,440,958,453,300,266,1083,1451,15740,20300,16570
2024-09-14,1,7333,9866,366,696,440,958,453,300,266,1083,1451,17750,22890,18690
2024-09-15,0,7333,9866,366,696,440,958,453,300,266,1083,1451,0,0,0
2024-09-16,1,7333,9866,366,696,440,958,453,300,266,1083,1451,13660,17610,14380
2024-09-17,1,7333,9866,366,696,440,958,453,300,266,1083,1451,13760,17750,14490
2024-09-18,1,7333,9866,366,696,440,958,453,300,266,1083,1451,13870,17880,14600
2024-09-19,1,7333,9866,366,696,440,958,453,300,266,1083,1451,13970,18020,14710
2024-09-20,1,7333,9866,366,696,440,958,453,300,266,1083,1451,16610,21420,17490
2024-09-21,1,7333,9866,366,696,440,958,453,300,266,1083,1451,17340,22350,18250
2024-09-22,0,7333,9866,366,696,440,958,453,300,266,1083,1451,0,0,0
2024-09-23,1,7333,9866,366,696,440,958,453,300,266,1083,1451,13340,17210,14040
2024-09-24,1,7333,9866,366,696,440,958,453,300,266,1083,1451,13450,17340,14160
2024-09-25,1,7333,9866,366,696,440,958,453,300,266,1083,1451,13550,17470,14270
2024-09-26,1,7333,9866,366,696,440,958,453,300,266,1083,1451,13660,17610,14380
2024-09-27,1,7333,9866,366,696,440,958,453,300,266,1083,1451,16240,20940,17100
2024-09-28,1,7333,9866,366,696,440,958,453,300,266,1083,1451,18310,23600,19270
2024-09-29,0,7333,9866,366,696,440,958,453,300,266,1083,1451,0,0,0
2024-09-30,1,7343,9886,386,696,440,968,463,300,286,1093,1451,14080,18150,14820
2024-10-01,1,7096,9612,354,685,387,806,438,290,258,887,1531,13380,17250,14080
2024-10-02,1,7096,9612,354,685,387,806,438,290,258,887,1531,13480,17390,14190
2024-10-03,1,7096,9612,354,685,387,806,438,290,258,887,1531,13590,17530,14310
2024-10-04,1,7096,9612,354,685,387,806,438,290,258,887,1531,16160,20840,17010
2024-10-05,1,7096,9612,354,685,387,806,438,290,258,887,1531,18220,23500,19180
2024-10-06,0,7096,9612,354,685,387,806,438,290,258,887,1531,0,0,0
2024-10-07,1,7096,9612,354,685,387,806,438,290,258,887,1531,14020,18070,14760
2024-10-08,1,7096,9612,354,685,387,806,438,290,258,887,1531,14130,18210,14870
2024-10-09,1,7096,9612,354,685,387,806,438,290,258,887,1531,14230,18350,14980
2024-10-10,1,7096,9612,354,685,387,806,438,290,258,887,1531,14340,18490,15090
2024-10-11,1,7096,9612,354,685,387,806,438,290,258,887,1531,15780,20350,16610
2024-10-12,1,7096,9612,354,685,387,806,438,290,258,887,1531,17800,22950,18730
2024-10-13,0,7096,9612,354,685,387,806,438,290,258,887,1531,0,0,0
2024-10-14,1,7096,9612,354,685,387,806,438,290,258,887,1531,13700,17660,14420
2024-10-15,1,7096,9612,354,685,387,806,438,290,258,887,1531,13810,17800,14530
2024-10-16,1,7096,9612,354,685,387,806,438,290,258,887,1531,13910,17940,14640
2024-10-17,1,7096,9612,354,685,387,806,438,290,258,887,1531,14020,18070,14760
2024-10-18,1,7096,9612,354,685,387,806,438,290,258,887,1531,16670,21490,17550
2024-10-19,1,7096,9612,354,685,387,806,438,290,258,887,1531,18790,24220,19770
2024-10-20,0,7096,9612,354,685,387,806,438,290,258,887,1531,0,0,0
2024-10-21,1,7096,9612,354,685,387,806,438,290,258,887,1531,13380,17250,14080
2024-10-22,1,7096,9612,354,685,387,806,438,290,258,887,1531,13480,17390,14190
2024-10-23,1,7096,9612,354,685,387,806,438,290,258,887,1531,13590,17530,14310
2024-10-24,1,7096,9612,354,685,387,806,438,290,258,887,1531,13700,17660,14420
2024-10-25,1,7096,9612,354,685,387,806,438,290,258,887,1531,16290,21000,17150
2024-10-26,1,7096,9612,354,685,387,806,438,290,258,887,1531,18360,23680,19330
2024-10-27,0,7096,9612,354,685,387,806,438,290,258,887,1531,0,0,0
2024-10-28,1,7096,9612,354,685,387,806,438,290,258,887,1531,14130,18210,14870
2024-10-29,1,7096,9612,354,685,387,806,438,290,258,887,1531,14230,18350,14980
2024-10-30,1,7096,9612,354,685,387,806,438,290,258,887,1531,14340,18490,15090
2024-10-31,1,7120,9640,380,690,390,820,460,300,260,890,1540,13380,17250,14080
2024-11-01,1,7333,10000,366,720,420,833,453,300,266,1250,1586,16070,20720,16920
2024-11-02,1,7333,10000,366,720,420,833,453,300,266,1250,1586,18120,23370,19080
2024-11-03,0,7333,10000,366,720,420,833,453,300,266,1250,1586,0,0,0
2024-11-04,1,7333,10000,366,720,420,833,453,300,266,1250,1586,13940,17980,14680
2024-11-05,1,7333,10000,366,720,420,833,453,300,266,1250,1586,14060,18120,14800
2024-11-06,1,7333,10000,366,720,420,833,453,300,266,1250,1586,14160,18260,14910
2024-11-07,1,7333,10000,366,720,420,833,453,300,266,1250,1586,14270,18400,15020
2024-11-08,1,7333,10000,366,720,420,833,453,300,266,1250,1586,16970,21880,17860
2024-11-09,1,7333,10000,366,720,420,833,453,300,266,1250,1586,19130,24670,20130
2024-11-10,0,7333,10000,366,720,420,833,453,300,266,1250,1586,0,0,0
2024-11-11,1,7333,10000,366,720,420,833,453,300,266,1250,1586,13620,17560,14340
2024-11-12,1,7333,10000,366,720,420,833,453,300,266,1250,1586,13730,17700,14450
2024-11-13,1,7333,10000,366,720,420,833,453,300,266,1250,1586,13840,17840,14560
2024-11-14,1,7333,10000,366,720,420,833,453,300,266,1250,1586,13940,17980,14680
2024-11-15,1,7333,10000,366,720,420,833,453,300,266,1250,1586,16580,21390,17460
