日付,費目,金額
2025-08-08,アルバイト人件費,22730
2025-08-08,ドリンク仕入れ費,27840
2025-08-08,食材仕入れ費,21590
2025-07-24,アルバイト人件費,19000
2025-07-24,ドリンク仕入れ費,23280
2025-07-24,食材仕入れ費,18050
2025-07-25,食材仕入れ費,21470
2025-07-26,食材仕入れ費,24200
2025-07-25,アルバイト人件費,22600
2025-07-25,ドリンク仕入れ費,27690
2025-07-22,ドリンク仕入れ費,22920
2025-07-22,食材仕入れ費,17770
2025-07-21,アルバイト人件費,18560
2025-07-22,アルバイト人件費,18710
2025-07-23,アルバイト人件費,18860
2025-07-23,ドリンク仕入れ費,23100
2025-07-23,食材仕入れ費,17920
2025-07-30,ドリンク仕入れ費,24370
2025-07-30,食材仕入れ費,18900
2025-07-29,アルバイト人件費,19750
2025-07-30,アルバイト人件費,19900
2025-07-31,アルバイト人件費,18560
2025-07-31,ドリンク仕入れ費,22740
2025-07-31,食材仕入れ費,17630
2025-07-28,食材仕入れ費,18620
2025-07-26,アルバイト人件費,25480
2025-07-26,ドリンク仕入れ費,31210
2025-07-28,ドリンク仕入れ費,24010
2025-07-29,ドリンク仕入れ費,24190
2025-07-29,食材仕入れ費,18760
2025-07-28,アルバイト人件費,19600
2025-11-29,食材仕入れ費,23910
2025-11-28,アルバイト人件費,22330
2025-11-28,ドリンク仕入れ費,27350
2025-11-29,ドリンク仕入れ費,30830
2025-12-01,ドリンク仕入れ費,25090
2025-12-01,食材仕入れ費,19460
2025-11-29,アルバイト人件費,25170
2025-11-26,アルバイト人件費,18640
2025-11-26,ドリンク仕入れ費,22830
2025-11-26,食材仕入れ費,17700
2025-11-27,食材仕入れ費,17840
2025-11-28,食材仕入れ費,21210
2025-11-27,アルバイト人件費,18780
2025-11-27,ドリンク仕入れ費,23010
2025-12-04,アルバイト人件費,20970
2025-12-04,ドリンク仕入れ費,25690
2025-12-04,食材仕入れ費,19920
2025-12-05,食材仕入れ費,23690
2025-12-06,食材仕入れ費,26710
2025-12-05,アルバイト人件費,24940
2025-12-05,ドリンク仕入れ費,30550
2025-12-02,ドリンク仕入れ費,25290
2025-12-02,食材仕入れ費,19610
2025-12-01,アルバイト人件費,20480
2025-12-02,アルバイト人件費,20640
2025-12-03,アルバイト人件費,20810
2025-12-03,ドリンク仕入れ費,25490
2025-12-03,食材仕入れ費,19770
2025-11-18,アルバイト人件費,18920
2025-11-18,ドリンク仕入れ費,23180
2025-11-18,食材仕入れ費,17980
2025-11-19,食材仕入れ費,18110
2025-11-20,食材仕入れ費,18250
2025-11-19,アルバイト人件費,19070
2025-11-19,ドリンク仕入れ費,23360
2025-11-15,ドリンク仕入れ費,29900
2025-11-15,食材仕入れ費,23190
2025-11-14,アルバイト人件費,21650
2025-11-15,アルバイト人件費,24410
2025-11-17,アルバイト人件費,18780
2025-11-17,ドリンク仕入れ費,23010
2025-11-17,食材仕入れ費,17840
2025-11-24,ドリンク仕入れ費,22480
2025-11-24,食材仕入れ費,17430
2025-11-22,アルバイト人件費,23840
2025-11-24,アルバイト人件費,18350
2025-11-25,アルバイト人件費,18490
2025-11-25,ドリンク仕入れ費,22650
2025-11-25,食材仕入れ費,17570
2025-11-21,食材仕入れ費,20090
2025-11-20,アルバイト人件費,19210
2025-11-20,ドリンク仕入れ費,23530
2025-11-21,ドリンク仕入れ費,25900
2025-11-22,ドリンク仕入れ費,29210
2025-11-22,食材仕入れ費,22650
2025-11-21,アルバイト人件費,21150
2025-12-20,アルバイト人件費,28980
2025-12-20,ドリンク仕入れ費,35500
2025-12-20,食材仕入れ費,27530
2025-12-22,食材仕入れ費,19610
2025-12-23,食材仕入れ費,19770
2025-12-22,アルバイト人件費,20640
2025-12-22,ドリンク仕入れ費,25290
2025-12-18,ドリンク仕入れ費,26490
2025-12-18,食材仕入れ費,20550
2025-12-17,アルバイト人件費,21460
2025-12-18,アルバイト人件費,21630
2025-12-19,アルバイト人件費,25710
2025-12-19,ドリンク仕入れ費,31500
2025-12-19,食材仕入れ費,24430
2025-12-26,ドリンク仕入れ費,30790
2025-12-26,食材仕入れ費,23880
2025-12-25,アルバイト人件費,21140
2025-12-26,アルバイト人件費,25130
2025-12-27,アルバイト人件費,28330
2025-12-27,ドリンク仕入れ費,34710
2025-12-27,食材仕入れ費,26910
2025-12-24,食材仕入れ費,19920
2025-12-23,アルバイト人件費,20810
2025-12-23,ドリンク仕入れ費,25490
2025-12-24,ドリンク仕入れ費,25690
2025-12-25,ドリンク仕入れ費,25890
2025-12-25,食材仕入れ費,20080
2025-12-24,アルバイト人件費,20970
2025-12-10,ドリンク仕入れ費,26890
2025-12-10,食材仕入れ費,20860
2025-12-09,アルバイト人件費,21790
2025-12-10,アルバイト人件費,21960
2025-12-11,アルバイト人件費,20480
2025-12-11,ドリンク仕入れ費,25090
2025-12-11,食材仕入れ費,19460
2025-12-08,食材仕入れ費,20550
2025-12-06,アルバイト人件費,28120
2025-12-06,ドリンク仕入れ費,34440
2025-12-08,ドリンク仕入れ費,26490
2025-12-09,ドリンク仕入れ費,26690
2025-12-09,食材仕入れ費,20700
2025-12-08,アルバイト人件費,21630
2025-12-16,食材仕入れ費,20240
2025-12-15,アルバイト人件費,21140
2025-12-15,ドリンク仕入れ費,25890
2025-12-16,ドリンク仕入れ費,26090
2025-12-17,ドリンク仕入れ費,26290
2025-12-17,食材仕入れ費,20390
2025-12-16,アルバイト人件費,21300
2025-12-12,アルバイト人件費,24360
2025-12-12,ドリンク仕入れ費,29840
2025-12-12,食材仕入れ費,23140
2025-12-13,食材仕入れ費,26090
2025-12-15,食材仕入れ費,20080
2025-12-13,アルバイト人件費,27470
2025-12-13,ドリンク仕入れ費,33640
2025-11-14,ドリンク仕入れ費,26520
2025-10-16,ドリンク仕入れ費,22420
2025-10-16,食材仕入れ費,17390
2025-10-15,アルバイト人件費,18160
2025-10-16,アルバイト人件費,18300
2025-10-17,アルバイト人件費,21760
2025-10-17,ドリンク仕入れ費,26660
2025-10-17,食材仕入れ費,20680
2025-10-14,食材仕入れ費,17120
2025-10-13,アルバイト人件費,17880
2025-10-13,ドリンク仕入れ費,21900
2025-10-14,ドリンク仕入れ費,22080
2025-10-15,ドリンク仕入れ費,22250
2025-10-15,食材仕入れ費,17260
2025-10-14,アルバイト人件費,18020
2025-10-22,食材仕入れ費,16850
2025-10-21,アルバイト人件費,17600
2025-10-21,ドリンク仕入れ費,21560
2025-10-22,ドリンク仕入れ費,21730
2025-10-23,ドリンク仕入れ費,21900
2025-10-23,食材仕入れ費,16990
2025-10-22,アルバイト人件費,17740
2025-10-18,アルバイト人件費,24530
2025-10-18,ドリンク仕入れ費,30050
2025-10-18,食材仕入れ費,23310
2025-10-20,食材仕入れ費,17920
2025-10-21,食材仕入れ費,16720
2025-10-20,アルバイト人件費,18870
2025-10-20,ドリンク仕入れ費,23110
2025-10-06,食材仕入れ費,17390
2025-10-04,アルバイト人件費,23790
2025-10-04,ドリンク仕入れ費,29140
2025-10-06,ドリンク仕入れ費,22420
2025-10-07,ドリンク仕入れ費,22600
2025-10-07,食材仕入れ費,17520
2025-10-06,アルバイト人件費,18300
2025-10-02,アルバイト人件費,17740
2025-10-02,ドリンク仕入れ費,21730
2025-10-02,食材仕入れ費,16850
2025-10-03,食材仕入れ費,20040
2025-10-04,食材仕入れ費,22600
2025-10-03,アルバイト人件費,21100
2025-10-03,ドリンク仕入れ費,25850
2025-10-10,アルバイト人件費,22260
2025-10-10,ドリンク仕入れ費,27270
2025-10-10,食材仕入れ費,21150
2025-10-11,食材仕入れ費,22070
2025-10-13,食材仕入れ費,16990
2025-10-11,アルバイト人件費,23230
2025-10-11,ドリンク仕入れ費,28460
2025-10-08,ドリンク仕入れ費,22770
2025-10-08,食材仕入れ費,17660
2025-10-07,アルバイト人件費,18440
2025-10-08,アルバイト人件費,18590
2025-10-09,アルバイト人件費,18730
2025-10-09,ドリンク仕入れ費,22940
2025-10-09,食材仕入れ費,17790
2025-11-07,食材仕入れ費,21050
2025-11-06,アルバイト人件費,18640
2025-11-06,ドリンク仕入れ費,22830
2025-11-07,ドリンク仕入れ費,27150
2025-11-08,ドリンク仕入れ費,30600
2025-11-08,食材仕入れ費,23730
2025-11-07,アルバイト人件費,22160
2025-11-04,アルバイト人件費,18350
2025-11-04,ドリンク仕入れ費,22480
2025-11-04,食材仕入れ費,17430
2025-11-05,食材仕入れ費,17570
2025-11-06,食材仕入れ費,17700
2025-11-05,アルバイト人件費,18490
2025-11-05,ドリンク仕入れ費,22650
2025-11-12,アルバイト人件費,18060
2025-11-12,ドリンク仕入れ費,22130
2025-11-12,食材仕入れ費,17160
2025-11-13,食材仕入れ費,17300
2025-11-14,食材仕入れ費,20570
2025-11-13,アルバイト人件費,18210
2025-11-13,ドリンク仕入れ費,22300
2025-11-10,ドリンク仕入れ費,23530
2025-11-10,食材仕入れ費,18250
2025-11-08,アルバイト人件費,24980
2025-11-10,アルバイト人件費,19210
2025-11-11,アルバイト人件費,17920
2025-11-11,ドリンク仕入れ費,21950
2025-11-11,食材仕入れ費,17020
2025-10-27,アルバイト人件費,18440
2025-10-27,ドリンク仕入れ費,22600
2025-10-27,食材仕入れ費,17520
2025-10-28,食材仕入れ費,17660
2025-10-29,食材仕入れ費,17790
2025-10-28,アルバイト人件費,18590
2025-10-28,ドリンク仕入れ費,22770
2025-10-24,ドリンク仕入れ費,26050
2025-10-24,食材仕入れ費,20200
2025-10-23,アルバイト人件費,17880
2025-10-24,アルバイト人件費,21270
2025-10-25,アルバイト人件費,23980
2025-10-25,ドリンク仕入れ費,29370
2025-10-25,食材仕入れ費,22780
2025-11-01,ドリンク仕入れ費,28980
2025-11-01,食材仕入れ費,22470
2025-10-31,アルバイト人件費,20770
2025-11-01,アルバイト人件費,23650
2025-11-03,アルバイト人件費,18210
2025-11-03,ドリンク仕入れ費,22300
2025-11-03,食材仕入れ費,17300
2025-10-30,食材仕入れ費,17920
2025-10-29,アルバイト人件費,18730
2025-10-29,ドリンク仕入れ費,22940
2025-10-30,ドリンク仕入れ費,23110
2025-10-31,ドリンク仕入れ費,25440
2025-10-31,食材仕入れ費,19730
2025-10-30,アルバイト人件費,18870
2025-03-05,食材仕入れ費,15690
2025-03-04,アルバイト人件費,16380
2025-03-04,ドリンク仕入れ費,20070
2025-03-05,ドリンク仕入れ費,20230
2025-03-06,ドリンク仕入れ費,20380
2025-03-06,食材仕入れ費,15810
2025-03-05,アルバイト人件費,16510
2025-03-01,アルバイト人件費,21120
2025-03-01,ドリンク仕入れ費,25870
2025-03-01,食材仕入れ費,20060
2025-03-03,食材仕入れ費,15440
2025-03-04,食材仕入れ費,15560
2025-03-03,アルバイト人件費,16260
2025-03-03,ドリンク仕入れ費,19910
2025-03-10,アルバイト人件費,17150
2025-03-10,ドリンク仕入れ費,21010
2025-03-10,食材仕入れ費,16290
2025-03-11,食材仕入れ費,15200
2025-03-12,食材仕入れ費,15320
2025-03-11,アルバイト人件費,16000
2025-03-11,ドリンク仕入れ費,19600
2025-03-07,ドリンク仕入れ費,24240
2025-03-07,食材仕入れ費,18800
2025-03-06,アルバイト人件費,16640
2025-03-07,アルバイト人件費,19790
2025-03-08,アルバイト人件費,22300
2025-03-08,ドリンク仕入れ費,27320
2025-03-08,食材仕入れ費,21190
2025-02-21,アルバイト人件費,16050
2025-02-21,ドリンク仕入れ費,19660
2025-02-21,食材仕入れ費,15250
2025-02-22,食材仕入れ費,17190
2025-02-24,食材仕入れ費,13230
2025-02-22,アルバイト人件費,18100
2025-02-22,ドリンク仕入れ費,22170
2025-02-19,ドリンク仕入れ費,17730
2025-02-19,食材仕入れ費,13750
2025-02-18,アルバイト人件費,14360
2025-02-19,アルバイト人件費,14470
2025-02-20,アルバイト人件費,14580
2025-02-20,ドリンク仕入れ費,17860
2025-02-20,食材仕入れ費,13850
2025-02-27,ドリンク仕入れ費,17460
2025-02-27,食材仕入れ費,13540
2025-02-26,アルバイト人件費,14140
2025-02-27,アルバイト人件費,14250
2025-02-28,アルバイト人件費,16950
2025-02-28,ドリンク仕入れ費,20760
2025-02-28,食材仕入れ費,16100
2025-02-25,食材仕入れ費,13330
2025-02-24,アルバイト人件費,13930
2025-02-24,ドリンク仕入れ費,17060
2025-02-25,ドリンク仕入れ費,17190
2025-02-26,ドリンク仕入れ費,17330
2025-02-26,食材仕入れ費,13440
2025-02-25,アルバイト人件費,14040
2025-03-26,アルバイト人件費,16640
2025-03-26,ドリンク仕入れ費,20380
2025-03-26,食材仕入れ費,15810
2025-03-27,食材仕入れ費,15930
2025-03-28,食材仕入れ費,18940
2025-03-27,アルバイト人件費,16770
2025-03-27,ドリンク仕入れ費,20540
2025-03-24,ドリンク仕入れ費,20070
2025-03-24,食材仕入れ費,15560
2025-03-22,アルバイト人件費,21290
2025-03-24,アルバイト人件費,16380
2025-03-25,アルバイト人件費,16510
2025-03-25,ドリンク仕入れ費,20230
2025-03-25,食材仕入れ費,15690
2025-04-01,ドリンク仕入れ費,19990
2025-04-01,食材仕入れ費,15500
2025-03-31,アルバイト人件費,16000
2025-04-01,アルバイト人件費,16320
2025-04-02,アルバイト人件費,16450
2025-04-02,ドリンク仕入れ費,20150
2025-04-02,食材仕入れ費,15630
2025-03-29,食材仕入れ費,21350
2025-03-28,アルバイト人件費,19940
2025-03-28,ドリンク仕入れ費,24420
2025-03-29,ドリンク仕入れ費,27530
2025-03-31,ドリンク仕入れ費,19600
2025-03-31,食材仕入れ費,15200
2025-03-29,アルバイト人件費,22470
2025-03-15,ドリンク仕入れ費,26700
2025-03-15,食材仕入れ費,20710
2025-03-14,アルバイト人件費,19330
2025-03-15,アルバイト人件費,21800
2025-03-17,アルバイト人件費,16770
2025-03-17,ドリンク仕入れ費,20540
2025-03-17,食材仕入れ費,15930
2025-03-13,食材仕入れ費,15440
2025-03-12,アルバイト人件費,16130
2025-03-12,ドリンク仕入れ費,19760
2025-03-13,ドリンク仕入れ費,19910
2025-03-14,ドリンク仕入れ費,23680
2025-03-14,食材仕入れ費,18370
2025-03-13,アルバイト人件費,16260
2025-03-21,食材仕入れ費,17940
2025-03-20,アルバイト人件費,17150
2025-03-20,ドリンク仕入れ費,21010
2025-03-21,ドリンク仕入れ費,23130
2025-03-22,ドリンク仕入れ費,26080
2025-03-22,食材仕入れ費,20230
2025-03-21,アルバイト人件費,18880
2025-03-18,アルバイト人件費,16900
2025-03-18,ドリンク仕入れ費,20700
2025-03-18,食材仕入れ費,16050
2025-03-19,食材仕入れ費,16170
2025-03-20,食材仕入れ費,16290
2025-03-19,アルバイト人件費,17020
2025-03-19,ドリンク仕入れ費,20850
2025-02-18,ドリンク仕入れ費,17590
2025-01-20,ドリンク仕入れ費,17230
2025-01-20,食材仕入れ費,13360
2025-01-18,アルバイト人件費,18290
2025-01-20,アルバイト人件費,14060
2025-01-21,アルバイト人件費,13120
2025-01-21,ドリンク仕入れ費,16070
2025-01-21,食材仕入れ費,12460
2025-01-17,食材仕入れ費,15410
2025-01-16,アルバイト人件費,13640
2025-01-16,ドリンク仕入れ費,16720
2025-01-17,ドリンク仕入れ費,19870
2025-01-18,ドリンク仕入れ費,22400
2025-01-18,食材仕入れ費,17370
2025-01-17,アルバイト人件費,16220
2025-01-25,食材仕入れ費,16980
2025-01-24,アルバイト人件費,15850
2025-01-24,ドリンク仕入れ費,19420
2025-01-25,ドリンク仕入れ費,21890
2025-01-27,ドリンク仕入れ費,16840
2025-01-27,食材仕入れ費,13060
2025-01-25,アルバイト人件費,17870
2025-01-22,アルバイト人件費,13230
2025-01-22,ドリンク仕入れ費,16200
2025-01-22,食材仕入れ費,12560
2025-01-23,食材仕入れ費,12660
2025-01-24,食材仕入れ費,15060
2025-01-23,アルバイト人件費,13330
2025-01-23,ドリンク仕入れ費,16330
2025-01-09,食材仕入れ費,13260
2025-01-08,アルバイト人件費,13850
2025-01-08,ドリンク仕入れ費,16970
2025-01-09,ドリンク仕入れ費,17100
2025-01-10,ドリンク仕入れ費,20330
2025-01-10,食材仕入れ費,15770
2025-01-09,アルバイト人件費,13960
2025-01-06,アルバイト人件費,13640
2025-01-06,ドリンク仕入れ費,16720
2025-01-06,食材仕入れ費,12960
2025-01-07,食材仕入れ費,13060
