日付,費目,金額
2026-02-18,食材仕入れ費,0
2026-02-18,ドリンク仕入れ費,0
2026-02-18,アルバイト人件費,0
2026-02-19,食材仕入れ費,0
2026-02-19,ドリンク仕入れ費,0
2026-02-19,アルバイト人件費,0
2026-02-20,食材仕入れ費,0
2026-02-20,ドリンク仕入れ費,0
2026-02-20,アルバイト人件費,0
2026-02-21,食材仕入れ費,0
2026-02-21,ドリンク仕入れ費,0
2026-02-21,アルバイト人件費,0
2026-02-22,食材仕入れ費,0
2026-02-22,ドリンク仕入れ費,0
2026-02-22,アルバイト人件費,0
2026-02-23,食材仕入れ費,0
2026-02-23,ドリンク仕入れ費,0
2026-02-23,アルバイト人件費,0
2026-02-24,食材仕入れ費,0
2026-02-24,ドリンク仕入れ費,0
2026-02-24,アルバイト人件費,0
2026-02-25,食材仕入れ費,0
2026-02-25,ドリンク仕入れ費,0
2026-02-25,アルバイト人件費,0
2026-02-26,食材仕入れ費,0
2026-02-26,ドリンク仕入れ費,0
2026-02-26,アルバイト人件費,0
2026-02-27,食材仕入れ費,0
2026-02-27,ドリンク仕入れ費,0
2026-02-27,アルバイト人件費,0
2026-02-28,食材仕入れ費,0
2026-02-28,ドリンク仕入れ費,0
2026-02-28,アルバイト人件費,0
2026-03-01,食材仕入れ費,0
2026-03-01,ドリンク仕入れ費,0
2026-03-01,アルバイト人件費,0
2026-03-02,食材仕入れ費,0
2026-03-02,ドリンク仕入れ費,0
2026-03-02,アルバイト人件費,0
2026-03-03,食材仕入れ費,0
2026-03-03,ドリンク仕入れ費,0
2026-03-03,アルバイト人件費,0
2026-03-04,食材仕入れ費,0
2026-03-04,ドリンク仕入れ費,0
2026-03-04,アルバイト人件費,0
2026-03-05,食材仕入れ費,0
2026-03-05,ドリンク仕入れ費,0
2026-03-05,アルバイト人件費,0
2026-03-06,食材仕入れ費,0
2026-03-06,ドリンク仕入れ費,0
2026-03-06,アルバイト人件費,0
2026-03-07,食材仕入れ費,0
2026-03-07,ドリンク仕入れ費,0
2026-03-07,アルバイト人件費,0
2026-03-08,食材仕入れ費,0
2026-03-08,ドリンク仕入れ費,0
2026-03-08,アルバイト人件費,0
2026-03-09,食材仕入れ費,0
2026-03-09,ドリンク仕入れ費,0
2026-03-09,アルバイト人件費,0
2026-03-10,食材仕入れ費,0
2026-03-10,ドリンク仕入れ費,0
2026-03-10,アルバイト人件費,0
2026-03-11,食材仕入れ費,0
2026-03-11,ドリンク仕入れ費,0
2026-03-11,アルバイト人件費,0
2026-03-12,食材仕入れ費,0
2026-03-12,ドリンク仕入れ費,0
2026-03-12,アルバイト人件費,0
2026-03-13,食材仕入れ費,0
2026-03-13,ドリンク仕入れ費,0
2026-03-13,アルバイト人件費,0
2026-03-14,食材仕入れ費,0
2026-03-14,ドリンク仕入れ費,0
2026-03-14,アルバイト人件費,0
2026-03-15,食材仕入れ費,0
2026-03-15,ドリンク仕入れ費,0
2026-03-15,アルバイト人件費,0
2026-03-16,食材仕入れ費,0
2026-03-16,ドリンク仕入れ費,0
2026-03-16,アルバイト人件費,0
2026-03-17,食材仕入れ費,0
2026-03-17,ドリンク仕入れ費,0
2026-03-17,アルバイト人件費,0
2026-03-18,食材仕入れ費,0
2026-03-18,ドリンク仕入れ費,0
2026-03-18,アルバイト人件費,0
2026-03-19,食材仕入れ費,0
2026-03-19,ドリンク仕入れ費,0
2026-03-19,アルバイト人件費,0
2026-03-20,食材仕入れ費,0
2026-03-20,ドリンク仕入れ費,0
2026-03-20,アルバイト人件費,0
2026-03-21,食材仕入れ費,0
2026-03-21,ドリンク仕入れ費,0
2026-03-21,アルバイト人件費,0
2026-03-22,食材仕入れ費,0
2026-03-22,ドリンク仕入れ費,0
2026-03-22,アルバイト人件費,0
2026-03-23,食材仕入れ費,0
2026-03-23,ドリンク仕入れ費,0
2026-03-23,アルバイト人件費,0
2026-03-24,食材仕入れ費,0
2026-03-24,ドリンク仕入れ費,0
2026-03-24,アルバイト人件費,0
2026-03-25,食材仕入れ費,0
2026-03-25,ドリンク仕入れ費,0
2026-03-25,アルバイト人件費,0
2026-03-26,食材仕入れ費,0
2026-03-26,ドリンク仕入れ費,0
2026-03-26,アルバイト人件費,0
2026-03-27,食材仕入れ費,0
2026-03-27,ドリンク仕入れ費,0
2026-03-27,アルバイト人件費,0
2026-03-28,食材仕入れ費,0
2026-03-28,ドリンク仕入れ費,0
2026-03-28,アルバイト人件費,0
2026-03-29,食材仕入れ費,0
2026-03-29,ドリンク仕入れ費,0
2026-03-29,アルバイト人件費,0
2026-03-30,食材仕入れ費,0
2026-03-30,ドリンク仕入れ費,0
2026-03-30,アルバイト人件費,0
2026-03-31,食材仕入れ費,0
2026-03-31,ドリンク仕入れ費,0
2026-03-31,アルバイト人件費,0
2026-04-01,食材仕入れ費,0
2026-04-01,ドリンク仕入れ費,0
2026-04-01,アルバイト人件費,0
2026-04-02,食材仕入れ費,0
2026-04-02,ドリンク仕入れ費,0
2026-04-02,アルバイト人件費,0
2026-04-03,食材仕入れ費,0
2026-04-03,ドリンク仕入れ費,0
2026-04-03,アルバイト人件費,0
2026-04-04,食材仕入れ費,0
2026-04-04,ドリンク仕入れ費,0
2026-04-04,アルバイト人件費,0
2026-04-05,食材仕入れ費,0
2026-04-05,ドリンク仕入れ費,0
2026-04-05,アルバイト人件費,0
2026-04-06,食材仕入れ費,0
2026-04-06,ドリンク仕入れ費,0
2026-04-06,アルバイト人件費,0
2026-04-07,食材仕入れ費,0
2026-04-07,ドリンク仕入れ費,0
2026-04-07,アルバイト人件費,0
2026-04-08,食材仕入れ費,0
2026-04-08,ドリンク仕入れ費,0
2026-04-08,アルバイト人件費,0
2026-04-09,食材仕入れ費,0
2026-04-09,ドリンク仕入れ費,0
2026-04-09,アルバイト人件費,0
2026-04-10,食材仕入れ費,0
2026-04-10,ドリンク仕入れ費,0
2026-04-10,アルバイト人件費,0
2026-04-11,食材仕入れ費,0
2026-04-11,ドリンク仕入れ費,0
2026-04-11,アルバイト人件費,0
2026-04-12,食材仕入れ費,0
2026-04-12,ドリンク仕入れ費,0
2026-04-12,アルバイト人件費,0
2026-04-13,食材仕入れ費,0
2026-04-13,ドリンク仕入れ費,0
2026-04-13,アルバイト人件費,0
2026-04-14,食材仕入れ費,0
2026-04-14,ドリンク仕入れ費,0
2026-04-14,アルバイト人件費,0
2026-04-15,食材仕入れ費,0
2026-04-15,ドリンク仕入れ費,0
2026-04-15,アルバイト人件費,0
2026-04-16,食材仕入れ費,0
2026-04-16,ドリンク仕入れ費,0
2026-04-16,アルバイト人件費,0
2026-04-17,食材仕入れ費,0
2026-04-17,ドリンク仕入れ費,0
2026-04-17,アルバイト人件費,0
2026-04-18,食材仕入れ費,0
2026-04-18,ドリンク仕入れ費,0
2026-04-18,アルバイト人件費,0
2026-04-19,食材仕入れ費,0
2026-04-19,ドリンク仕入れ費,0
2026-04-19,アルバイト人件費,0
2026-04-20,食材仕入れ費,0
2026-04-20,ドリンク仕入れ費,0
2026-04-20,アルバイト人件費,0
2026-04-21,食材仕入れ費,0
2026-04-21,ドリンク仕入れ費,0
2026-04-21,アルバイト人件費,0
2026-04-22,食材仕入れ費,0
2026-04-22,ドリンク仕入れ費,0
2026-04-22,アルバイト人件費,0
2026-04-23,食材仕入れ費,0
2026-04-23,ドリンク仕入れ費,0
2026-04-23,アルバイト人件費,0
2026-04-24,食材仕入れ費,0
2026-04-24,ドリンク仕入れ費,0
2026-04-24,アルバイト人件費,0
2026-04-25,食材仕入れ費,0
2026-04-25,ドリンク仕入れ費,0
2026-04-25,アルバイト人件費,0
2026-04-26,食材仕入れ費,0
2026-04-26,ドリンク仕入れ費,0
2026-04-26,アルバイト人件費,0
2026-04-27,食材仕入れ費,0
2026-04-27,ドリンク仕入れ費,0
2026-04-27,アルバイト人件費,0
2026-04-28,食材仕入れ費,0
2026-04-28,ドリンク仕入れ費,0
2026-04-28,アルバイト人件費,0
2026-04-29,食材仕入れ費,0
2026-04-29,ドリンク仕入れ費,0
2026-04-29,アルバイト人件費,0
2026-04-30,食材仕入れ費,0
2026-04-30,ドリンク仕入れ費,0
2026-04-30,アルバイト人件費,0
2026-05-01,食材仕入れ費,0
2026-05-01,ドリンク仕入れ費,0
2026-05-01,アルバイト人件費,0
2026-05-02,食材仕入れ費,0
2026-05-02,ドリンク仕入れ費,0
2026-05-02,アルバイト人件費,0
2026-05-03,食材仕入れ費,0
2026-05-03,ドリンク仕入れ費,0
2026-05-03,アルバイト人件費,0
2026-05-04,食材仕入れ費,0
2026-05-04,ドリンク仕入れ費,0
2026-05-04,アルバイト人件費,0
2026-05-05,食材仕入れ費,0
2026-05-05,ドリンク仕入れ費,0
2026-05-05,アルバイト人件費,0
2026-05-06,食材仕入れ費,0
2026-05-06,ドリンク仕入れ費,0
2026-05-06,アルバイト人件費,0
2026-05-07,食材仕入れ費,0
2026-05-07,ドリンク仕入れ費,0
2026-05-07,アルバイト人件費,0
2026-05-08,食材仕入れ費,0
2026-05-08,ドリンク仕入れ費,0
2026-05-08,アルバイト人件費,0
2026-05-09,食材仕入れ費,0
2026-05-09,ドリンク仕入れ費,0
2026-05-09,アルバイト人件費,0
2026-05-10,食材仕入れ費,0
2026-05-10,ドリンク仕入れ費,0
2026-05-10,アルバイト人件費,0
2026-05-11,食材仕入れ費,0
2026-05-11,ドリンク仕入れ費,0
2026-05-11,アルバイト人件費,0
2026-05-12,食材仕入れ費,0
2026-05-12,ドリンク仕入れ費,0
2026-05-12,アルバイト人件費,0
2026-05-13,食材仕入れ費,0
2026-05-13,ドリンク仕入れ費,0
2026-05-13,アルバイト人件費,0
2026-05-14,食材仕入れ費,0
2026-05-14,ドリンク仕入れ費,0
2026-05-14,アルバイト人件費,0
2026-05-15,食材仕入れ費,0
2026-05-15,ドリンク仕入れ費,0
2026-05-15,アルバイト人件費,0
2026-05-16,食材仕入れ費,0
2026-05-16,ドリンク仕入れ費,0
2026-05-16,アルバイト人件費,0
2026-05-17,食材仕入れ費,0
2026-05-17,ドリンク仕入れ費,0
2026-05-17,アルバイト人件費,0
2026-05-18,食材仕入れ費,0
2026-05-18,ドリンク仕入れ費,0
2026-05-18,アルバイト人件費,0
2026-05-19,食材仕入れ費,0
2026-05-19,ドリンク仕入れ費,0
2026-05-19,アルバイト人件費,0
2026-05-20,食材仕入れ費,0
2026-05-20,ドリンク仕入れ費,0
2026-05-20,アルバイト人件費,0
2026-05-21,食材仕入れ費,0
2026-05-21,ドリンク仕入れ費,0
2026-05-21,アルバイト人件費,0
2026-05-22,食材仕入れ費,0
2026-05-22,ドリンク仕入れ費,0
2026-05-22,アルバイト人件費,0
2026-05-23,食材仕入れ費,0
2026-05-23,ドリンク仕入れ費,0
2026-05-23,アルバイト人件費,0
2026-05-24,食材仕入れ費,0
2026-05-24,ドリンク仕入れ費,0
2026-05-24,アルバイト人件費,0
2026-05-25,食材仕入れ費,0
2026-05-25,ドリンク仕入れ費,0
2026-05-25,アルバイト人件費,0
2026-05-26,食材仕入れ費,0
2026-05-26,ドリンク仕入れ費,0
2026-05-26,アルバイト人件費,0
2026-05-27,食材仕入れ費,0
2026-05-27,ドリンク仕入れ費,0
2026-05-27,アルバイト人件費,0
2026-05-28,食材仕入れ費,0
2026-05-28,ドリンク仕入れ費,0
2026-05-28,アルバイト人件費,0
2026-05-29,食材仕入れ費,0
2026-05-29,ドリンク仕入れ費,0
2026-05-29,アルバイト人件費,0
2026-05-30,食材仕入れ費,0
2026-05-30,ドリンク仕入れ費,0
2026-05-30,アルバイト人件費,0
2026-05-31,食材仕入れ費,0
2026-05-31,ドリンク仕入れ費,0
2026-05-31,アルバイト人件費,0
2026-06-01,食材仕入れ費,0
2026-06-01,ドリンク仕入れ費,0
2026-06-01,アルバイト人件費,0
2026-06-02,食材仕入れ費,0
2026-06-02,ドリンク仕入れ費,0
2026-06-02,アルバイト人件費,0
2026-06-03,食材仕入れ費,0
2026-06-03,ドリンク仕入れ費,0
2026-06-03,アルバイト人件費,0
2026-06-04,食材仕入れ費,0
2026-06-04,ドリンク仕入れ費,0
2026-06-04,アルバイト人件費,0
2026-06-05,食材仕入れ費,0
2026-06-05,ドリンク仕入れ費,0
2026-06-05,アルバイト人件費,0
2026-06-06,食材仕入れ費,0
2026-06-06,ドリンク仕入れ費,0
2026-06-06,アルバイト人件費,0
2026-06-07,食材仕入れ費,0
2026-06-07,ドリンク仕入れ費,0
2026-06-07,アルバイト人件費,0
2026-06-08,食材仕入れ費,0
2026-06-08,ドリンク仕入れ費,0
2026-06-08,アルバイト人件費,0
2026-06-09,食材仕入れ費,0
2026-06-09,ドリンク仕入れ費,0
2026-06-09,アルバイト人件費,0
2026-06-10,食材仕入れ費,0
2026-06-10,ドリンク仕入れ費,0
2026-06-10,アルバイト人件費,0
2026-06-11,食材仕入れ費,0
2026-06-11,ドリンク仕入れ費,0
2026-06-11,アルバイト人件費,0
2026-06-12,食材仕入れ費,0
2026-06-12,ドリンク仕入れ費,0
2026-06-12,アルバイト人件費,0
2026-06-13,食材仕入れ費,0
2026-06-13,ドリンク仕入れ費,0
2026-06-13,アルバイト人件費,0
2026-06-14,食材仕入れ費,0
2026-06-14,ドリンク仕入れ費,0
2026-06-14,アルバイト人件費,0
2026-06-15,食材仕入れ費,0
2026-06-15,ドリンク仕入れ費,0
2026-06-15,アルバイト人件費,0
2026-06-16,食材仕入れ費,0
2026-06-16,ドリンク仕入れ費,0
2026-06-16,アルバイト人件費,0
2026-06-17,食材仕入れ費,0
2026-06-17,ドリンク仕入れ費,0
2026-06-17,アルバイト人件費,0
2026-06-18,食材仕入れ費,0
2026-06-18,ドリンク仕入れ費,0
2026-06-18,アルバイト人件費,0
2026-06-19,食材仕入れ費,0
2026-06-19,ドリンク仕入れ費,0
2026-06-19,アルバイト人件費,0
2026-06-20,食材仕入れ費,0
2026-06-20,ドリンク仕入れ費,0
2026-06-20,アルバイト人件費,0
2026-06-21,食材仕入れ費,0
2026-06-21,ドリンク仕入れ費,0
2026-06-21,アルバイト人件費,0
2026-06-22,食材仕入れ費,0
2026-06-22,ドリンク仕入れ費,0
2026-06-22,アルバイト人件費,0
2026-06-23,食材仕入れ費,0
2026-06-23,ドリンク仕入れ費,0
2026-06-23,アルバイト人件費,0
2026-06-24,食材仕入れ費,0
2026-06-24,ドリンク仕入れ費,0
2026-06-24,アルバイト人件費,0
2026-06-25,食材仕入れ費,0
2026-06-25,ドリンク仕入れ費,0
2026-06-25,アルバイト人件費,0
2026-06-26,食材仕入れ費,0
2026-06-26,ドリンク仕入れ費,0
2026-06-26,アルバイト人件費,0
2026-06-27,食材仕入れ費,0
2026-06-27,ドリンク仕入れ費,0
2026-06-27,アルバイト人件費,0
2026-06-28,食材仕入れ費,0
2026-06-28,ドリンク仕入れ費,0
2026-06-28,アルバイト人件費,0
2026-06-29,食材仕入れ費,0
2026-06-29,ドリンク仕入れ費,0
2026-06-29,アルバイト人件費,0
2026-06-30,食材仕入れ費,0
2026-06-30,ドリンク仕入れ費,0
2026-06-30,アルバイト人件費,0
2026-07-01,食材仕入れ費,0
2026-07-01,ドリンク仕入れ費,0
2026-07-01,アルバイト人件費,0
2026-07-02,食材仕入れ費,0
2026-07-02,ドリンク仕入れ費,0
2026-07-02,アルバイト人件費,0
2026-07-03,食材仕入れ費,0
2026-07-03,ドリンク仕入れ費,0
2026-07-03,アルバイト人件費,0
2026-07-04,食材仕入れ費,0
2026-07-04,ドリンク仕入れ費,0
2026-07-04,アルバイト人件費,0
2026-07-05,食材仕入れ費,0
2026-07-05,ドリンク仕入れ費,0
2026-07-05,アルバイト人件費,0
2026-07-06,食材仕入れ費,0
2026-07-06,ドリンク仕入れ費,0
2026-07-06,アルバイト人件費,0
2026-07-07,食材仕入れ費,0
2026-07-07,ドリンク仕入れ費,0
2026-07-07,アルバイト人件費,0
2026-07-08,食材仕入れ費,0
2026-07-08,ドリンク仕入れ費,0
2026-07-08,アルバイト人件費,0
2026-07-09,食材仕入れ費,0
2026-07-09,ドリンク仕入れ費,0
2026-07-09,アルバイト人件費,0
2026-07-10,食材仕入れ費,0
2026-07-10,ドリンク仕入れ費,0
2026-07-10,アルバイト人件費,0
2026-07-11,食材仕入れ費,0
2026-07-11,ドリンク仕入れ費,0
2026-07-11,アルバイト人件費,0
2026-07-12,食材仕入れ費,0
2026-07-12,ドリンク仕入れ費,0
2026-07-12,アルバイト人件費,0
2026-07-13,食材仕入れ費,0
2026-07-13,ドリンク仕入れ費,0
2026-07-13,アルバイト人件費,0
2026-07-14,食材仕入れ費,0
2026-07-14,ドリンク仕入れ費,0
2026-07-14,アルバイト人件費,0
2026-07-15,食材仕入れ費,0
2026-07-15,ドリンク仕入れ費,0
2026-07-15,アルバイト人件費,0
2026-07-16,食材仕入れ費,0
2026-07-16,ドリンク仕入れ費,0
2026-07-16,アルバイト人件費,0
2026-07-17,食材仕入れ費,0
2026-07-17,ドリンク仕入れ費,0
2026-07-17,アルバイト人件費,0
2026-07-18,食材仕入れ費,0
2026-07-18,ドリンク仕入れ費,0
2026-07-18,アルバイト人件費,0
2026-07-19,食材仕入れ費,0
2026-07-19,ドリンク仕入れ費,0
2026-07-19,アルバイト人件費,0
2026-07-20,食材仕入れ費,0
2026-07-20,ドリンク仕入れ費,0
2026-07-20,アルバイト人件費,0
2026-07-21,食材仕入れ費,0
2026-07-21,ドリンク仕入れ費,0
2026-07-21,アルバイト人件費,0
2026-07-22,食材仕入れ費,0
2026-07-22,ドリンク仕入れ費,0
2026-07-22,アルバイト人件費,0
2026-07-23,食材仕入れ費,0
2026-07-23,ドリンク仕入れ費,0
2026-07-23,アルバイト人件費,0
2026-07-24,食材仕入れ費,0
2026-07-24,ドリンク仕入れ費,0
2026-07-24,アルバイト人件費,0
2026-07-25,食材仕入れ費,0
2026-07-25,ドリンク仕入れ費,0
2026-07-25,アルバイト人件費,0
2026-07-26,食材仕入れ費,0
2026-07-26,ドリンク仕入れ費,0
2026-07-26,アルバイト人件費,0
2026-07-27,食材仕入れ費,0
2026-07-27,ドリンク仕入れ費,0
2026-07-27,アルバイト人件費,0
2026-07-28,食材仕入れ費,0
2026-07-28,ドリンク仕入れ費,0
2026-07-28,アルバイト人件費,0
2026-07-29,食材仕入れ費,0
2026-07-29,ドリンク仕入れ費,0
2026-07-29,アルバイト人件費,0
2026-07-30,食材仕入れ費,0
2026-07-30,ドリンク仕入れ費,0
2026-07-30,アルバイト人件費,0
2026-07-31,食材仕入れ費,0
2026-07-31,ドリンク仕入れ費,0
2026-07-31,アルバイト人件費,0
2026-08-01,食材仕入れ費,0
2026-08-01,ドリンク仕入れ費,0
2026-08-01,アルバイト人件費,0
2026-08-02,食材仕入れ費,0
2026-08-02,ドリンク仕入れ費,0
2026-08-02,アルバイト人件費,0
2026-08-03,食材仕入れ費,0
2026-08-03,ドリンク仕入れ費,0
2026-08-03,アルバイト人件費,0
2026-08-04,食材仕入れ費,0
2026-08-04,ドリンク仕入れ費,0
2026-08-04,アルバイト人件費,0
2026-08-05,食材仕入れ費,0
2026-08-05,ドリンク仕入れ費,0
2026-08-05,アルバイト人件費,0
2026-08-06,食材仕入れ費,0
2026-08-06,ドリンク仕入れ費,0
2026-08-06,アルバイト人件費,0
2026-08-07,食材仕入れ費,0
2026-08-07,ドリンク仕入れ費,0
2026-08-07,アルバイト人件費,0
2026-08-08,食材仕入れ費,0
2026-08-08,ドリンク仕入れ費,0
2026-08-08,アルバイト人件費,0
2026-08-09,食材仕入れ費,0
2026-08-09,ドリンク仕入れ費,0
2026-08-09,アルバイト人件費,0
2026-08-10,食材仕入れ費,0
2026-08-10,ドリンク仕入れ費,0
