日付,費目,金額
2024-08-29,アルバイト人件費,15530
2024-08-30,アルバイト人件費,18460
2024-08-30,ドリンク仕入れ費,22610
2024-08-30,食材仕入れ費,17540
2024-08-27,食材仕入れ費,14530
2024-08-26,アルバイト人件費,15180
2024-08-26,ドリンク仕入れ費,18590
2024-08-27,ドリンク仕入れ費,18730
2024-08-28,ドリンク仕入れ費,18880
2024-08-28,食材仕入れ費,14640
2024-08-27,アルバイト人件費,15290
2024-09-25,アルバイト人件費,14270
2024-09-25,ドリンク仕入れ費,17470
2024-09-25,食材仕入れ費,13550
2024-09-26,食材仕入れ費,13660
2024-09-27,食材仕入れ費,16240
2024-09-26,アルバイト人件費,14380
2024-09-26,ドリンク仕入れ費,17610
2024-09-23,ドリンク仕入れ費,17210
2024-09-23,食材仕入れ費,13340
2024-09-21,アルバイト人件費,18250
2024-09-23,アルバイト人件費,14040
2024-09-24,アルバイト人件費,14160
2024-09-24,ドリンク仕入れ費,17340
2024-09-24,食材仕入れ費,13450
2024-10-01,ドリンク仕入れ費,17250
2024-10-01,食材仕入れ費,13380
2024-09-30,アルバイト人件費,14820
2024-10-01,アルバイト人件費,14080
2024-10-02,アルバイト人件費,14190
2024-10-02,ドリンク仕入れ費,17390
2024-10-02,食材仕入れ費,13480
2024-09-28,食材仕入れ費,18310
2024-09-27,アルバイト人件費,17100
2024-09-27,ドリンク仕入れ費,20940
2024-09-28,ドリンク仕入れ費,23600
2024-09-30,ドリンク仕入れ費,18150
2024-09-30,食材仕入れ費,14080
2024-09-28,アルバイト人件費,19270
2024-09-14,ドリンク仕入れ費,22890
2024-09-14,食材仕入れ費,17750
2024-09-13,アルバイト人件費,16570
2024-09-14,アルバイト人件費,18690
2024-09-16,アルバイト人件費,14380
2024-09-16,ドリンク仕入れ費,17610
2024-09-16,食材仕入れ費,13660
2024-09-12,食材仕入れ費,13240
2024-09-11,アルバイト人件費,13820
2024-09-11,ドリンク仕入れ費,16930
2024-09-12,ドリンク仕入れ費,17070
2024-09-13,ドリンク仕入れ費,20300
2024-09-13,食材仕入れ費,15740
2024-09-12,アルバイト人件費,13930
2024-09-20,食材仕入れ費,16610
2024-09-19,アルバイト人件費,14710
2024-09-19,ドリンク仕入れ費,18020
2024-09-20,ドリンク仕入れ費,21420
2024-09-21,ドリンク仕入れ費,22350
2024-09-21,食材仕入れ費,17340
2024-09-20,アルバイト人件費,17490
2024-09-17,アルバイト人件費,14490
2024-09-17,ドリンク仕入れ費,17750
2024-09-17,食材仕入れ費,13760
2024-09-18,食材仕入れ費,13870
2024-09-19,食材仕入れ費,13970
2024-09-18,アルバイト人件費,14600
2024-09-18,ドリンク仕入れ費,17880
2024-08-13,ドリンク仕入れ費,18160
2024-07-15,ドリンク仕入れ費,18770
2024-07-15,食材仕入れ費,14560
2024-07-13,アルバイト人件費,19910
2024-07-15,アルバイト人件費,15320
2024-07-16,アルバイト人件費,15440
2024-07-16,ドリンク仕入れ費,18920
2024-07-16,食材仕入れ費,14670
2024-07-12,食材仕入れ費,16780
2024-07-11,アルバイト人件費,14850
2024-07-11,ドリンク仕入れ費,18190
2024-07-12,ドリンク仕入れ費,21640
2024-07-13,ドリンク仕入れ費,24390
2024-07-13,食材仕入れ費,18920
2024-07-12,アルバイト人件費,17660
2024-07-20,食材仕入れ費,19960
2024-07-19,アルバイト人件費,18640
2024-07-19,ドリンク仕入れ費,22840
2024-07-20,ドリンク仕入れ費,25740
2024-07-22,ドリンク仕入れ費,18330
2024-07-22,食材仕入れ費,14220
2024-07-20,アルバイト人件費,21010
2024-07-17,アルバイト人件費,15560
2024-07-17,ドリンク仕入れ費,19060
2024-07-17,食材仕入れ費,14780
2024-07-18,食材仕入れ費,14900
2024-07-19,食材仕入れ費,17710
2024-07-18,アルバイト人件費,15680
2024-07-18,ドリンク仕入れ費,19210
2024-07-04,食材仕入れ費,14440
2024-07-03,アルバイト人件費,15080
2024-07-03,ドリンク仕入れ費,18480
2024-07-04,ドリンク仕入れ費,18630
2024-07-05,ドリンク仕入れ費,22150
2024-07-05,食材仕入れ費,17180
2024-07-04,アルバイト人件費,15200
2024-07-01,アルバイト人件費,14850
2024-07-01,ドリンク仕入れ費,18190
2024-07-01,食材仕入れ費,14110
2024-07-02,食材仕入れ費,14220
2024-07-03,食材仕入れ費,14330
2024-07-02,アルバイト人件費,14970
2024-07-02,ドリンク仕入れ費,18330
2024-07-09,アルバイト人件費,15800
2024-07-09,ドリンク仕入れ費,19350
2024-07-09,食材仕入れ費,15010
2024-07-10,食材仕入れ費,15120
2024-07-11,食材仕入れ費,14110
2024-07-10,アルバイト人件費,15920
2024-07-10,ドリンク仕入れ費,19500
2024-07-06,ドリンク仕入れ費,24970
2024-07-06,食材仕入れ費,19360
2024-07-05,アルバイト人件費,18080
2024-07-06,アルバイト人件費,20380
2024-07-08,アルバイト人件費,15680
2024-07-08,ドリンク仕入れ費,19210
2024-07-08,食材仕入れ費,14900
2024-08-06,食材仕入れ費,14420
2024-08-05,アルバイト人件費,15060
2024-08-05,ドリンク仕入れ費,18450
2024-08-06,ドリンク仕入れ費,18590
2024-08-07,ドリンク仕入れ費,18730
2024-08-07,食材仕入れ費,14530
2024-08-06,アルバイト人件費,15180
2024-08-02,アルバイト人件費,17360
2024-08-02,ドリンク仕入れ費,21260
2024-08-02,食材仕入れ費,16490
2024-08-03,食材仕入れ費,18590
2024-08-05,食材仕入れ費,14310
2024-08-03,アルバイト人件費,19570
2024-08-03,ドリンク仕入れ費,23970
2024-08-10,アルバイト人件費,20650
2024-08-10,ドリンク仕入れ費,25290
2024-08-10,食材仕入れ費,19620
2024-08-12,食材仕入れ費,13970
2024-08-13,食材仕入れ費,14080
2024-08-12,アルバイト人件費,14710
2024-08-12,ドリンク仕入れ費,18020
2024-08-08,ドリンク仕入れ費,18880
2024-08-08,食材仕入れ費,14640
2024-08-07,アルバイト人件費,15290
2024-08-08,アルバイト人件費,15410
2024-08-09,アルバイト人件費,18320
2024-08-09,ドリンク仕入れ費,22440
2024-08-09,食材仕入れ費,17400
2024-07-25,アルバイト人件費,15320
2024-07-25,ドリンク仕入れ費,18770
2024-07-25,食材仕入れ費,14560
2024-07-26,食材仕入れ費,17310
2024-07-27,食材仕入れ費,19510
2024-07-26,アルバイト人件費,18220
2024-07-26,ドリンク仕入れ費,22320
2024-07-23,ドリンク仕入れ費,18480
2024-07-23,食材仕入れ費,14330
2024-07-22,アルバイト人件費,14970
2024-07-23,アルバイト人件費,15080
2024-07-24,アルバイト人件費,15200
2024-07-24,ドリンク仕入れ費,18630
2024-07-24,食材仕入れ費,14440
2024-07-31,ドリンク仕入れ費,18190
2024-07-31,食材仕入れ費,14110
2024-07-30,アルバイト人件費,15920
2024-07-31,アルバイト人件費,14850
2024-08-01,アルバイト人件費,14590
2024-08-01,ドリンク仕入れ費,17880
2024-08-01,食材仕入れ費,13860
2024-07-29,食材仕入れ費,15010
2024-07-27,アルバイト人件費,20540
2024-07-27,ドリンク仕入れ費,25160
2024-07-29,ドリンク仕入れ費,19350
2024-07-30,ドリンク仕入れ費,19500
2024-07-30,食材仕入れ費,15120
2024-07-29,アルバイト人件費,15800
2024-11-30,食材仕入れ費,19270
2024-11-29,アルバイト人件費,18000
2024-11-29,ドリンク仕入れ費,22050
2024-11-30,ドリンク仕入れ費,24850
2024-12-02,ドリンク仕入れ費,20230
2024-12-02,食材仕入れ費,15690
2024-11-30,アルバイト人件費,20290
2024-11-27,アルバイト人件費,15020
2024-11-27,ドリンク仕入れ費,18400
2024-11-27,食材仕入れ費,14270
2024-11-28,食材仕入れ費,14380
2024-11-29,食材仕入れ費,17100
2024-11-28,アルバイト人件費,15140
2024-11-28,ドリンク仕入れ費,18540
2024-12-05,アルバイト人件費,16910
2024-12-05,ドリンク仕入れ費,20710
2024-12-05,食材仕入れ費,16060
2024-12-06,食材仕入れ費,19100
2024-12-07,食材仕入れ費,21530
2024-12-06,アルバイト人件費,20110
2024-12-06,ドリンク仕入れ費,24630
2024-12-03,ドリンク仕入れ費,20390
2024-12-03,食材仕入れ費,15810
2024-12-02,アルバイト人件費,16520
2024-12-03,アルバイト人件費,16650
2024-12-04,アルバイト人件費,16780
2024-12-04,ドリンク仕入れ費,20550
2024-12-04,食材仕入れ費,15940
2024-11-19,アルバイト人件費,15250
2024-11-19,ドリンク仕入れ費,18680
2024-11-19,食材仕入れ費,14490
2024-11-20,食材仕入れ費,14600
2024-11-21,食材仕入れ費,13620
2024-11-20,アルバイト人件費,15370
2024-11-20,ドリンク仕入れ費,18820
2024-11-16,ドリンク仕入れ費,24110
2024-11-16,食材仕入れ費,18700
2024-11-15,アルバイト人件費,17460
2024-11-16,アルバイト人件費,19680
2024-11-18,アルバイト人件費,15140
2024-11-18,ドリンク仕入れ費,18540
2024-11-18,食材仕入れ費,14380
2024-11-25,ドリンク仕入れ費,18120
2024-11-25,食材仕入れ費,14060
2024-11-23,アルバイト人件費,19230
2024-11-25,アルバイト人件費,14800
2024-11-26,アルバイト人件費,14910
2024-11-26,ドリンク仕入れ費,18260
2024-11-26,食材仕入れ費,14160
2024-11-22,食材仕入れ費,16200
2024-11-21,アルバイト人件費,14340
2024-11-21,ドリンク仕入れ費,17560
2024-11-22,ドリンク仕入れ費,20890
2024-11-23,ドリンク仕入れ費,23550
2024-11-23,食材仕入れ費,18260
2024-11-22,アルバイト人件費,17050
2024-12-21,アルバイト人件費,21630
2024-12-21,ドリンク仕入れ費,26490
2024-12-21,食材仕入れ費,20550
2024-12-23,食材仕入れ費,15810
2024-12-24,食材仕入れ費,15940
2024-12-23,アルバイト人件費,16650
2024-12-23,ドリンク仕入れ費,20390
2024-12-19,ドリンク仕入れ費,21360
2024-12-19,食材仕入れ費,16560
2024-12-18,アルバイト人件費,17300
2024-12-19,アルバイト人件費,17430
2024-12-20,アルバイト人件費,20720
2024-12-20,ドリンク仕入れ費,25390
2024-12-20,食材仕入れ費,19690
2024-12-27,ドリンク仕入れ費,24820
2024-12-27,食材仕入れ費,19250
2024-12-26,アルバイト人件費,17040
2024-12-27,アルバイト人件費,20260
2024-12-28,アルバイト人件費,22840
2024-12-28,ドリンク仕入れ費,27980
2024-12-28,食材仕入れ費,21700
2024-12-25,食材仕入れ費,16060
2024-12-24,アルバイト人件費,16780
2024-12-24,ドリンク仕入れ費,20550
2024-12-25,ドリンク仕入れ費,20710
2024-12-26,ドリンク仕入れ費,20870
2024-12-26,食材仕入れ費,16190
2024-12-25,アルバイト人件費,16910
2024-12-11,ドリンク仕入れ費,20070
2024-12-11,食材仕入れ費,15560
2024-12-10,アルバイト人件費,17560
2024-12-11,アルバイト人件費,16380
2024-12-12,アルバイト人件費,16520
2024-12-12,ドリンク仕入れ費,20230
2024-12-12,食材仕入れ費,15690
2024-12-09,食材仕入れ費,16560
2024-12-07,アルバイト人件費,22670
2024-12-07,ドリンク仕入れ費,27760
2024-12-09,ドリンク仕入れ費,21360
2024-12-10,ドリンク仕入れ費,21520
2024-12-10,食材仕入れ費,16680
2024-12-09,アルバイト人件費,17430
2024-12-17,食材仕入れ費,16310
2024-12-16,アルバイト人件費,17040
2024-12-16,ドリンク仕入れ費,20870
2024-12-17,ドリンク仕入れ費,21030
2024-12-18,ドリンク仕入れ費,21190
2024-12-18,食材仕入れ費,16440
2024-12-17,アルバイト人件費,17170
2024-12-13,アルバイト人件費,19640
2024-12-13,ドリンク仕入れ費,24060
2024-12-13,食材仕入れ費,18660
2024-12-14,食材仕入れ費,21040
2024-12-16,食材仕入れ費,16190
2024-12-14,アルバイト人件費,22150
2024-12-14,ドリンク仕入れ費,27130
2024-11-15,ドリンク仕入れ費,21390
2024-10-17,ドリンク仕入れ費,18070
2024-10-17,食材仕入れ費,14020
2024-10-16,アルバイト人件費,14640
2024-10-17,アルバイト人件費,14760
2024-10-18,アルバイト人件費,17550
2024-10-18,ドリンク仕入れ費,21490
2024-10-18,食材仕入れ費,16670
2024-10-15,食材仕入れ費,13810
2024-10-14,アルバイト人件費,14420
2024-10-14,ドリンク仕入れ費,17660
2024-10-15,ドリンク仕入れ費,17800
2024-10-16,ドリンク仕入れ費,17940
2024-10-16,食材仕入れ費,13910
2024-10-15,アルバイト人件費,14530
2024-10-23,食材仕入れ費,13590
2024-10-22,アルバイト人件費,14190
2024-10-22,ドリンク仕入れ費,17390
2024-10-23,ドリンク仕入れ費,17530
2024-10-24,ドリンク仕入れ費,17660
2024-10-24,食材仕入れ費,13700
2024-10-23,アルバイト人件費,14310
2024-10-19,アルバイト人件費,19770
2024-10-19,ドリンク仕入れ費,24220
2024-10-19,食材仕入れ費,18790
2024-10-21,食材仕入れ費,13380
2024-10-22,食材仕入れ費,13480
2024-10-21,アルバイト人件費,14080
2024-10-21,ドリンク仕入れ費,17250
2024-10-07,食材仕入れ費,14020
2024-10-05,アルバイト人件費,19180
2024-10-05,ドリンク仕入れ費,23500
2024-10-07,ドリンク仕入れ費,18070
2024-10-08,ドリンク仕入れ費,18210
2024-10-08,食材仕入れ費,14130
2024-10-07,アルバイト人件費,14760
2024-10-03,アルバイト人件費,14310
2024-10-03,ドリンク仕入れ費,17530
2024-10-03,食材仕入れ費,13590
2024-10-04,食材仕入れ費,16160
2024-10-05,食材仕入れ費,18220
2024-10-04,アルバイト人件費,17010
2024-10-04,ドリンク仕入れ費,20840
2024-10-11,アルバイト人件費,16610
2024-10-11,ドリンク仕入れ費,20350
2024-10-11,食材仕入れ費,15780
2024-10-12,食材仕入れ費,17800
2024-10-14,食材仕入れ費,13700
2024-10-12,アルバイト人件費,18730
2024-10-12,ドリンク仕入れ費,22950
2024-10-09,ドリンク仕入れ費,18350
2024-10-09,食材仕入れ費,14230
2024-10-08,アルバイト人件費,14870
2024-10-09,アルバイト人件費,14980
2024-10-10,アルバイト人件費,15090
2024-10-10,ドリンク仕入れ費,18490
2024-10-10,食材仕入れ費,14340
2024-11-08,食材仕入れ費,16970
2024-11-07,アルバイト人件費,15020
2024-11-07,ドリンク仕入れ費,18400
2024-11-08,ドリンク仕入れ費,21880
2024-11-09,ドリンク仕入れ費,24670
2024-11-09,食材仕入れ費,19130
2024-11-08,アルバイト人件費,17860
2024-11-05,アルバイト人件費,14800
2024-11-05,ドリンク仕入れ費,18120
2024-11-05,食材仕入れ費,14060
2024-11-06,食材仕入れ費,14160
2024-11-07,食材仕入れ費,14270
2024-11-06,アルバイト人件費,14910
2024-11-06,ドリンク仕入れ費,18260
2024-11-13,アルバイト人件費,14560
2024-11-13,ドリンク仕入れ費,17840
2024-11-13,食材仕入れ費,13840
2024-11-14,食材仕入れ費,13940
2024-11-15,食材仕入れ費,16580
2024-11-14,アルバイト人件費,14680
2024-11-14,ドリンク仕入れ費,17980
2024-11-11,ドリンク仕入れ費,17560
2024-11-11,食材仕入れ費,13620
2024-11-09,アルバイト人件費,20130
2024-11-11,アルバイト人件費,14340
2024-11-12,アルバイト人件費,14450
2024-11-12,ドリンク仕入れ費,17700
2024-11-12,食材仕入れ費,13730
2024-10-28,アルバイト人件費,14870
2024-10-28,ドリンク仕入れ費,18210
2024-10-28,食材仕入れ費,14130
2024-10-29,食材仕入れ費,14230
2024-10-30,食材仕入れ費,14340
2024-10-29,アルバイト人件費,14980
2024-10-29,ドリンク仕入れ費,18350
2024-10-25,ドリンク仕入れ費,21000
2024-10-25,食材仕入れ費,16290
2024-10-24,アルバイト人件費,14420
2024-10-25,アルバイト人件費,17150
2024-10-26,アルバイト人件費,19330
2024-10-26,ドリンク仕入れ費,23680
2024-10-26,食材仕入れ費,18360
2024-11-02,ドリンク仕入れ費,23370
2024-11-02,食材仕入れ費,18120
2024-11-01,アルバイト人件費,16920
2024-11-02,アルバイト人件費,19080
2024-11-04,アルバイト人件費,14680
2024-11-04,ドリンク仕入れ費,17980
2024-11-04,食材仕入れ費,13940
2024-10-31,食材仕入れ費,13380
2024-10-30,アルバイト人件費,15090
2024-10-30,ドリンク仕入れ費,18490
2024-10-31,ドリンク仕入れ費,17250
2024-11-01,ドリンク仕入れ費,20720
2024-11-01,食材仕入れ費,16070
2024-10-31,アルバイト人件費,14080
2024-03-06,食材仕入れ費,12650
2024-03-05,アルバイト人件費,13210
2024-03-05,ドリンク仕入れ費,16180
2024-03-06,ドリンク仕入れ費,16310
2024-03-07,ドリンク仕入れ費,16430
2024-03-07,食材仕入れ費,12740
2024-03-06,アルバイト人件費,13310
2024-03-02,アルバイト人件費,17030
2024-03-02,ドリンク仕入れ費,20860
2024-03-02,食材仕入れ費,16180
2024-03-04,食材仕入れ費,12450
2024-03-05,食材仕入れ費,12550
2024-03-04,アルバイト人件費,13110
2024-03-04,ドリンク仕入れ費,16060
2024-03-11,アルバイト人件費,12800
2024-03-11,ドリンク仕入れ費,15680
2024-03-11,食材仕入れ費,12160
2024-03-12,食材仕入れ費,12260
2024-03-13,食材仕入れ費,12350
2024-03-12,アルバイト人件費,12900
2024-03-12,ドリンク仕入れ費,15810
2024-03-08,ドリンク仕入れ費,19540
2024-03-08,食材仕入れ費,15150
2024-03-07,アルバイト人件費,13410
2024-03-08,アルバイト人件費,15950
2024-03-09,アルバイト人件費,17980
2024-03-09,ドリンク仕入れ費,22020
2024-03-09,食材仕入れ費,17080
2024-02-23,アルバイト人件費,13040
2024-02-23,ドリンク仕入れ費,15980
2024-02-23,食材仕入れ費,12390
2024-02-24,食材仕入れ費,13970
2024-02-26,食材仕入れ費,10750
2024-02-24,アルバイト人件費,14710
2024-02-24,ドリンク仕入れ費,18020
2024-02-21,ドリンク仕入れ費,13330
2024-02-21,食材仕入れ費,10340
2024-02-20,アルバイト人件費,11660
2024-02-21,アルバイト人件費,10880
2024-02-22,アルバイト人件費,10970
2024-02-22,ドリンク仕入れ費,13430
2024-02-22,食材仕入れ費,10420
2024-02-29,ドリンク仕入れ費,14180
2024-02-29,食材仕入れ費,11000
2024-02-28,アルバイト人件費,11490
2024-02-29,アルバイト人件費,11580
2024-03-01,アルバイト人件費,15100
2024-03-01,ドリンク仕入れ費,18500
2024-03-01,食材仕入れ費,14350
2024-02-27,食材仕入れ費,10830
2024-02-26,アルバイト人件費,11320
2024-02-26,ドリンク仕入れ費,13860
2024-02-27,ドリンク仕入れ費,13970
2024-02-28,ドリンク仕入れ費,14080
2024-02-28,食材仕入れ費,10910
2024-02-27,アルバイト人件費,11400
2024-03-27,アルバイト人件費,13410
2024-03-27,ドリンク仕入れ費,16430
2024-03-27,食材仕入れ費,12740
2024-03-28,食材仕入れ費,12840
2024-03-29,食材仕入れ費,15270
2024-03-28,アルバイト人件費,13520
2024-03-28,ドリンク仕入れ費,16560
2024-03-25,ドリンク仕入れ費,16180
2024-03-25,食材仕入れ費,12550
2024-03-23,アルバイト人件費,17170
2024-03-25,アルバイト人件費,13210
2024-03-26,アルバイト人件費,13310
2024-03-26,ドリンク仕入れ費,16310
2024-03-26,食材仕入れ費,12650
2024-04-02,ドリンク仕入れ費,16120
2024-04-02,食材仕入れ費,12500
2024-04-01,アルバイト人件費,13060
2024-04-02,アルバイト人件費,13160
2024-04-03,アルバイト人件費,13270
2024-04-03,ドリンク仕入れ費,16250
2024-04-03,食材仕入れ費,12600
2024-03-30,食材仕入れ費,17210
2024-03-29,アルバイト人件費,16070
2024-03-29,ドリンク仕入れ費,19690
2024-03-30,ドリンク仕入れ費,22190
2024-04-01,ドリンク仕入れ費,15990
2024-04-01,食材仕入れ費,12400
2024-03-30,アルバイト人件費,18110
2024-03-16,ドリンク仕入れ費,21520
2024-03-16,食材仕入れ費,16690
2024-03-15,アルバイト人件費,15590
2024-03-16,アルバイト人件費,17570
2024-03-18,アルバイト人件費,13520
2024-03-18,ドリンク仕入れ費,16560
2024-03-18,食材仕入れ費,12840
2024-03-14,食材仕入れ費,12450
2024-03-13,アルバイト人件費,13000
2024-03-13,ドリンク仕入れ費,15930
2024-03-14,ドリンク仕入れ費,16060
2024-03-15,ドリンク仕入れ費,19090
2024-03-15,食材仕入れ費,14810
2024-03-14,アルバイト人件費,13110
2024-03-22,食材仕入れ費,14460
2024-03-21,アルバイト人件費,12800
2024-03-21,ドリンク仕入れ費,15680
2024-03-22,ドリンク仕入れ費,18650
2024-03-23,ドリンク仕入れ費,21030
2024-03-23,食材仕入れ費,16310
2024-03-22,アルバイト人件費,15230
2024-03-19,アルバイト人件費,13620
2024-03-19,ドリンク仕入れ費,16680
2024-03-19,食材仕入れ費,12940
2024-03-20,食材仕入れ費,13040
2024-03-21,食材仕入れ費,12160
2024-03-20,アルバイト人件費,13720
2024-03-20,ドリンク仕入れ費,16810
2024-02-20,ドリンク仕入れ費,14290
2024-01-22,ドリンク仕入れ費,12960
2024-01-22,食材仕入れ費,10050
2024-01-20,アルバイト人件費,14850
2024-01-22,アルバイト人件費,10580
2024-01-23,アルバイト人件費,10660
2024-01-23,ドリンク仕入れ費,13060
2024-01-23,食材仕入れ費,10130
2024-01-19,食材仕入れ費,12520
2024-01-18,アルバイト人件費,11080
2024-01-18,ドリンク仕入れ費,13580
2024-01-19,ドリンク仕入れ費,16140
2024-01-20,ドリンク仕入れ費,18190
2024-01-20,食材仕入れ費,14110
2024-01-19,アルバイト人件費,13180
2024-01-27,食材仕入れ費,13790
2024-01-26,アルバイト人件費,12880
2024-01-26,ドリンク仕入れ費,15780
2024-01-27,ドリンク仕入れ費,17790
2024-01-29,ドリンク仕入れ費,13680
2024-01-29,食材仕入れ費,10610
2024-01-27,アルバイト人件費,14520
2024-01-24,アルバイト人件費,10750
2024-01-24,ドリンク仕入れ費,13170
2024-01-24,食材仕入れ費,10210
2024-01-25,食材仕入れ費,10290
2024-01-26,食材仕入れ費,12240
2024-01-25,アルバイト人件費,10830
2024-01-25,ドリンク仕入れ費,13270
2024-01-11,食材仕入れ費,9970
2024-01-10,アルバイト人件費,11250
2024-01-10,ドリンク仕入れ費,13780
2024-01-11,ドリンク仕入れ費,12860
2024-01-12,ドリンク仕入れ費,15290
2024-01-12,食材仕入れ費,11860
2024-01-11,アルバイト人件費,10500
2024-01-08,アルバイト人件費,11080
2024-01-08,ドリンク仕入れ費,13580
2024-01-08,食材仕入れ費,10530
2024-01-09,食材仕入れ費,10610
