日付,費目,金額
2026-06,備品・消耗品仕入費,24750
2026-07,備品・消耗品仕入費,25200
2026-08,備品・消耗品仕入費,25650
2026-09,備品・消耗品仕入費,26100
2026-06-27,アルバイト人件費,30990
2026-06-27,ドリンク仕入れ費,37960
2026-06-29,食材仕入れ費,22640
2026-06-29,アルバイト人件費,23830
2026-06-29,ドリンク仕入れ費,29200
2026-06-26,食材仕入れ費,26110
2026-06-25,アルバイト人件費,23120
2026-06-26,ドリンク仕入れ費,33680
2026-06-27,食材仕入れ費,29440
2026-06-26,アルバイト人件費,27490
2026-06-30,食材仕入れ費,22810
2026-07-02,ドリンク仕入れ費,28650
2026-07-02,食材仕入れ費,22220
2026-07-02,アルバイト人件費,23390
2026-07-03,ドリンク仕入れ費,34070
2026-07-03,食材仕入れ費,26420
2026-06-30,アルバイト人件費,24010
2026-06-30,ドリンク仕入れ費,29420
2026-07-01,食材仕入れ費,22040
2026-07-01,アルバイト人件費,23200
2026-07-01,ドリンク仕入れ費,28420
2026-06-19,アルバイト人件費,28120
2026-06-19,ドリンク仕入れ費,34450
2026-06-20,食材仕入れ費,30110
2026-06-20,アルバイト人件費,31700
2026-06-20,ドリンク仕入れ費,38830
2026-06-18,食材仕入れ費,22470
2026-06-17,アルバイト人件費,23480
2026-06-18,ドリンク仕入れ費,28980
2026-06-19,食材仕入れ費,26720
2026-06-18,アルバイト人件費,23650
2026-06-22,食材仕入れ費,21450
2026-06-24,ドリンク仕入れ費,28100
2026-06-24,食材仕入れ費,21790
2026-06-24,アルバイト人件費,22940
2026-06-25,ドリンク仕入れ費,28320
2026-06-25,食材仕入れ費,21960
2026-06-22,アルバイト人件費,22580
2026-06-22,ドリンク仕入れ費,27660
2026-06-23,食材仕入れ費,21620
2026-06-23,アルバイト人件費,22760
2026-06-23,ドリンク仕入れ費,27880
2026-07-14,アルバイト人件費,23760
2026-07-14,ドリンク仕入れ費,29100
2026-07-15,食材仕入れ費,22740
2026-07-15,アルバイト人件費,23940
2026-07-15,ドリンク仕入れ費,29330
2026-07-13,食材仕入れ費,22390
2026-07-11,アルバイト人件費,30620
2026-07-13,ドリンク仕入れ費,28870
2026-07-14,食材仕入れ費,22570
2026-07-13,アルバイト人件費,23570
2026-07-16,食材仕入れ費,22920
2026-07-18,ドリンク仕入れ費,39610
2026-07-18,食材仕入れ費,30720
2026-07-18,アルバイト人件費,32340
2026-07-20,ドリンク仕入れ費,30470
2026-07-20,食材仕入れ費,23630
2026-07-16,アルバイト人件費,24130
2026-07-16,ドリンク仕入れ費,29560
2026-07-17,食材仕入れ費,27250
2026-07-17,アルバイト人件費,28690
2026-07-17,ドリンク仕入れ費,35150
2026-07-06,アルバイト人件費,24130
2026-07-06,ドリンク仕入れ費,29560
2026-07-07,食材仕入れ費,23100
2026-07-07,アルバイト人件費,24310
2026-07-07,ドリンク仕入れ費,29780
2026-07-04,食材仕入れ費,29790
2026-07-03,アルバイト人件費,27810
2026-07-04,ドリンク仕入れ費,38410
2026-07-06,食材仕入れ費,22920
2026-07-04,アルバイト人件費,31360
2026-07-08,食材仕入れ費,23280
2026-07-10,ドリンク仕入れ費,35950
2026-07-10,食材仕入れ費,27880
2026-07-10,アルバイト人件費,29350
2026-07-11,ドリンク仕入れ費,37510
2026-07-11,食材仕入れ費,29090
2026-07-08,アルバイト人件費,24500
2026-07-08,ドリンク仕入れ費,30010
2026-07-09,食材仕入れ費,23450
2026-07-09,アルバイト人件費,24680
2026-07-09,ドリンク仕入れ費,30240
2026-05-26,アルバイト人件費,21630
2026-05-26,ドリンク仕入れ費,26500
2026-05-27,食材仕入れ費,20710
2026-05-27,アルバイト人件費,21800
2026-05-27,ドリンク仕入れ費,26700
2026-05-25,食材仕入れ費,20390
2026-05-23,アルバイト人件費,27900
2026-05-25,ドリンク仕入れ費,26290
2026-05-26,食材仕入れ費,20550
2026-05-25,アルバイト人件費,21470
2026-05-28,食材仕入れ費,20870
2026-05-30,ドリンク仕入れ費,36060
2026-05-30,食材仕入れ費,27960
2026-05-30,アルバイト人件費,29430
2026-06-01,ドリンク仕入れ費,27440
2026-06-01,食材仕入れ費,21280
2026-05-28,アルバイト人件費,21960
2026-05-28,ドリンク仕入れ費,26910
2026-05-29,食材仕入れ費,24810
2026-05-29,アルバイト人件費,26120
2026-05-29,ドリンク仕入れ費,31990
2026-05-18,アルバイト人件費,21960
2026-05-18,ドリンク仕入れ費,26910
2026-05-19,食材仕入れ費,21030
2026-05-19,アルバイト人件費,22130
2026-05-19,ドリンク仕入れ費,27110
2026-05-16,食材仕入れ費,27130
2026-05-15,アルバイト人件費,25330
2026-05-16,ドリンク仕入れ費,34980
2026-05-18,食材仕入れ費,20870
2026-05-16,アルバイト人件費,28550
2026-05-20,食材仕入れ費,21180
2026-05-22,ドリンク仕入れ費,30310
2026-05-22,食材仕入れ費,23500
2026-05-22,アルバイト人件費,24740
2026-05-23,ドリンク仕入れ費,34170
2026-05-23,食材仕入れ費,26500
2026-05-20,アルバイト人件費,22300
2026-05-20,ドリンク仕入れ費,27310
2026-05-21,食材仕入れ費,19760
2026-05-21,アルバイト人件費,20800
2026-05-21,ドリンク仕入れ費,25480
2026-06-11,アルバイト人件費,22400
2026-06-11,ドリンク仕入れ費,27440
2026-06-12,食材仕入れ費,25310
2026-06-12,アルバイト人件費,26640
2026-06-12,ドリンク仕入れ費,32640
2026-06-10,食材仕入れ費,22810
2026-06-09,アルバイト人件費,23830
2026-06-10,ドリンク仕入れ費,29420
2026-06-11,食材仕入れ費,21280
2026-06-10,アルバイト人件費,24010
2026-06-13,食材仕入れ費,28540
2026-06-16,ドリンク仕入れ費,28540
2026-06-16,食材仕入れ費,22130
2026-06-16,アルバイト人件費,23300
2026-06-17,ドリンク仕入れ費,28760
2026-06-17,食材仕入れ費,22300
2026-06-13,アルバイト人件費,30040
2026-06-13,ドリンク仕入れ費,36800
2026-06-15,食材仕入れ費,21960
2026-06-15,アルバイト人件費,23120
2026-06-15,ドリンク仕入れ費,28320
2026-06-03,アルバイト人件費,22760
2026-06-03,ドリンク仕入れ費,27880
2026-06-04,食材仕入れ費,21790
2026-06-04,アルバイト人件費,22940
2026-06-04,ドリンク仕入れ費,28100
2026-06-02,食材仕入れ費,21450
2026-06-01,アルバイト人件費,22400
2026-06-02,ドリンク仕入れ費,27660
2026-06-03,食材仕入れ費,21620
2026-06-02,アルバイト人件費,22580
2026-06-05,食材仕入れ費,25920
2026-06-08,ドリンク仕入れ費,28980
2026-06-08,食材仕入れ費,22470
2026-06-08,アルバイト人件費,23650
2026-06-09,ドリンク仕入れ費,29200
2026-06-09,食材仕入れ費,22640
2026-06-05,アルバイト人件費,27280
2026-06-05,ドリンク仕入れ費,33420
2026-06-06,食材仕入れ費,29210
2026-06-06,アルバイト人件費,30750
2026-06-06,ドリンク仕入れ費,37670
2026-07-20,アルバイト人件費,24870
2026-09-09,食材仕入れ費,21830
2026-09-08,アルバイト人件費,22810
2026-09-09,ドリンク仕入れ費,28150
2026-09-10,食材仕入れ費,22000
2026-09-09,アルバイト人件費,22980
2026-09-07,ドリンク仕入れ費,27730
2026-09-07,食材仕入れ費,21500
2026-09-07,アルバイト人件費,22640
2026-09-08,ドリンク仕入れ費,27940
2026-09-08,食材仕入れ費,21670
2026-09-10,ドリンク仕入れ費,28360
2026-09-12,アルバイト人件費,28740
2026-09-12,ドリンク仕入れ費,35210
2026-09-14,食材仕入れ費,21010
2026-09-14,アルバイト人件費,22120
2026-09-14,ドリンク仕入れ費,27100
2026-09-11,食材仕入れ費,24210
2026-09-10,アルバイト人件費,23160
2026-09-11,ドリンク仕入れ費,31220
2026-09-12,食材仕入れ費,27300
2026-09-11,アルバイト人件費,25490
2026-09-01,食材仕入れ費,20520
2026-08-31,アルバイト人件費,22800
2026-09-01,ドリンク仕入れ費,26460
2026-09-02,食材仕入れ費,20680
2026-09-01,アルバイト人件費,21600
2026-08-29,ドリンク仕入れ費,39230
2026-08-29,食材仕入れ費,30420
2026-08-29,アルバイト人件費,32020
2026-08-31,ドリンク仕入れ費,27930
2026-08-31,食材仕入れ費,21660
2026-09-02,ドリンク仕入れ費,26670
2026-09-04,アルバイト人件費,26100
2026-09-04,ドリンク仕入れ費,31970
2026-09-05,食材仕入れ費,27950
2026-09-05,アルバイト人件費,29420
2026-09-05,ドリンク仕入れ費,36040
2026-09-03,食材仕入れ費,20850
2026-09-02,アルバイト人件費,21770
2026-09-03,ドリンク仕入れ費,26880
2026-09-04,食材仕入れ費,24800
2026-09-03,アルバイト人件費,21950
2026-09-25,食材仕入れ費,24990
2026-09-24,アルバイト人件費,22120
2026-09-25,ドリンク仕入れ費,32220
2026-09-26,食材仕入れ費,28170
2026-09-25,アルバイト人件費,26300
2026-09-23,ドリンク仕入れ費,26880
2026-09-23,食材仕入れ費,20850
2026-09-23,アルバイト人件費,21950
2026-09-24,ドリンク仕入れ費,27100
2026-09-24,食材仕入れ費,21010
2026-09-26,ドリンク仕入れ費,36320
2026-09-29,アルバイト人件費,22980
2026-09-29,ドリンク仕入れ費,28150
2026-09-30,食材仕入れ費,22000
2026-09-30,アルバイト人件費,23160
2026-09-30,ドリンク仕入れ費,28360
2026-09-28,食材仕入れ費,21670
2026-09-26,アルバイト人件費,29650
2026-09-28,ドリンク仕入れ費,27940
2026-09-29,食材仕入れ費,21830
2026-09-28,アルバイト人件費,22810
2026-09-17,食材仕入れ費,21500
2026-09-16,アルバイト人件費,22460
2026-09-17,ドリンク仕入れ費,27730
2026-09-18,食材仕入れ費,25570
2026-09-17,アルバイト人件費,22640
2026-09-15,ドリンク仕入れ費,27310
2026-09-15,食材仕入れ費,21180
2026-09-15,アルバイト人件費,22290
2026-09-16,ドリンク仕入れ費,27520
2026-09-16,食材仕入れ費,21340
2026-09-18,ドリンク仕入れ費,32970
2026-09-21,アルバイト人件費,21600
2026-09-21,ドリンク仕入れ費,26460
2026-09-22,食材仕入れ費,20680
2026-09-22,アルバイト人件費,21770
2026-09-22,ドリンク仕入れ費,26670
2026-09-19,食材仕入れ費,28820
2026-09-18,アルバイト人件費,26920
2026-09-19,ドリンク仕入れ費,37160
2026-09-21,食材仕入れ費,20520
2026-09-19,アルバイト人件費,30340
2026-07-31,食材仕入れ費,26010
2026-07-30,アルバイト人件費,24870
2026-07-31,ドリンク仕入れ費,33540
2026-08-01,食材仕入れ費,28590
2026-07-31,アルバイト人件費,27380
2026-07-29,ドリンク仕入れ費,30240
2026-07-29,食材仕入れ費,23450
2026-07-29,アルバイト人件費,24680
2026-07-30,ドリンク仕入れ費,30470
2026-07-30,食材仕入れ費,23630
2026-08-01,ドリンク仕入れ費,36870
2026-08-04,アルバイト人件費,23350
2026-08-04,ドリンク仕入れ費,28600
2026-08-05,食材仕入れ費,22350
2026-08-05,アルバイト人件費,23530
2026-08-05,ドリンク仕入れ費,28820
2026-08-03,食材仕入れ費,22010
2026-08-01,アルバイト人件費,30100
2026-08-03,ドリンク仕入れ費,28380
2026-08-04,食材仕入れ費,22180
2026-08-03,アルバイト人件費,23160
2026-07-23,食材仕入れ費,22390
2026-07-22,アルバイト人件費,23390
2026-07-23,ドリンク仕入れ費,28870
2026-07-24,食材仕入れ費,26630
2026-07-23,アルバイト人件費,23570
2026-07-21,ドリンク仕入れ費,28420
2026-07-21,食材仕入れ費,22040
2026-07-21,アルバイト人件費,23200
2026-07-22,ドリンク仕入れ費,28650
2026-07-22,食材仕入れ費,22220
2026-07-24,ドリンク仕入れ費,34340
2026-07-27,アルバイト人件費,24310
2026-07-27,ドリンク仕入れ費,29780
2026-07-28,食材仕入れ費,23280
2026-07-28,アルバイト人件費,24500
2026-07-28,ドリンク仕入れ費,30010
2026-07-25,食材仕入れ費,30020
2026-07-24,アルバイト人件費,28030
2026-07-25,ドリンク仕入れ費,38710
2026-07-27,食材仕入れ費,23100
2026-07-25,アルバイト人件費,31600
2026-08-24,食材仕入れ費,22180
2026-08-15,アルバイト人件費,31060
2026-08-24,ドリンク仕入れ費,28600
2026-08-25,食材仕入れ費,22350
2026-08-24,アルバイト人件費,23350
2026-08-14,ドリンク仕入れ費,33750
2026-08-14,食材仕入れ費,26170
2026-08-14,アルバイト人件費,27550
2026-08-15,ドリンク仕入れ費,38050
2026-08-15,食材仕入れ費,29510
2026-08-25,ドリンク仕入れ費,28820
2026-08-27,アルバイト人件費,23890
2026-08-27,ドリンク仕入れ費,29270
2026-08-28,食材仕入れ費,26990
2026-08-28,アルバイト人件費,28410
2026-08-28,ドリンク仕入れ費,34800
2026-08-26,食材仕入れ費,22530
2026-08-25,アルバイト人件費,23530
2026-08-26,ドリンク仕入れ費,29050
2026-08-27,食材仕入れ費,22700
2026-08-26,アルバイト人件費,23710
2026-08-08,食材仕入れ費,30190
2026-08-07,アルバイト人件費,28200
2026-08-08,ドリンク仕入れ費,38930
2026-08-10,食材仕入れ費,23220
2026-08-08,アルバイト人件費,31780
2026-08-06,ドリンク仕入れ費,29050
2026-08-06,食材仕入れ費,22530
2026-08-06,アルバイト人件費,23710
2026-08-07,ドリンク仕入れ費,34540
2026-08-07,食材仕入れ費,26790
2026-08-10,ドリンク仕入れ費,29940
2026-08-12,アルバイト人件費,22980
2026-08-12,ドリンク仕入れ費,28150
2026-08-13,食材仕入れ費,22010
2026-08-13,アルバイト人件費,23160
2026-08-13,ドリンク仕入れ費,28380
2026-08-11,食材仕入れ費,21660
2026-08-10,アルバイト人件費,24440
2026-08-11,ドリンク仕入れ費,27930
2026-08-12,食材仕入れ費,21830
2026-08-11,アルバイト人件費,22800
2026-05-15,ドリンク仕入れ費,31030
2026-02-17,食材仕入れ費,16920
2026-02-16,アルバイト人件費,17680
2026-02-17,ドリンク仕入れ費,21830
2026-02-18,食材仕入れ費,17050
2026-02-17,アルバイト人件費,17820
2026-02-14,ドリンク仕入れ費,28150
2026-02-14,食材仕入れ費,21830
2026-02-14,アルバイト人件費,22980
2026-02-16,ドリンク仕入れ費,21660
2026-02-16,食材仕入れ費,16800
2026-02-18,ドリンク仕入れ費,21990
2026-02-20,アルバイト人件費,21500
2026-02-20,ドリンク仕入れ費,26340
2026-02-21,食材仕入れ費,21320
2026-02-21,アルバイト人件費,22440
2026-02-21,ドリンク仕入れ費,27490
2026-02-19,食材仕入れ費,17180
2026-02-18,アルバイト人件費,17950
2026-02-19,ドリンク仕入れ費,22160
2026-02-20,食材仕入れ費,20430
2026-02-19,アルバイト人件費,18090
2026-02-09,食材仕入れ費,17180
2026-02-07,アルバイト人件費,23520
2026-02-09,ドリンク仕入れ費,22160
2026-02-10,食材仕入れ費,17310
2026-02-09,アルバイト人件費,18090
2026-02-06,ドリンク仕入れ費,25560
2026-02-06,食材仕入れ費,19820
2026-02-06,アルバイト人件費,20860
2026-02-07,ドリンク仕入れ費,28810
2026-02-07,食材仕入れ費,22340
2026-02-10,ドリンク仕入れ費,22320
2026-02-12,アルバイト人件費,17140
2026-02-12,ドリンク仕入れ費,20990
2026-02-13,食材仕入れ費,19360
2026-02-13,アルバイト人件費,20380
2026-02-13,ドリンク仕入れ費,24970
2026-02-11,食材仕入れ費,16150
2026-02-10,アルバイト人件費,18220
2026-02-11,ドリンク仕入れ費,20820
2026-02-12,食材仕入れ費,16280
2026-02-11,アルバイト人件費,17000
2026-03-05,食材仕入れ費,19610
2026-03-04,アルバイト人件費,20480
2026-03-05,ドリンク仕入れ費,25280
2026-03-06,食材仕入れ費,23320
2026-03-05,アルバイト人件費,20640
2026-03-03,ドリンク仕入れ費,24890
2026-03-03,食材仕入れ費,19300
2026-03-03,アルバイト人件費,20320
2026-03-04,ドリンク仕入れ費,25090
2026-03-04,食材仕入れ費,19460
2026-03-06,ドリンク仕入れ費,30070
2026-03-09,アルバイト人件費,21280
2026-03-09,ドリンク仕入れ費,26070
2026-03-10,食材仕入れ費,20370
2026-03-10,アルバイト人件費,21440
2026-03-10,ドリンク仕入れ費,26260
2026-03-07,食材仕入れ費,26280
2026-03-06,アルバイト人件費,24540
2026-03-07,ドリンク仕入れ費,33890
2026-03-09,食材仕入れ費,20220
2026-03-07,アルバイト人件費,27670
2026-02-25,食材仕入れ費,16670
2026-02-24,アルバイト人件費,17410
2026-02-25,ドリンク仕入れ費,21490
2026-02-26,食材仕入れ費,16800
2026-02-25,アルバイト人件費,17540
2026-02-23,ドリンク仕入れ費,21160
2026-02-23,食材仕入れ費,16410
2026-02-23,アルバイト人件費,17270
2026-02-24,ドリンク仕入れ費,21320
2026-02-24,食材仕入れ費,16540
2026-02-26,ドリンク仕入れ費,21660
2026-02-28,アルバイト人件費,23700
2026-02-28,ドリンク仕入れ費,29030
2026-03-02,食材仕入れ費,19150
2026-03-02,アルバイト人件費,20160
2026-03-02,ドリンク仕入れ費,24700
2026-02-27,食材仕入れ費,19970
2026-02-26,アルバイト人件費,17680
2026-02-27,ドリンク仕入れ費,25750
2026-02-28,食材仕入れ費,22510
2026-02-27,アルバイト人件費,21020
2026-01-15,食材仕入れ費,16080
2026-01-14,アルバイト人件費,16790
2026-01-15,ドリンク仕入れ費,20730
2026-01-16,食材仕入れ費,19120
2026-01-15,アルバイト人件費,16920
2026-01-13,ドリンク仕入れ費,20410
2026-01-13,食材仕入れ費,15830
2026-01-13,アルバイト人件費,16660
2026-01-14,ドリンク仕入れ費,20570
2026-01-14,食材仕入れ費,15950
2026-01-16,ドリンク仕入れ費,24650
2026-01-19,アルバイト人件費,17450
2026-01-19,ドリンク仕入れ費,21380
2026-01-20,食材仕入れ費,16700
2026-01-20,アルバイト人件費,17580
2026-01-20,ドリンク仕入れ費,21540
2026-01-17,食材仕入れ費,21550
2026-01-16,アルバイト人件費,20130
2026-01-17,ドリンク仕入れ費,27790
2026-01-19,食材仕入れ費,16580
2026-01-17,アルバイト人件費,22690
2026-01-07,食材仕入れ費,16330
2026-01-06,アルバイト人件費,17060
2026-01-07,ドリンク仕入れ費,21050
2026-01-08,食材仕入れ費,16450
2026-01-07,アルバイト人件費,17190
2026-01-05,ドリンク仕入れ費,20730
2026-01-05,食材仕入れ費,16080
2026-01-05,アルバイト人件費,16920
2026-01-06,ドリンク仕入れ費,20890
2026-01-06,食材仕入れ費,16200
2026-01-08,ドリンク仕入れ費,21220
2026-01-10,アルバイト人件費,23210
2026-01-10,ドリンク仕入れ費,28430
2026-01-12,食材仕入れ費,15710
2026-01-12,アルバイト人件費,16530
2026-01-12,ドリンク仕入れ費,20250
2026-01-09,食材仕入れ費,19560
2026-01-08,アルバイト人件費,17320
2026-01-09,ドリンク仕入れ費,25220
2026-01-10,食材仕入れ費,22050
2026-01-09,アルバイト人件費,20590
2026-01-31,食材仕入れ費,20570
2026-01-30,アルバイト人件費,20750
2026-01-31,ドリンク仕入れ費,26520
2026-02-02,食材仕入れ費,16280
2026-01-31,アルバイト人件費,21650
2026-01-29,ドリンク仕入れ費,21380
2026-01-29,食材仕入れ費,16580
2026-01-29,アルバイト人件費,17450
2026-01-30,ドリンク仕入れ費,25410
2026-01-30,食材仕入れ費,19710
2026-02-02,ドリンク仕入れ費,20990
2026-02-04,アルバイト人件費,17410
2026-02-04,ドリンク仕入れ費,21320
2026-02-05,食材仕入れ費,16670
2026-02-05,アルバイト人件費,17540
2026-02-05,ドリンク仕入れ費,21490
2026-02-03,食材仕入れ費,16410
2026-02-02,アルバイト人件費,17140
2026-02-03,ドリンク仕入れ費,21160
2026-02-04,食材仕入れ費,16540
2026-02-03,アルバイト人件費,17270
2026-01-23,食材仕入れ費,18680
2026-01-22,アルバイト人件費,16530
2026-01-23,ドリンク仕入れ費,24090
2026-01-24,食材仕入れ費,21060
2026-01-23,アルバイト人件費,19660
2026-01-21,ドリンク仕入れ費,20090
2026-01-21,食材仕入れ費,15580
2026-01-21,アルバイト人件費,16400
2026-01-22,ドリンク仕入れ費,20250
2026-01-22,食材仕入れ費,15710
2026-01-24,ドリンク仕入れ費,27160
2026-01-27,アルバイト人件費,17190
2026-01-27,ドリンク仕入れ費,21050
2026-01-28,食材仕入れ費,16450
2026-01-28,アルバイト人件費,17320
2026-01-28,ドリンク仕入れ費,21220
2026-01-26,食材仕入れ費,16200
2026-01-24,アルバイト人件費,22170
2026-01-26,ドリンク仕入れ費,20890
2026-01-27,食材仕入れ費,16330
2026-01-26,アルバイト人件費,17060
2026-03-11,食材仕入れ費,19000
2026-04-23,ドリンク仕入れ費,25390
2026-04-23,食材仕入れ費,19690
2026-04-23,アルバイト人件費,20730
2026-04-24,ドリンク仕入れ費,30200
2026-04-24,食材仕入れ費,23420
2026-04-21,アルバイト人件費,20400
2026-04-21,ドリンク仕入れ費,24990
2026-04-22,食材仕入れ費,19540
2026-04-22,アルバイト人件費,20560
2026-04-22,ドリンク仕入れ費,25190
2026-04-24,アルバイト人件費,24650
2026-04-28,食材仕入れ費,20460
2026-04-27,アルバイト人件費,21380
2026-04-28,ドリンク仕入れ費,26390
2026-04-29,食材仕入れ費,20620
2026-04-28,アルバイト人件費,21540
2026-04-25,ドリンク仕入れ費,34040
2026-04-25,食材仕入れ費,26400
2026-04-25,アルバイト人件費,27790
2026-04-27,ドリンク仕入れ費,26190
2026-04-27,食材仕入れ費,20310
2026-04-15,ドリンク仕入れ費,25790
2026-04-15,食材仕入れ費,20000
2026-04-15,アルバイト人件費,21050
2026-04-16,ドリンク仕入れ費,25990
2026-04-16,食材仕入れ費,20160
2026-04-13,アルバイト人件費,20730
2026-04-13,ドリンク仕入れ費,25390
2026-04-14,食材仕入れ費,19850
2026-04-14,アルバイト人件費,20890
2026-04-14,ドリンク仕入れ費,25590
2026-04-16,アルバイト人件費,21220
2026-04-20,食材仕入れ費,20770
2026-04-18,アルバイト人件費,28440
2026-04-20,ドリンク仕入れ費,26790
2026-04-21,食材仕入れ費,19380
2026-04-20,アルバイト人件費,21870
2026-04-17,ドリンク仕入れ費,30900
2026-04-17,食材仕入れ費,23970
2026-04-17,アルバイト人件費,25230
2026-04-18,ドリンク仕入れ費,34830
2026-04-18,食材仕入れ費,27010
2026-05-09,ドリンク仕入れ費,35790
2026-05-09,食材仕入れ費,27750
2026-05-09,アルバイト人件費,29210
2026-05-11,ドリンク仕入れ費,25480
2026-05-11,食材仕入れ費,19760
2026-05-07,アルバイト人件費,21800
2026-05-07,ドリンク仕入れ費,26700
2026-05-08,食材仕入れ費,24620
2026-05-08,アルバイト人件費,25920
2026-05-08,ドリンク仕入れ費,31750
2026-05-11,アルバイト人件費,20800
2026-05-14,食材仕入れ費,20240
2026-05-13,アルバイト人件費,21130
2026-05-14,ドリンク仕入れ費,26090
2026-05-15,食材仕入れ費,24060
2026-05-14,アルバイト人件費,21300
2026-05-12,ドリンク仕入れ費,25680
2026-05-12,食材仕入れ費,19920
2026-05-12,アルバイト人件費,20970
2026-05-13,ドリンク仕入れ費,25890
2026-05-13,食材仕入れ費,20080
2026-05-01,ドリンク仕入れ費,30070
2026-05-01,食材仕入れ費,23320
2026-05-01,アルバイト人件費,24540
2026-05-02,ドリンク仕入れ費,33900
2026-05-02,食材仕入れ費,26290
2026-04-29,アルバイト人件費,21710
2026-04-29,ドリンク仕入れ費,26590
2026-04-30,食材仕入れ費,20770
2026-04-30,アルバイト人件費,21870
2026-04-30,ドリンク仕入れ費,26790
2026-05-02,アルバイト人件費,27680
2026-05-06,食材仕入れ費,20550
2026-05-05,アルバイト人件費,21470
2026-05-06,ドリンク仕入れ費,26500
2026-05-07,食材仕入れ費,20710
2026-05-06,アルバイト人件費,21630
2026-05-04,ドリンク仕入れ費,26090
2026-05-04,食材仕入れ費,20240
2026-05-04,アルバイト人件費,21300
2026-05-05,ドリンク仕入れ費,26290
2026-05-05,食材仕入れ費,20390
2026-03-21,ドリンク仕入れ費,32340
2026-03-21,食材仕入れ費,25080
2026-03-21,アルバイト人件費,26400
2026-03-23,ドリンク仕入れ費,24890
2026-03-23,食材仕入れ費,19300
2026-03-19,アルバイト人件費,21280
2026-03-19,ドリンク仕入れ費,26070
2026-03-20,食材仕入れ費,24040
2026-03-20,アルバイト人件費,25300
2026-03-20,ドリンク仕入れ費,30990
2026-03-23,アルバイト人件費,20320
2026-03-26,食材仕入れ費,19760
2026-03-25,アルバイト人件費,20640
2026-03-26,ドリンク仕入れ費,25480
2026-03-27,食材仕入れ費,23500
2026-03-26,アルバイト人件費,20800
2026-03-24,ドリンク仕入れ費,25090
2026-03-24,食材仕入れ費,19460
2026-03-24,アルバイト人件費,20480
2026-03-25,ドリンク仕入れ費,25280
2026-03-25,食材仕入れ費,19610
2026-03-13,ドリンク仕入れ費,29370
2026-03-13,食材仕入れ費,22780
2026-03-13,アルバイト人件費,23980
2026-03-14,ドリンク仕入れ費,33120
2026-03-14,食材仕入れ費,25680
2026-03-11,アルバイト人件費,20000
2026-03-11,ドリンク仕入れ費,24500
2026-03-12,食材仕入れ費,19150
2026-03-12,アルバイト人件費,20160
2026-03-12,ドリンク仕入れ費,24700
2026-03-14,アルバイト人件費,27030
2026-03-18,食材仕入れ費,20060
2026-03-17,アルバイト人件費,20960
2026-03-18,ドリンク仕入れ費,25870
2026-03-19,食材仕入れ費,20220
