年月日,営業日|店休日,家賃,固定人件費,損害保険,備品・消耗品仕入費,雑費・小口精算費,電気代,ガス代,水道代,通信費,広告宣伝費,クレジットカード手数料,食材仕入れ費,ドリンク仕入れ費,アルバイト人件費
2026-02-16,1,7857,12214,464,819,562,1506,1000,401,321,557,1838,16800,21660,17680
2026-02-17,1,7857,12214,464,819,562,1506,1000,401,321,557,1838,16920,21830,17820
2026-02-18,1,7857,12214,464,819,562,1506,1000,401,321,557,1838,17050,21990,17950
2026-02-19,1,7857,12214,464,819,562,1506,1000,401,321,557,1838,17180,22160,18090
2026-02-20,1,7857,12214,464,819,562,1506,1000,401,321,557,1838,20430,26340,21500
2026-02-21,1,7857,12214,464,819,562,1506,1000,401,321,557,1838,21320,27490,22440
2026-02-22,0,7857,12214,464,819,562,1506,1000,401,321,557,1838,0,0,0
2026-02-23,1,7857,12214,464,819,562,1506,1000,401,321,557,1838,16410,21160,17270
2026-02-24,1,7857,12214,464,819,562,1506,1000,401,321,557,1838,16540,21320,17410
2026-02-25,1,7857,12214,464,819,562,1506,1000,401,321,557,1838,16670,21490,17540
2026-02-26,1,7857,12214,464,819,562,1506,1000,401,321,557,1838,16800,21660,17680
2026-02-27,1,7857,12214,464,819,562,1506,1000,401,321,557,1838,19970,25750,21020
2026-02-28,1,7861,12222,472,837,576,1528,1000,423,333,581,1864,22510,29030,23700
2026-03-01,0,7096,11096,419,754,532,1008,548,362,290,1109,2104,0,0,0
2026-03-02,1,7096,11096,419,754,532,1008,548,362,290,1109,2104,19150,24700,20160
2026-03-03,1,7096,11096,419,754,532,1008,548,362,290,1109,2104,19300,24890,20320
2026-03-04,1,7096,11096,419,754,532,1008,548,362,290,1109,2104,19460,25090,20480
2026-03-05,1,7096,11096,419,754,532,1008,548,362,290,1109,2104,19610,25280,20640
2026-03-06,1,7096,11096,419,754,532,1008,548,362,290,1109,2104,23320,30070,24540
2026-03-07,1,7096,11096,419,754,532,1008,548,362,290,1109,2104,26280,33890,27670
2026-03-08,0,7096,11096,419,754,532,1008,548,362,290,1109,2104,0,0,0
2026-03-09,1,7096,11096,419,754,532,1008,548,362,290,1109,2104,20220,26070,21280
2026-03-10,1,7096,11096,419,754,532,1008,548,362,290,1109,2104,20370,26260,21440
2026-03-11,1,7096,11096,419,754,532,1008,548,362,290,1109,2104,19000,24500,20000
2026-03-12,1,7096,11096,419,754,532,1008,548,362,290,1109,2104,19150,24700,20160
2026-03-13,1,7096,11096,419,754,532,1008,548,362,290,1109,2104,22780,29370,23980
2026-03-14,1,7096,11096,419,754,532,1008,548,362,290,1109,2104,25680,33120,27030
2026-03-15,0,7096,11096,419,754,532,1008,548,362,290,1109,2104,0,0,0
2026-03-16,1,7096,11096,419,754,532,1008,548,362,290,1109,2104,19760,25480,20800
2026-03-17,1,7096,11096,419,754,532,1008,548,362,290,1109,2104,19910,25680,20960
2026-03-18,1,7096,11096,419,754,532,1008,548,362,290,1109,2104,20060,25870,21120
2026-03-19,1,7096,11096,419,754,532,1008,548,362,290,1109,2104,20220,26070,21280
2026-03-20,1,7096,11096,419,754,532,1008,548,362,290,1109,2104,24040,30990,25300
2026-03-21,1,7096,11096,419,754,532,1008,548,362,290,1109,2104,25080,32340,26400
2026-03-22,0,7096,11096,419,754,532,1008,548,362,290,1109,2104,0,0,0
2026-03-23,1,7096,11096,419,754,532,1008,548,362,290,1109,2104,19300,24890,20320
2026-03-24,1,7096,11096,419,754,532,1008,548,362,290,1109,2104,19460,25090,20480
2026-03-25,1,7096,11096,419,754,532,1008,548,362,290,1109,2104,19610,25280,20640
2026-03-26,1,7096,11096,419,754,532,1008,548,362,290,1109,2104,19760,25480,20800
2026-03-27,1,7096,11096,419,754,532,1008,548,362,290,1109,2104,23500,30300,24730
2026-03-28,1,7096,11096,419,754,532,1008,548,362,290,1109,2104,26480,34150,27880
2026-03-29,0,7096,11096,419,754,532,1008,548,362,290,1109,2104,0,0,0
2026-03-30,1,7096,11096,419,754,532,1008,548,362,290,1109,2104,20370,26260,21440
2026-03-31,1,7120,11120,430,780,540,1010,560,390,300,1110,2110,19000,24500,20000
2026-04-01,1,7333,11533,433,795,500,1041,566,375,300,937,2218,19380,24990,20400
2026-04-02,1,7333,11533,433,795,500,1041,566,375,300,937,2218,19540,25190,20560
2026-04-03,1,7333,11533,433,795,500,1041,566,375,300,937,2218,23240,29960,24460
2026-04-04,1,7333,11533,433,795,500,1041,566,375,300,937,2218,26200,33780,27570
2026-04-05,0,7333,11533,433,795,500,1041,566,375,300,937,2218,0,0,0
2026-04-06,1,7333,11533,433,795,500,1041,566,375,300,937,2218,20160,25990,21220
2026-04-07,1,7333,11533,433,795,500,1041,566,375,300,937,2218,20310,26190,21380
2026-04-08,1,7333,11533,433,795,500,1041,566,375,300,937,2218,20460,26390,21540
2026-04-09,1,7333,11533,433,795,500,1041,566,375,300,937,2218,20620,26590,21710
2026-04-10,1,7333,11533,433,795,500,1041,566,375,300,937,2218,24510,31610,25800
2026-04-11,1,7333,11533,433,795,500,1041,566,375,300,937,2218,25580,32990,26930
2026-04-12,0,7333,11533,433,795,500,1041,566,375,300,937,2218,0,0,0
2026-04-13,1,7333,11533,433,795,500,1041,566,375,300,937,2218,19690,25390,20730
2026-04-14,1,7333,11533,433,795,500,1041,566,375,300,937,2218,19850,25590,20890
2026-04-15,1,7333,11533,433,795,500,1041,566,375,300,937,2218,20000,25790,21050
2026-04-16,1,7333,11533,433,795,500,1041,566,375,300,937,2218,20160,25990,21220
2026-04-17,1,7333,11533,433,795,500,1041,566,375,300,937,2218,23970,30900,25230
2026-04-18,1,7333,11533,433,795,500,1041,566,375,300,937,2218,27010,34830,28440
2026-04-19,0,7333,11533,433,795,500,1041,566,375,300,937,2218,0,0,0
2026-04-20,1,7333,11533,433,795,500,1041,566,375,300,937,2218,20770,26790,21870
2026-04-21,1,7333,11533,433,795,500,1041,566,375,300,937,2218,19380,24990,20400
2026-04-22,1,7333,11533,433,795,500,1041,566,375,300,937,2218,19540,25190,20560
2026-04-23,1,7333,11533,433,795,500,1041,566,375,300,937,2218,19690,25390,20730
2026-04-24,1,7333,11533,433,795,500,1041,566,375,300,937,2218,23420,30200,24650
2026-04-25,1,7333,11533,433,795,500,1041,566,375,300,937,2218,26400,34040,27790
2026-04-26,0,7333,11533,433,795,500,1041,566,375,300,937,2218,0,0,0
2026-04-27,1,7333,11533,433,795,500,1041,566,375,300,937,2218,20310,26190,21380
2026-04-28,1,7333,11533,433,795,500,1041,566,375,300,937,2218,20460,26390,21540
2026-04-29,1,7333,11533,433,795,500,1041,566,375,300,937,2218,20620,26590,21710
2026-04-30,1,7343,11543,443,795,500,1061,586,375,300,947,2238,20770,26790,21870
2026-05-01,1,7096,11225,419,783,508,1008,548,362,290,1209,2227,23320,30070,24540
2026-05-02,1,7096,11225,419,783,508,1008,548,362,290,1209,2227,26290,33900,27680
2026-05-03,0,7096,11225,419,783,508,1008,548,362,290,1209,2227,0,0,0
2026-05-04,1,7096,11225,419,783,508,1008,548,362,290,1209,2227,20240,26090,21300
2026-05-05,1,7096,11225,419,783,508,1008,548,362,290,1209,2227,20390,26290,21470
2026-05-06,1,7096,11225,419,783,508,1008,548,362,290,1209,2227,20550,26500,21630
2026-05-07,1,7096,11225,419,783,508,1008,548,362,290,1209,2227,20710,26700,21800
2026-05-08,1,7096,11225,419,783,508,1008,548,362,290,1209,2227,24620,31750,25920
2026-05-09,1,7096,11225,419,783,508,1008,548,362,290,1209,2227,27750,35790,29210
2026-05-10,0,7096,11225,419,783,508,1008,548,362,290,1209,2227,0,0,0
2026-05-11,1,7096,11225,419,783,508,1008,548,362,290,1209,2227,19760,25480,20800
2026-05-12,1,7096,11225,419,783,508,1008,548,362,290,1209,2227,19920,25680,20970
2026-05-13,1,7096,11225,419,783,508,1008,548,362,290,1209,2227,20080,25890,21130
2026-05-14,1,7096,11225,419,783,508,1008,548,362,290,1209,2227,20240,26090,21300
2026-05-15,1,7096,11225,419,783,508,1008,548,362,290,1209,2227,24060,31030,25330
2026-05-16,1,7096,11225,419,783,508,1008,548,362,290,1209,2227,27130,34980,28550
2026-05-17,0,7096,11225,419,783,508,1008,548,362,290,1209,2227,0,0,0
2026-05-18,1,7096,11225,419,783,508,1008,548,362,290,1209,2227,20870,26910,21960
2026-05-19,1,7096,11225,419,783,508,1008,548,362,290,1209,2227,21030,27110,22130
2026-05-20,1,7096,11225,419,783,508,1008,548,362,290,1209,2227,21180,27310,22300
2026-05-21,1,7096,11225,419,783,508,1008,548,362,290,1209,2227,19760,25480,20800
2026-05-22,1,7096,11225,419,783,508,1008,548,362,290,1209,2227,23500,30310,24740
2026-05-23,1,7096,11225,419,783,508,1008,548,362,290,1209,2227,26500,34170,27900
2026-05-24,0,7096,11225,419,783,508,1008,548,362,290,1209,2227,0,0,0
2026-05-25,1,7096,11225,419,783,508,1008,548,362,290,1209,2227,20390,26290,21470
2026-05-26,1,7096,11225,419,783,508,1008,548,362,290,1209,2227,20550,26500,21630
2026-05-27,1,7096,11225,419,783,508,1008,548,362,290,1209,2227,20710,26700,21800
2026-05-28,1,7096,11225,419,783,508,1008,548,362,290,1209,2227,20870,26910,21960
2026-05-29,1,7096,11225,419,783,508,1008,548,362,290,1209,2227,24810,31990,26120
2026-05-30,1,7096,11225,419,783,508,1008,548,362,290,1209,2227,27960,36060,29430
2026-05-31,0,7120,11250,430,810,510,1010,560,390,300,1230,2250,0,0,0
2026-06-01,1,7333,11666,433,825,550,1198,566,450,300,1458,2439,21280,27440,22400
2026-06-02,1,7333,11666,433,825,550,1198,566,450,300,1458,2439,21450,27660,22580
2026-06-03,1,7333,11666,433,825,550,1198,566,450,300,1458,2439,21620,27880,22760
2026-06-04,1,7333,11666,433,825,550,1198,566,450,300,1458,2439,21790,28100,22940
2026-06-05,1,7333,11666,433,825,550,1198,566,450,300,1458,2439,25920,33420,27280
2026-06-06,1,7333,11666,433,825,550,1198,566,450,300,1458,2439,29210,37670,30750
2026-06-07,0,7333,11666,433,825,550,1198,566,450,300,1458,2439,0,0,0
2026-06-08,1,7333,11666,433,825,550,1198,566,450,300,1458,2439,22470,28980,23650
2026-06-09,1,7333,11666,433,825,550,1198,566,450,300,1458,2439,22640,29200,23830
2026-06-10,1,7333,11666,433,825,550,1198,566,450,300,1458,2439,22810,29420,24010
2026-06-11,1,7333,11666,433,825,550,1198,566,450,300,1458,2439,21280,27440,22400
2026-06-12,1,7333,11666,433,825,550,1198,566,450,300,1458,2439,25310,32640,26640
2026-06-13,1,7333,11666,433,825,550,1198,566,450,300,1458,2439,28540,36800,30040
2026-06-14,0,7333,11666,433,825,550,1198,566,450,300,1458,2439,0,0,0
2026-06-15,1,7333,11666,433,825,550,1198,566,450,300,1458,2439,21960,28320,23120
2026-06-16,1,7333,11666,433,825,550,1198,566,450,300,1458,2439,22130,28540,23300
2026-06-17,1,7333,11666,433,825,550,1198,566,450,300,1458,2439,22300,28760,23480
2026-06-18,1,7333,11666,433,825,550,1198,566,450,300,1458,2439,22470,28980,23650
2026-06-19,1,7333,11666,433,825,550,1198,566,450,300,1458,2439,26720,34450,28120
2026-06-20,1,7333,11666,433,825,550,1198,566,450,300,1458,2439,30110,38830,31700
2026-06-21,0,7333,11666,433,825,550,1198,566,450,300,1458,2439,0,0,0
2026-06-22,1,7333,11666,433,825,550,1198,566,450,300,1458,2439,21450,27660,22580
2026-06-23,1,7333,11666,433,825,550,1198,566,450,300,1458,2439,21620,27880,22760
2026-06-24,1,7333,11666,433,825,550,1198,566,450,300,1458,2439,21790,28100,22940
2026-06-25,1,7333,11666,433,825,550,1198,566,450,300,1458,2439,21960,28320,23120
2026-06-26,1,7333,11666,433,825,550,1198,566,450,300,1458,2439,26110,33680,27490
2026-06-27,1,7333,11666,433,825,550,1198,566,450,300,1458,2439,29440,37960,30990
2026-06-28,0,7333,11666,433,825,550,1198,566,450,300,1458,2439,0,0,0
2026-06-29,1,7333,11666,433,825,550,1198,566,450,300,1458,2439,22640,29200,23830
2026-06-30,1,7343,11686,443,825,550,1198,586,450,300,1468,2439,22810,29420,24010
2026-07-01,1,7096,11354,419,812,483,1461,548,435,290,1008,2540,22040,28420,23200
2026-07-02,1,7096,11354,419,812,483,1461,548,435,290,1008,2540,22220,28650,23390
2026-07-03,1,7096,11354,419,812,483,1461,548,435,290,1008,2540,26420,34070,27810
2026-07-04,1,7096,11354,419,812,483,1461,548,435,290,1008,2540,29790,38410,31360
2026-07-05,0,7096,11354,419,812,483,1461,548,435,290,1008,2540,0,0,0
2026-07-06,1,7096,11354,419,812,483,1461,548,435,290,1008,2540,22920,29560,24130
2026-07-07,1,7096,11354,419,812,483,1461,548,435,290,1008,2540,23100,29780,24310
2026-07-08,1,7096,11354,419,812,483,1461,548,435,290,1008,2540,23280,30010,24500
2026-07-09,1,7096,11354,419,812,483,1461,548,435,290,1008,2540,23450,30240,24680
2026-07-10,1,7096,11354,419,812,483,1461,548,435,290,1008,2540,27880,35950,29350
2026-07-11,1,7096,11354,419,812,483,1461,548,435,290,1008,2540,29090,37510,30620
2026-07-12,0,7096,11354,419,812,483,1461,548,435,290,1008,2540,0,0,0
2026-07-13,1,7096,11354,419,812,483,1461,548,435,290,1008,2540,22390,28870,23570
2026-07-14,1,7096,11354,419,812,483,1461,548,435,290,1008,2540,22570,29100,23760
2026-07-15,1,7096,11354,419,812,483,1461,548,435,290,1008,2540,22740,29330,23940
2026-07-16,1,7096,11354,419,812,483,1461,548,435,290,1008,2540,22920,29560,24130
2026-07-17,1,7096,11354,419,812,483,1461,548,435,290,1008,2540,27250,35150,28690
2026-07-18,1,7096,11354,419,812,483,1461,548,435,290,1008,2540,30720,39610,32340
2026-07-19,0,7096,11354,419,812,483,1461,548,435,290,1008,2540,0,0,0
2026-07-20,1,7096,11354,419,812,483,1461,548,435,290,1008,2540,23630,30470,24870
2026-07-21,1,7096,11354,419,812,483,1461,548,435,290,1008,2540,22040,28420,23200
2026-07-22,1,7096,11354,419,812,483,1461,548,435,290,1008,2540,22220,28650,23390
2026-07-23,1,7096,11354,419,812,483,1461,548,435,290,1008,2540,22390,28870,23570
2026-07-24,1,7096,11354,419,812,483,1461,548,435,290,1008,2540,26630,34340,28030
2026-07-25,1,7096,11354,419,812,483,1461,548,435,290,1008,2540,30020,38710,31600
2026-07-26,0,7096,11354,419,812,483,1461,548,435,290,1008,2540,0,0,0
2026-07-27,1,7096,11354,419,812,483,1461,548,435,290,1008,2540,23100,29780,24310
2026-07-28,1,7096,11354,419,812,483,1461,548,435,290,1008,2540,23280,30010,24500
2026-07-29,1,7096,11354,419,812,483,1461,548,435,290,1008,2540,23450,30240,24680
2026-07-30,1,7096,11354,419,812,483,1461,548,435,290,1008,2540,23630,30470,24870
2026-07-31,1,7120,11380,430,840,510,1480,560,450,300,1010,2570,26010,33540,27380
2026-08-01,1,7096,11419,419,827,508,1461,548,435,290,806,1863,28590,36870,30100
2026-08-02,0,7096,11419,419,827,508,1461,548,435,290,806,1863,0,0,0
2026-08-03,1,7096,11419,419,827,508,1461,548,435,290,806,1863,22010,28380,23160
2026-08-04,1,7096,11419,419,827,508,1461,548,435,290,806,1863,22180,28600,23350
2026-08-05,1,7096,11419,419,827,508,1461,548,435,290,806,1863,22350,28820,23530
2026-08-06,1,7096,11419,419,827,508,1461,548,435,290,806,1863,22530,29050,23710
2026-08-07,1,7096,11419,419,827,508,1461,548,435,290,806,1863,26790,34540,28200
2026-08-08,1,7096,11419,419,827,508,1461,548,435,290,806,1863,30190,38930,31780
2026-08-09,0,7096,11419,419,827,508,1461,548,435,290,806,1863,0,0,0
2026-08-10,1,7096,11419,419,827,508,1461,548,435,290,806,1863,23220,29940,24440
2026-08-11,1,7096,11419,419,827,508,1461,548,435,290,806,1863,21660,27930,22800
2026-08-12,1,7096,11419,419,827,508,1461,548,435,290,806,1863,21830,28150,22980
2026-08-13,1,7096,11419,419,827,508,1461,548,435,290,806,1863,22010,28380,23160
2026-08-14,1,7096,11419,419,827,508,1461,548,435,290,806,1863,26170,33750,27550
2026-08-15,1,7096,11419,419,827,508,1461,548,435,290,806,1863,29510,38050,31060
2026-08-16,0,7096,11419,419,827,508,1461,548,435,290,806,1863,0,0,0
2026-08-17,0,7096,11419,419,827,508,1461,548,435,290,806,1863,0,0,0
2026-08-18,0,7096,11419,419,827,508,1461,548,435,290,806,1863,0,0,0
2026-08-19,0,7096,11419,419,827,508,1461,548,435,290,806,1863,0,0,0
2026-08-20,0,7096,11419,419,827,508,1461,548,435,290,806,1863,0,0,0
2026-08-21,0,7096,11419,419,827,508,1461,548,435,290,806,1863,0,0,0
2026-08-22,0,7096,11419,419,827,508,1461,548,435,290,806,1863,0,0,0
2026-08-23,0,7096,11419,419,827,508,1461,548,435,290,806,1863,0,0,0
2026-08-24,1,7096,11419,419,827,508,1461,548,435,290,806,1863,22180,28600,23350
2026-08-25,1,7096,11419,419,827,508,1461,548,435,290,806,1863,22350,28820,23530
2026-08-26,1,7096,11419,419,827,508,1461,548,435,290,806,1863,22530,29050,23710
2026-08-27,1,7096,11419,419,827,508,1461,548,435,290,806,1863,22700,29270,23890
2026-08-28,1,7096,11419,419,827,508,1461,548,435,290,806,1863,26990,34800,28410
2026-08-29,1,7096,11419,419,827,508,1461,548,435,290,806,1863,30420,39230,32020
2026-08-30,0,7096,11419,419,827,508,1461,548,435,290,806,1863,0,0,0
2026-08-31,1,7120,11430,430,840,510,1480,560,450,300,820,1880,21660,27930,22800
2026-09-01,1,7333,11866,433,870,550,1198,566,375,300,1354,2346,20520,26460,21600
2026-09-02,1,7333,11866,433,870,550,1198,566,375,300,1354,2346,20680,26670,21770
2026-09-03,1,7333,11866,433,870,550,1198,566,375,300,1354,2346,20850,26880,21950
2026-09-04,1,7333,11866,433,870,550,1198,566,375,300,1354,2346,24800,31970,26100
2026-09-05,1,7333,11866,433,870,550,1198,566,375,300,1354,2346,27950,36040,29420
2026-09-06,0,7333,11866,433,870,550,1198,566,375,300,1354,2346,0,0,0
2026-09-07,1,7333,11866,433,870,550,1198,566,375,300,1354,2346,21500,27730,22640
2026-09-08,1,7333,11866,433,870,550,1198,566,375,300,1354,2346,21670,27940,22810
2026-09-09,1,7333,11866,433,870,550,1198,566,375,300,1354,2346,21830,28150,22980
2026-09-10,1,7333,11866,433,870,550,1198,566,375,300,1354,2346,22000,28360,23160
2026-09-11,1,7333,11866,433,870,550,1198,566,375,300,1354,2346,24210,31220,25490
2026-09-12,1,7333,11866,433,870,550,1198,566,375,300,1354,2346,27300,35210,28740
2026-09-13,0,7333,11866,433,870,550,1198,566,375,300,1354,2346,0,0,0
2026-09-14,1,7333,11866,433,870,550,1198,566,375,300,1354,2346,21010,27100,22120
2026-09-15,1,7333,11866,433,870,550,1198,566,375,300,1354,2346,21180,27310,22290
2026-09-16,1,7333,11866,433,870,550,1198,566,375,300,1354,2346,21340,27520,22460
2026-09-17,1,7333,11866,433,870,550,1198,566,375,300,1354,2346,21500,27730,22640
2026-09-18,1,7333,11866,433,870,550,1198,566,375,300,1354,2346,25570,32970,26920
2026-09-19,1,7333,11866,433,870,550,1198,566,375,300,1354,2346,28820,37160,30340
2026-09-20,0,7333,11866,433,870,550,1198,566,375,300,1354,2346,0,0,0
2026-09-21,1,7333,11866,433,870,550,1198,566,375,300,1354,2346,20520,26460,21600
2026-09-22,1,7333,11866,433,870,550,1198,566,375,300,1354,2346,20680,26670,21770
2026-09-23,1,7333,11866,433,870,550,1198,566,375,300,1354,2346,20850,26880,21950
2026-09-24,1,7333,11866,433,870,550,1198,566,375,300,1354,2346,21010,27100,22120
2026-09-25,1,7333,11866,433,870,550,1198,566,375,300,1354,2346,24990,32220,26300
2026-09-26,1,7333,11866,433,870,550,1198,566,375,300,1354,2346,28170,36320,29650
2026-09-27,0,7333,11866,433,870,550,1198,566,375,300,1354,2346,0,0,0
2026-09-28,1,7333,11866,433,870,550,1198,566,375,300,1354,2346,21670,27940,22810
2026-09-29,1,7333,11866,433,870,550,1198,566,375,300,1354,2346,21830,28150,22980
2026-09-30,1,7343,11886,443,870,550,1198,586,375,300,1354,2366,22000,28360,23160
