date,item,label,amount
2025-02-06,exp_food_cost,Food cost,24485
2025-02-06,exp_drink_cost,Drink cost,10262
2025-02-06,exp_variable_labor,Variable Labor,11057
2025-02-07,exp_food_cost,Food cost,26445
2025-02-07,exp_drink_cost,Drink cost,12722
2025-02-07,exp_variable_labor,Variable Labor,15646
2025-02-08,exp_food_cost,Food cost,30067
2025-02-08,exp_drink_cost,Drink cost,14961
2025-02-08,exp_variable_labor,Variable Labor,15800
2025-02-10,exp_food_cost,Food cost,22935
2025-02-10,exp_drink_cost,Drink cost,8126
2025-02-10,exp_variable_labor,Variable Labor,11735
2025-02-11,exp_food_cost,Food cost,24402
2025-02-11,exp_drink_cost,Drink cost,9149
2025-02-11,exp_variable_labor,Variable Labor,12612
2025-02-12,exp_food_cost,Food cost,22337
2025-02-12,exp_drink_cost,Drink cost,8980
2025-02-12,exp_variable_labor,Variable Labor,11751
2025-02-13,exp_food_cost,Food cost,24276
2025-02-13,exp_drink_cost,Drink cost,9880
2025-02-13,exp_variable_labor,Variable Labor,11141
2025-02-14,exp_food_cost,Food cost,27782
2025-02-14,exp_drink_cost,Drink cost,12340
2025-02-14,exp_variable_labor,Variable Labor,16123
2025-02-15,exp_food_cost,Food cost,28680
2025-02-15,exp_drink_cost,Drink cost,12833
2025-02-15,exp_variable_labor,Variable Labor,13317
2025-02-17,exp_food_cost,Food cost,23965
2025-02-17,exp_drink_cost,Drink cost,8133
2025-02-17,exp_variable_labor,Variable Labor,12645
2025-02-18,exp_food_cost,Food cost,24482
2025-02-18,exp_drink_cost,Drink cost,9012
2025-02-18,exp_variable_labor,Variable Labor,10212
2025-02-19,exp_food_cost,Food cost,22627
2025-02-19,exp_drink_cost,Drink cost,9292
2025-02-19,exp_variable_labor,Variable Labor,11417
2025-02-20,exp_food_cost,Food cost,24189
2025-02-20,exp_drink_cost,Drink cost,10521
2025-02-20,exp_variable_labor,Variable Labor,10976
2025-02-21,exp_food_cost,Food cost,26807
2025-02-21,exp_drink_cost,Drink cost,11893
2025-02-21,exp_variable_labor,Variable Labor,13088
2025-02-22,exp_food_cost,Food cost,30001
2025-02-22,exp_drink_cost,Drink cost,13718
2025-02-22,exp_variable_labor,Variable Labor,16634
2025-02-24,exp_food_cost,Food cost,22130
2025-02-24,exp_drink_cost,Drink cost,8826
2025-02-24,exp_variable_labor,Variable Labor,10241
2025-02-25,exp_food_cost,Food cost,24302
2025-02-25,exp_drink_cost,Drink cost,8940
2025-02-25,exp_variable_labor,Variable Labor,13299
2025-02-26,exp_food_cost,Food cost,22813
2025-02-26,exp_drink_cost,Drink cost,9709
2025-02-26,exp_variable_labor,Variable Labor,12671
2025-02-27,exp_food_cost,Food cost,23217
2025-02-27,exp_drink_cost,Drink cost,10285
2025-02-27,exp_variable_labor,Variable Labor,13423
2025-02-28,exp_food_cost,Food cost,26823
2025-02-28,exp_drink_cost,Drink cost,12578
2025-02-28,exp_variable_labor,Variable Labor,15125
2025-03-01,exp_food_cost,Food cost,29962
2025-03-01,exp_drink_cost,Drink cost,16166
2025-03-01,exp_variable_labor,Variable Labor,14561
2025-03-03,exp_food_cost,Food cost,24970
2025-03-03,exp_drink_cost,Drink cost,9579
2025-03-03,exp_variable_labor,Variable Labor,12545
2025-03-04,exp_food_cost,Food cost,25040
2025-03-04,exp_drink_cost,Drink cost,10135
2025-03-04,exp_variable_labor,Variable Labor,11211
2025-03-05,exp_food_cost,Food cost,26633
2025-03-05,exp_drink_cost,Drink cost,11293
2025-03-05,exp_variable_labor,Variable Labor,14559
2025-03-06,exp_food_cost,Food cost,26673
2025-03-06,exp_drink_cost,Drink cost,11953
2025-03-06,exp_variable_labor,Variable Labor,14144
2025-03-07,exp_food_cost,Food cost,32222
2025-03-07,exp_drink_cost,Drink cost,14370
2025-03-07,exp_variable_labor,Variable Labor,16201
2025-03-08,exp_food_cost,Food cost,33340
2025-03-08,exp_drink_cost,Drink cost,15584
2025-03-08,exp_variable_labor,Variable Labor,17005
2025-03-10,exp_food_cost,Food cost,25708
2025-03-10,exp_drink_cost,Drink cost,9463
2025-03-10,exp_variable_labor,Variable Labor,11557
2025-03-11,exp_food_cost,Food cost,26443
2025-03-11,exp_drink_cost,Drink cost,9813
2025-03-11,exp_variable_labor,Variable Labor,10995
2025-03-12,exp_food_cost,Food cost,24716
2025-03-12,exp_drink_cost,Drink cost,9659
2025-03-12,exp_variable_labor,Variable Labor,14463
2025-03-13,exp_food_cost,Food cost,27446
2025-03-13,exp_drink_cost,Drink cost,11084
2025-03-13,exp_variable_labor,Variable Labor,11600
2025-03-14,exp_food_cost,Food cost,28709
2025-03-14,exp_drink_cost,Drink cost,13407
2025-03-14,exp_variable_labor,Variable Labor,13441
2025-03-15,exp_food_cost,Food cost,33817
2025-03-15,exp_drink_cost,Drink cost,14860
2025-03-15,exp_variable_labor,Variable Labor,17440
2025-03-17,exp_food_cost,Food cost,23930
2025-03-17,exp_drink_cost,Drink cost,9332
2025-03-17,exp_variable_labor,Variable Labor,10679
2025-03-18,exp_food_cost,Food cost,24692
2025-03-18,exp_drink_cost,Drink cost,10488
2025-03-18,exp_variable_labor,Variable Labor,13681
2025-03-19,exp_food_cost,Food cost,26106
2025-03-19,exp_drink_cost,Drink cost,10855
2025-03-19,exp_variable_labor,Variable Labor,11568
2025-03-20,exp_food_cost,Food cost,27531
2025-03-20,exp_drink_cost,Drink cost,11219
2025-03-20,exp_variable_labor,Variable Labor,11897
2025-03-21,exp_food_cost,Food cost,30236
2025-03-21,exp_drink_cost,Drink cost,13668
2025-03-21,exp_variable_labor,Variable Labor,13850
2025-03-22,exp_food_cost,Food cost,30746
2025-03-22,exp_drink_cost,Drink cost,15507
2025-03-22,exp_variable_labor,Variable Labor,17780
2025-03-24,exp_food_cost,Food cost,25539
2025-03-24,exp_drink_cost,Drink cost,8929
2025-03-24,exp_variable_labor,Variable Labor,12745
2025-03-25,exp_food_cost,Food cost,26917
2025-03-25,exp_drink_cost,Drink cost,9839
2025-03-25,exp_variable_labor,Variable Labor,13438
2025-03-26,exp_food_cost,Food cost,27800
2025-03-26,exp_drink_cost,Drink cost,10286
2025-03-26,exp_variable_labor,Variable Labor,13275
2025-03-27,exp_food_cost,Food cost,27422
2025-03-27,exp_drink_cost,Drink cost,11591
2025-03-27,exp_variable_labor,Variable Labor,14291
2025-03-28,exp_food_cost,Food cost,29942
2025-03-28,exp_drink_cost,Drink cost,13631
2025-03-28,exp_variable_labor,Variable Labor,16453
2025-03-29,exp_food_cost,Food cost,31278
2025-03-29,exp_drink_cost,Drink cost,14360
2025-03-29,exp_variable_labor,Variable Labor,18783
2025-03-31,exp_food_cost,Food cost,23963
2025-03-31,exp_drink_cost,Drink cost,9226
2025-03-31,exp_variable_labor,Variable Labor,11617
2025-04-01,exp_food_cost,Food cost,27613
2025-04-01,exp_drink_cost,Drink cost,10679
2025-04-01,exp_variable_labor,Variable Labor,12829
2025-04-02,exp_food_cost,Food cost,27809
2025-04-02,exp_drink_cost,Drink cost,11423
2025-04-02,exp_variable_labor,Variable Labor,13079
2025-04-03,exp_food_cost,Food cost,30767
2025-04-03,exp_drink_cost,Drink cost,12755
2025-04-03,exp_variable_labor,Variable Labor,14506
2025-04-04,exp_food_cost,Food cost,30130
2025-04-04,exp_drink_cost,Drink cost,15331
2025-04-04,exp_variable_labor,Variable Labor,17956
2025-04-05,exp_food_cost,Food cost,35078
2025-04-05,exp_drink_cost,Drink cost,15509
2025-04-05,exp_variable_labor,Variable Labor,15558
2025-04-07,exp_food_cost,Food cost,28333
2025-04-07,exp_drink_cost,Drink cost,10563
2025-04-07,exp_variable_labor,Variable Labor,14679
2025-04-08,exp_food_cost,Food cost,27092
2025-04-08,exp_drink_cost,Drink cost,10277
2025-04-08,exp_variable_labor,Variable Labor,12639
2025-04-09,exp_food_cost,Food cost,26435
2025-04-09,exp_drink_cost,Drink cost,11282
2025-04-09,exp_variable_labor,Variable Labor,13727
2025-04-10,exp_food_cost,Food cost,30181
2025-04-10,exp_drink_cost,Drink cost,12405
2025-04-10,exp_variable_labor,Variable Labor,16081
2025-04-11,exp_food_cost,Food cost,34864
2025-04-11,exp_drink_cost,Drink cost,15992
2025-04-11,exp_variable_labor,Variable Labor,15785
2025-04-12,exp_food_cost,Food cost,34724
2025-04-12,exp_drink_cost,Drink cost,16935
2025-04-12,exp_variable_labor,Variable Labor,19584
2025-04-14,exp_food_cost,Food cost,25934
2025-04-14,exp_drink_cost,Drink cost,10838
2025-04-14,exp_variable_labor,Variable Labor,14280
2025-04-15,exp_food_cost,Food cost,26416
2025-04-15,exp_drink_cost,Drink cost,11734
2025-04-15,exp_variable_labor,Variable Labor,16087
2025-04-16,exp_food_cost,Food cost,28901
2025-04-16,exp_drink_cost,Drink cost,10659
2025-04-16,exp_variable_labor,Variable Labor,14400
2025-04-17,exp_food_cost,Food cost,29783
2025-04-17,exp_drink_cost,Drink cost,11475
2025-04-17,exp_variable_labor,Variable Labor,15718
2025-04-18,exp_food_cost,Food cost,32515
2025-04-18,exp_drink_cost,Drink cost,14791
2025-04-18,exp_variable_labor,Variable Labor,17026
2025-04-19,exp_food_cost,Food cost,32446
2025-04-19,exp_drink_cost,Drink cost,16555
2025-04-19,exp_variable_labor,Variable Labor,18294
2025-04-21,exp_food_cost,Food cost,25352
2025-04-21,exp_drink_cost,Drink cost,10898
2025-04-21,exp_variable_labor,Variable Labor,12380
2025-04-22,exp_food_cost,Food cost,28207
2025-04-22,exp_drink_cost,Drink cost,11656
2025-04-22,exp_variable_labor,Variable Labor,12237
2025-04-23,exp_food_cost,Food cost,27870
2025-04-23,exp_drink_cost,Drink cost,11139
2025-04-23,exp_variable_labor,Variable Labor,12618
2025-04-24,exp_food_cost,Food cost,28880
2025-04-24,exp_drink_cost,Drink cost,11458
2025-04-24,exp_variable_labor,Variable Labor,13537
2025-04-25,exp_food_cost,Food cost,32791
2025-04-25,exp_drink_cost,Drink cost,14167
2025-04-25,exp_variable_labor,Variable Labor,15385
2025-04-26,exp_food_cost,Food cost,33041
2025-04-26,exp_drink_cost,Drink cost,15691
2025-04-26,exp_variable_labor,Variable Labor,16454
2025-04-28,exp_food_cost,Food cost,26255
2025-04-28,exp_drink_cost,Drink cost,11092
2025-04-28,exp_variable_labor,Variable Labor,14063
2025-04-29,exp_food_cost,Food cost,27835
2025-04-29,exp_drink_cost,Drink cost,11559
2025-04-29,exp_variable_labor,Variable Labor,12911
2025-04-30,exp_food_cost,Food cost,27485
2025-04-30,exp_drink_cost,Drink cost,11250
2025-04-30,exp_variable_labor,Variable Labor,14560
2025-05-01,exp_food_cost,Food cost,29690
2025-05-01,exp_drink_cost,Drink cost,11725
2025-05-01,exp_variable_labor,Variable Labor,13107
2025-05-02,exp_food_cost,Food cost,31938
2025-05-02,exp_drink_cost,Drink cost,14190
2025-05-02,exp_variable_labor,Variable Labor,16769
2025-05-03,exp_food_cost,Food cost,35204
2025-05-03,exp_drink_cost,Drink cost,16700
2025-05-03,exp_variable_labor,Variable Labor,19216
2025-05-05,exp_food_cost,Food cost,26003
2025-05-05,exp_drink_cost,Drink cost,10149
2025-05-05,exp_variable_labor,Variable Labor,12924
2025-05-06,exp_food_cost,Food cost,27717
2025-05-06,exp_drink_cost,Drink cost,10276
2025-05-06,exp_variable_labor,Variable Labor,12567
2025-05-07,exp_food_cost,Food cost,29344
2025-05-07,exp_drink_cost,Drink cost,10984
2025-05-07,exp_variable_labor,Variable Labor,14836
2025-05-08,exp_food_cost,Food cost,29445
2025-05-08,exp_drink_cost,Drink cost,10910
2025-05-08,exp_variable_labor,Variable Labor,13077
2025-05-09,exp_food_cost,Food cost,32408
2025-05-09,exp_drink_cost,Drink cost,15207
2025-05-09,exp_variable_labor,Variable Labor,15851
2025-05-10,exp_food_cost,Food cost,33273
2025-05-10,exp_drink_cost,Drink cost,15026
2025-05-10,exp_variable_labor,Variable Labor,18946
2025-05-12,exp_food_cost,Food cost,27001
2025-05-12,exp_drink_cost,Drink cost,10458
2025-05-12,exp_variable_labor,Variable Labor,12668
2025-05-13,exp_food_cost,Food cost,27017
2025-05-13,exp_drink_cost,Drink cost,10719
2025-05-13,exp_variable_labor,Variable Labor,13894
2025-05-14,exp_food_cost,Food cost,30112
2025-05-14,exp_drink_cost,Drink cost,10721
2025-05-14,exp_variable_labor,Variable Labor,14883
2025-05-15,exp_food_cost,Food cost,28282
2025-05-15,exp_drink_cost,Drink cost,12401
2025-05-15,exp_variable_labor,Variable Labor,13285
2025-05-16,exp_food_cost,Food cost,30614
2025-05-16,exp_drink_cost,Drink cost,14191
2025-05-16,exp_variable_labor,Variable Labor,17043
2025-05-17,exp_food_cost,Food cost,31139
2025-05-17,exp_drink_cost,Drink cost,16293
2025-05-17,exp_variable_labor,Variable Labor,15450
2025-05-19,exp_food_cost,Food cost,23812
2025-05-19,exp_drink_cost,Drink cost,9639
2025-05-19,exp_variable_labor,Variable Labor,12005
2025-05-20,exp_food_cost,Food cost,27315
2025-05-20,exp_drink_cost,Drink cost,10536
2025-05-20,exp_variable_labor,Variable Labor,14340
2025-05-21,exp_food_cost,Food cost,27601
2025-05-21,exp_drink_cost,Drink cost,10591
2025-05-21,exp_variable_labor,Variable Labor,15215
2025-05-22,exp_food_cost,Food cost,28090
2025-05-22,exp_drink_cost,Drink cost,11147
2025-05-22,exp_variable_labor,Variable Labor,14377
2025-05-23,exp_food_cost,Food cost,33091
2025-05-23,exp_drink_cost,Drink cost,14965
2025-05-23,exp_variable_labor,Variable Labor,15583
2025-05-24,exp_food_cost,Food cost,31322
2025-05-24,exp_drink_cost,Drink cost,15075
2025-05-24,exp_variable_labor,Variable Labor,19964
2025-05-26,exp_food_cost,Food cost,26096
2025-05-26,exp_drink_cost,Drink cost,9279
2025-05-26,exp_variable_labor,Variable Labor,12182
2025-05-27,exp_food_cost,Food cost,27052
2025-05-27,exp_drink_cost,Drink cost,10131
2025-05-27,exp_variable_labor,Variable Labor,14824
2025-05-28,exp_food_cost,Food cost,28610
2025-05-28,exp_drink_cost,Drink cost,11186
2025-05-28,exp_variable_labor,Variable Labor,13042
2025-05-29,exp_food_cost,Food cost,27730
2025-05-29,exp_drink_cost,Drink cost,11003
2025-05-29,exp_variable_labor,Variable Labor,15826
2025-05-30,exp_food_cost,Food cost,33391
2025-05-30,exp_drink_cost,Drink cost,15348
2025-05-30,exp_variable_labor,Variable Labor,15077
2025-05-31,exp_food_cost,Food cost,33629
2025-05-31,exp_drink_cost,Drink cost,15911
2025-05-31,exp_variable_labor,Variable Labor,17001
2025-06-02,exp_food_cost,Food cost,24408
2025-06-02,exp_drink_cost,Drink cost,9845
2025-06-02,exp_variable_labor,Variable Labor,10392
2025-06-03,exp_food_cost,Food cost,27132
2025-06-03,exp_drink_cost,Drink cost,10131
2025-06-03,exp_variable_labor,Variable Labor,11251
2025-06-04,exp_food_cost,Food cost,24592
2025-06-04,exp_drink_cost,Drink cost,9689
2025-06-04,exp_variable_labor,Variable Labor,11480
2025-06-05,exp_food_cost,Food cost,27698
2025-06-05,exp_drink_cost,Drink cost,10573
2025-06-05,exp_variable_labor,Variable Labor,12983
2025-06-06,exp_food_cost,Food cost,28658
2025-06-06,exp_drink_cost,Drink cost,13253
2025-06-06,exp_variable_labor,Variable Labor,16752
2025-06-07,exp_food_cost,Food cost,33225
2025-06-07,exp_drink_cost,Drink cost,14149
2025-06-07,exp_variable_labor,Variable Labor,18141
2025-06-09,exp_food_cost,Food cost,24790
2025-06-09,exp_drink_cost,Drink cost,8907
2025-06-09,exp_variable_labor,Variable Labor,13686
2025-06-10,exp_food_cost,Food cost,25997
2025-06-10,exp_drink_cost,Drink cost,9643
2025-06-10,exp_variable_labor,Variable Labor,13512
2025-06-11,exp_food_cost,Food cost,25202
2025-06-11,exp_drink_cost,Drink cost,11190
2025-06-11,exp_variable_labor,Variable Labor,12446
2025-06-12,exp_food_cost,Food cost,25665
2025-06-12,exp_drink_cost,Drink cost,11370
2025-06-12,exp_variable_labor,Variable Labor,12976
2025-06-13,exp_food_cost,Food cost,29102
2025-06-13,exp_drink_cost,Drink cost,12774
2025-06-13,exp_variable_labor,Variable Labor,16914
2025-06-14,exp_food_cost,Food cost,31973
2025-06-14,exp_drink_cost,Drink cost,15890
2025-06-14,exp_variable_labor,Variable Labor,15486
2025-06-16,exp_food_cost,Food cost,26135
2025-06-16,exp_drink_cost,Drink cost,10007
2025-06-16,exp_variable_labor,Variable Labor,11921
2025-06-17,exp_food_cost,Food cost,25451
2025-06-17,exp_drink_cost,Drink cost,9833
2025-06-17,exp_variable_labor,Variable Labor,11539
2025-06-18,exp_food_cost,Food cost,26935
2025-06-18,exp_drink_cost,Drink cost,10793
2025-06-18,exp_variable_labor,Variable Labor,12730
2025-06-19,exp_food_cost,Food cost,24945
2025-06-19,exp_drink_cost,Drink cost,11476
2025-06-19,exp_variable_labor,Variable Labor,11803
2025-06-20,exp_food_cost,Food cost,28341
2025-06-20,exp_drink_cost,Drink cost,12662
2025-06-20,exp_variable_labor,Variable Labor,13980
2025-06-21,exp_food_cost,Food cost,30593
2025-06-21,exp_drink_cost,Drink cost,14674
2025-06-21,exp_variable_labor,Variable Labor,16483
2025-06-23,exp_food_cost,Food cost,24127
2025-06-23,exp_drink_cost,Drink cost,9715
2025-06-23,exp_variable_labor,Variable Labor,13095
2025-06-24,exp_food_cost,Food cost,23379
2025-06-24,exp_drink_cost,Drink cost,9962
2025-06-24,exp_variable_labor,Variable Labor,13691
2025-06-25,exp_food_cost,Food cost,27074
2025-06-25,exp_drink_cost,Drink cost,11361
2025-06-25,exp_variable_labor,Variable Labor,13841
2025-06-26,exp_food_cost,Food cost,26534
2025-06-26,exp_drink_cost,Drink cost,10543
2025-06-26,exp_variable_labor,Variable Labor,14877
2025-06-27,exp_food_cost,Food cost,31460
2025-06-27,exp_drink_cost,Drink cost,13604
2025-06-27,exp_variable_labor,Variable Labor,14105
2025-06-28,exp_food_cost,Food cost,32339
2025-06-28,exp_drink_cost,Drink cost,15280
2025-06-28,exp_variable_labor,Variable Labor,14826
2025-06-30,exp_food_cost,Food cost,25227
2025-06-30,exp_drink_cost,Drink cost,10023
2025-06-30,exp_variable_labor,Variable Labor,10681
2025-07-01,exp_food_cost,Food cost,28628
2025-07-01,exp_drink_cost,Drink cost,11077
2025-07-01,exp_variable_labor,Variable Labor,13246
2025-07-02,exp_food_cost,Food cost,27549
2025-07-02,exp_drink_cost,Drink cost,10856
2025-07-02,exp_variable_labor,Variable Labor,12925
2025-07-03,exp_food_cost,Food cost,30457
2025-07-03,exp_drink_cost,Drink cost,12145
2025-07-03,exp_variable_labor,Variable Labor,15852
2025-07-04,exp_food_cost,Food cost,33951
2025-07-04,exp_drink_cost,Drink cost,15472
2025-07-04,exp_variable_labor,Variable Labor,18500
2025-07-05,exp_food_cost,Food cost,33084
2025-07-05,exp_drink_cost,Drink cost,16548
2025-07-05,exp_variable_labor,Variable Labor,21136
2025-07-07,exp_food_cost,Food cost,28745
2025-07-07,exp_drink_cost,Drink cost,9801
2025-07-07,exp_variable_labor,Variable Labor,14969
2025-07-08,exp_food_cost,Food cost,26736
2025-07-08,exp_drink_cost,Drink cost,11163
2025-07-08,exp_variable_labor,Variable Labor,15058
2025-07-09,exp_food_cost,Food cost,30066
2025-07-09,exp_drink_cost,Drink cost,11540
2025-07-09,exp_variable_labor,Variable Labor,16466
2025-07-10,exp_food_cost,Food cost,30663
2025-07-10,exp_drink_cost,Drink cost,13204
2025-07-10,exp_variable_labor,Variable Labor,14404
2025-07-11,exp_food_cost,Food cost,34358
2025-07-11,exp_drink_cost,Drink cost,15456
2025-07-11,exp_variable_labor,Variable Labor,17222
2025-07-12,exp_food_cost,Food cost,35130
2025-07-12,exp_drink_cost,Drink cost,17247
2025-07-12,exp_variable_labor,Variable Labor,21287
2025-07-14,exp_food_cost,Food cost,27034
2025-07-14,exp_drink_cost,Drink cost,10092
2025-07-14,exp_variable_labor,Variable Labor,13083
2025-07-15,exp_food_cost,Food cost,28120
2025-07-15,exp_drink_cost,Drink cost,10753
2025-07-15,exp_variable_labor,Variable Labor,12011
2025-07-16,exp_food_cost,Food cost,28343
2025-07-16,exp_drink_cost,Drink cost,11970
2025-07-16,exp_variable_labor,Variable Labor,14907
2025-07-17,exp_food_cost,Food cost,30421
2025-07-17,exp_drink_cost,Drink cost,11525
2025-07-17,exp_variable_labor,Variable Labor,14975
2025-07-18,exp_food_cost,Food cost,31113
2025-07-18,exp_drink_cost,Drink cost,15311
2025-07-18,exp_variable_labor,Variable Labor,15456
2025-07-19,exp_food_cost,Food cost,35302
2025-07-19,exp_drink_cost,Drink cost,17589
2025-07-19,exp_variable_labor,Variable Labor,19813
2025-07-21,exp_food_cost,Food cost,27134
2025-07-21,exp_drink_cost,Drink cost,9914
2025-07-21,exp_variable_labor,Variable Labor,14784
2025-07-22,exp_food_cost,Food cost,29637
2025-07-22,exp_drink_cost,Drink cost,11336
2025-07-22,exp_variable_labor,Variable Labor,15404
2025-07-23,exp_food_cost,Food cost,28513
2025-07-23,exp_drink_cost,Drink cost,11873
2025-07-23,exp_variable_labor,Variable Labor,16468
2025-07-24,exp_food_cost,Food cost,30973
2025-07-24,exp_drink_cost,Drink cost,12541
2025-07-24,exp_variable_labor,Variable Labor,15930
2025-07-25,exp_food_cost,Food cost,30889
2025-07-25,exp_drink_cost,Drink cost,15504
2025-07-25,exp_variable_labor,Variable Labor,17570
2025-07-26,exp_food_cost,Food cost,34634
2025-07-26,exp_drink_cost,Drink cost,16772
2025-07-26,exp_variable_labor,Variable Labor,20610
2025-07-28,exp_food_cost,Food cost,28001
2025-07-28,exp_drink_cost,Drink cost,11039
2025-07-28,exp_variable_labor,Variable Labor,11772
2025-07-29,exp_food_cost,Food cost,29561
2025-07-29,exp_drink_cost,Drink cost,11810
2025-07-29,exp_variable_labor,Variable Labor,13233
2025-07-30,exp_food_cost,Food cost,27704
2025-07-30,exp_drink_cost,Drink cost,11661
2025-07-30,exp_variable_labor,Variable Labor,14574
2025-07-31,exp_food_cost,Food cost,32281
2025-07-31,exp_drink_cost,Drink cost,13040
2025-07-31,exp_variable_labor,Variable Labor,15609
2025-08-01,exp_food_cost,Food cost,31833
2025-08-01,exp_drink_cost,Drink cost,14415
2025-08-01,exp_variable_labor,Variable Labor,18877
2025-08-02,exp_food_cost,Food cost,36095
2025-08-02,exp_drink_cost,Drink cost,17396
2025-08-02,exp_variable_labor,Variable Labor,18001
2025-08-04,exp_food_cost,Food cost,30393
2025-08-04,exp_drink_cost,Drink cost,10430
2025-08-04,exp_variable_labor,Variable Labor,14663
2025-08-05,exp_food_cost,Food cost,28528
2025-08-05,exp_drink_cost,Drink cost,11714
2025-08-05,exp_variable_labor,Variable Labor,15310
2025-08-06,exp_food_cost,Food cost,31841
2025-08-06,exp_drink_cost,Drink cost,12280
2025-08-06,exp_variable_labor,Variable Labor,13932
2025-08-07,exp_food_cost,Food cost,29186
2025-08-07,exp_drink_cost,Drink cost,13185
2025-08-07,exp_variable_labor,Variable Labor,13752
2025-08-08,exp_food_cost,Food cost,33254
2025-08-08,exp_drink_cost,Drink cost,15890
