date,business_day,daily_sales,lunch_sales,dinner_sales,total_customers,lunch_customers,dinner_customers,total_groups,lunch_groups,dinner_groups,food_sales,drink_sales
2025-03-05,1,127040,54627,72413,34,15,19,15,6,9,88928,38112
2025-03-06,1,132230,55537,76693,35,15,20,16,7,9,91239,40991
2025-03-07,1,151730,54623,97107,41,15,26,17,6,11,101659,50071
2025-03-08,1,165620,52998,112622,40,13,27,19,6,13,109309,56311
2025-03-09,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-10,1,116430,51229,65201,28,12,16,12,5,7,82665,33765
2025-03-11,1,121230,52129,69101,28,12,16,13,6,7,84861,36369
2025-03-12,1,122190,52542,69648,28,12,16,12,5,7,85533,36657
2025-03-13,1,126930,53311,73619,33,14,19,16,7,9,87582,39348
2025-03-14,1,146110,52600,93510,36,13,23,15,5,10,97894,48216
2025-03-15,1,164710,52707,112003,43,14,29,18,6,12,108709,56001
2025-03-16,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-17,1,116910,51440,65470,28,12,16,12,5,7,83006,33904
2025-03-18,1,118810,51088,67722,28,12,16,12,5,7,83167,35643
2025-03-19,1,122930,52860,70070,34,15,19,13,6,7,86051,36879
2025-03-20,1,126020,52928,73092,33,14,19,13,5,8,86954,39066
2025-03-21,1,149230,53723,95507,36,13,23,15,5,10,99984,49246
2025-03-22,1,162150,51888,110262,42,13,29,17,5,12,107019,55131
2025-03-23,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-24,1,114100,50204,63896,28,12,16,12,5,7,81011,33089
2025-03-25,1,122130,52516,69614,29,12,17,11,5,6,85491,36639
2025-03-26,1,125400,53922,71478,31,13,18,12,5,7,87780,37620
2025-03-27,1,130370,54755,75615,36,15,21,14,6,8,89955,40415
2025-03-28,1,150760,54274,96486,41,15,26,17,6,11,101009,49751
2025-03-29,1,157270,50326,106944,39,12,27,17,5,12,103798,53472
2025-03-30,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-31,1,115600,50864,64736,27,12,15,11,5,6,82076,33524
2025-04-01,1,131030,56343,74687,36,15,21,17,7,10,91721,39309
2025-04-02,1,133270,57306,75964,34,15,19,14,6,8,93289,39981
2025-04-03,1,139420,58556,80864,35,15,20,17,7,10,96200,43220
2025-04-04,1,159040,57254,101786,38,14,24,15,5,10,106557,52483
2025-04-05,1,171550,54896,116654,44,14,30,19,6,13,113223,58327
2025-04-06,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-07,1,128880,56707,72173,31,14,17,15,7,8,91505,37375
2025-04-08,1,128110,55087,73023,34,15,19,16,7,9,89677,38433
2025-04-09,1,132540,56992,75548,34,15,19,16,7,9,92778,39762
2025-04-10,1,138310,58090,80220,36,15,21,16,7,9,95434,42876
2025-04-11,1,163360,58810,104550,37,13,24,17,6,11,109451,53909
2025-04-12,1,174260,55763,118497,46,15,31,19,6,13,115012,59248
2025-04-13,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-14,1,126630,55717,70913,29,13,16,12,5,7,89907,36723
2025-04-15,1,134160,57689,76471,31,13,18,14,6,8,93912,40248
2025-04-16,1,133790,57530,76260,33,14,19,14,6,8,93653,40137
2025-04-17,1,136440,57305,79135,33,14,19,15,6,9,94144,42296
2025-04-18,1,164640,59270,105370,42,15,27,21,8,13,110309,54331
2025-04-19,1,172640,55245,117395,40,13,27,18,6,12,113942,58698
2025-04-20,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-21,1,126710,55752,70958,32,14,18,13,6,7,89964,36746
2025-04-22,1,134700,57921,76779,36,15,21,15,6,9,94290,40410
2025-04-23,1,135600,58308,77292,33,14,19,16,7,9,94920,40680
2025-04-24,1,139740,58691,81049,32,13,19,14,6,8,96421,43319
2025-04-25,1,157770,56797,100973,44,16,28,18,6,12,105706,52064
2025-04-26,1,172390,55165,117225,42,13,29,17,5,12,113777,58613
2025-04-27,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-28,1,128890,56712,72178,35,15,20,17,7,10,91512,37378
2025-04-29,1,131800,56674,75126,30,13,17,15,6,9,92260,39540
2025-04-30,1,132060,56786,75274,32,14,18,14,6,8,92442,39618
2025-05-01,1,139060,58405,80655,36,15,21,17,7,10,95951,43109
2025-05-02,1,151230,54443,96787,40,14,26,19,7,12,101324,49906
2025-05-03,1,171590,54909,116681,41,13,28,20,6,14,113249,58341
2025-05-04,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-05,1,122840,54050,68790,30,13,17,13,6,7,87216,35624
2025-05-06,1,124680,53612,71068,30,13,17,15,6,9,87276,37404
2025-05-07,1,132700,57061,75639,31,13,18,14,6,8,92890,39810
2025-05-08,1,134150,56343,77807,34,14,20,14,6,8,92564,41586
2025-05-09,1,157080,56549,100531,39,14,25,17,6,11,105244,51836
2025-05-10,1,169340,54189,115151,40,13,27,15,5,10,111764,57576
2025-05-11,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-12,1,120590,53060,67530,32,14,18,14,6,8,85619,34971
2025-05-13,1,129360,55625,73735,31,13,18,13,6,7,90552,38808
2025-05-14,1,135020,58059,76961,37,16,21,18,8,10,94514,40506
2025-05-15,1,133730,56167,77563,33,14,19,13,5,8,92274,41456
2025-05-16,1,156520,56347,100173,37,13,24,18,6,12,104868,51652
2025-05-17,1,165750,53040,112710,41,13,28,16,5,11,109395,56355
2025-05-18,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-19,1,118890,52312,66578,32,14,18,14,6,8,84412,34478
2025-05-20,1,124400,53492,70908,32,14,18,14,6,8,87080,37320
2025-05-21,1,132860,57130,75730,35,15,20,15,6,9,93002,39858
2025-05-22,1,132690,55730,76960,36,15,21,15,6,9,91556,41134
2025-05-23,1,156220,56239,99981,43,15,28,17,6,11,104667,51553
2025-05-24,1,166650,53328,113322,45,14,31,20,6,14,109989,56661
2025-05-25,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-26,1,122940,54094,68846,29,13,16,13,6,7,87287,35653
2025-05-27,1,129590,55724,73866,31,13,18,13,6,7,90713,38877
2025-05-28,1,129060,55496,73564,33,14,19,13,6,7,90342,38718
2025-05-29,1,135500,56910,78590,33,14,19,14,6,8,93495,42005
2025-05-30,1,155760,56074,99686,42,15,27,17,6,11,104359,51401
2025-05-31,1,170700,54624,116076,46,15,31,22,7,15,112662,58038
2025-06-01,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-02,1,115430,50789,64641,30,13,17,14,6,8,81955,33475
2025-06-03,1,122130,52516,69614,31,13,18,13,6,7,85491,36639
2025-06-04,1,123170,52963,70207,33,14,19,13,6,7,86219,36951
2025-06-05,1,130630,54865,75765,34,14,20,16,7,9,90135,40495
2025-06-06,1,143820,51775,92045,39,14,25,19,7,12,96359,47461
2025-06-07,1,159010,50883,108127,38,12,26,17,5,12,104947,54063
2025-06-08,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-09,1,117880,51867,66013,31,14,17,13,6,7,83695,34185
2025-06-10,1,121320,52168,69152,31,13,18,14,6,8,84924,36396
2025-06-11,1,127260,54722,72538,30,13,17,13,6,7,89082,38178
2025-06-12,1,129170,54251,74919,31,13,18,15,6,9,89127,40043
2025-06-13,1,148560,53482,95078,40,14,26,17,6,11,99535,49025
2025-06-14,1,161080,51546,109534,43,14,29,19,6,13,106313,54767
2025-06-15,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-16,1,116200,51128,65072,28,12,16,13,6,7,82502,33698
2025-06-17,1,118710,51045,67665,30,13,17,15,6,9,83097,35613
2025-06-18,1,121990,52456,69534,30,13,17,13,6,7,85393,36597
2025-06-19,1,124410,52252,72158,32,13,19,13,5,8,85843,38567
2025-06-20,1,143260,51574,91686,33,12,21,14,5,9,95984,47276
2025-06-21,1,162900,52128,110772,40,13,27,17,5,12,107514,55386
2025-06-22,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-23,1,112330,49425,62905,27,12,15,13,6,7,79754,32576
2025-06-24,1,117600,50568,67032,29,12,17,12,5,7,82320,35280
2025-06-25,1,127140,54670,72470,33,14,19,16,7,9,88998,38142
2025-06-26,1,129050,54201,74849,35,15,20,17,7,10,89044,40006
2025-06-27,1,147040,52934,94106,34,12,22,14,5,9,98517,48523
2025-06-28,1,158130,50602,107528,41,13,28,18,6,12,104366,53764
2025-06-29,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-30,1,116840,51410,65430,27,12,15,13,6,7,82956,33884
2025-07-01,1,136680,58772,77908,38,16,22,19,8,11,95676,41004
2025-07-02,1,138620,59607,79013,37,16,21,15,6,9,97034,41586
2025-07-03,1,140300,58926,81374,32,13,19,14,6,8,96807,43493
2025-07-04,1,162560,58522,104038,41,15,26,17,6,11,108915,53645
2025-07-05,1,176940,56621,120319,48,15,33,22,7,15,116780,60160
2025-07-06,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-07,1,127280,56003,71277,35,15,20,16,7,9,90369,36911
2025-07-08,1,132420,56941,75479,35,15,20,15,6,9,92694,39726
2025-07-09,1,139770,60101,79669,33,14,19,15,6,9,97839,41931
2025-07-10,1,142220,59732,82488,39,16,23,17,7,10,98132,44088
2025-07-11,1,166470,59929,106541,39,14,25,18,6,12,111535,54935
2025-07-12,1,177400,56768,120632,44,14,30,19,6,13,117084,60316
2025-07-13,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-14,1,129840,57130,72710,32,14,18,12,5,7,92186,37654
2025-07-15,1,132080,56794,75286,33,14,19,15,6,9,92456,39624
2025-07-16,1,139920,60166,79754,33,14,19,14,6,8,97944,41976
2025-07-17,1,140860,59161,81699,34,14,20,14,6,8,97193,43667
2025-07-18,1,161640,58190,103450,38,14,24,16,6,10,108299,53341
2025-07-19,1,178080,56986,121094,46,15,31,21,7,14,117533,60547
2025-07-20,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-21,1,125390,55172,70218,29,13,16,12,5,7,89027,36363
2025-07-22,1,136230,58579,77651,37,16,21,15,6,9,95361,40869
2025-07-23,1,141890,61013,80877,34,15,19,15,6,9,99323,42567
2025-07-24,1,142360,59791,82569,35,15,20,16,7,9,98228,44132
2025-07-25,1,161430,58115,103315,40,14,26,18,6,12,108158,53272
2025-07-26,1,176130,56362,119768,41,13,28,16,5,11,116246,59884
2025-07-27,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-28,1,129650,57046,72604,35,15,20,15,7,8,92052,37598
2025-07-29,1,135370,58209,77161,32,14,18,16,7,9,94759,40611
2025-07-30,1,139420,59951,79469,33,14,19,14,6,8,97594,41826
2025-07-31,1,147030,61753,85277,40,17,23,17,7,10,101451,45579
2025-08-01,1,163070,58705,104365,43,15,28,18,6,12,109257,53813
2025-08-02,1,187020,59846,127174,47,15,32,21,7,14,123433,63587
2025-08-03,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-04,1,134990,59396,75594,31,14,17,13,6,7,95843,39147
2025-08-05,1,136730,58794,77936,34,15,19,15,6,9,95711,41019
2025-08-06,1,145490,62561,82929,36,15,21,15,6,9,101843,43647
2025-08-07,1,147860,62101,85759,38,16,22,17,7,10,102023,45837
2025-08-08,1,169250,60930,108320,43,15,28,19,7,12,113398,55852
2025-08-09,1,182500,58400,124100,43,14,29,19,6,13,120450,62050
2025-08-10,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-11,1,132390,58252,74138,35,15,20,17,7,10,93997,38393
2025-08-12,1,138160,59409,78751,35,15,20,14,6,8,96712,41448
2025-08-13,1,142240,61163,81077,35,15,20,16,7,9,99568,42672
2025-08-14,1,142290,59762,82528,34,14,20,16,7,9,98180,44110
2025-08-15,1,171570,61765,109805,41,15,26,16,6,10,114952,56618
2025-08-16,1,184850,59152,125698,49,16,33,19,6,13,122001,62849
2025-08-17,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-18,1,135410,59580,75830,33,15,18,13,6,7,96141,39269
2025-08-19,1,135160,58119,77041,32,14,18,14,6,8,94612,40548
2025-08-20,1,138300,59469,78831,34,15,19,14,6,8,96810,41490
2025-08-21,1,145860,61261,84599,35,15,20,17,7,10,100643,45217
2025-08-22,1,164620,59263,105357,37,13,24,17,6,11,110295,54325
2025-08-23,1,178370,57078,121292,48,15,33,20,6,14,117724,60646
2025-08-24,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-25,1,128010,56324,71686,32,14,18,13,6,7,90887,37123
2025-08-26,1,141170,60703,80467,34,15,19,16,7,9,98819,42351
2025-08-27,1,146340,62926,83414,38,16,22,16,7,9,102438,43902
2025-08-28,1,150170,63071,87099,35,15,20,14,6,8,103617,46553
2025-08-29,1,170260,61294,108966,46,17,29,22,8,14,114074,56186
2025-08-30,1,181380,58042,123338,49,16,33,24,8,16,119711,61669
2025-08-31,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-01,1,109240,48066,61174,27,12,15,12,5,7,77560,31680
2025-09-02,1,90450,38894,51556,23,10,13,10,4,6,63315,27135
2025-09-03,1,117000,50310,66690,29,12,17,13,6,7,81900,35100
2025-09-04,1,125790,52832,72958,31,13,18,15,6,9,86795,38995
2025-09-05,1,141700,51012,90688,33,12,21,15,5,10,94939,46761
2025-09-06,1,151470,48470,103000,41,13,28,17,5,12,99970,51500
2025-09-07,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-08,1,109570,48211,61359,26,11,15,11,5,6,77795,31775
2025-09-09,1,89380,38433,50947,23,10,13,9,4,5,62566,26814
2025-09-10,1,121640,52305,69335,30,13,17,12,5,7,85148,36492
2025-09-11,1,126250,53025,73225,35,15,20,14,6,8,87112,39138
2025-09-12,1,139720,50299,89421,35,13,22,14,5,9,93612,46108
2025-09-13,1,153290,49053,104237,36,12,24,17,5,12,101171,52119
2025-09-14,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-15,1,110860,48778,62082,27,12,15,11,5,6,78711,32149
2025-09-16,1,91280,39250,52030,24,10,14,10,4,6,63896,27384
2025-09-17,1,120370,51759,68611,31,13,18,13,6,7,84259,36111
2025-09-18,1,123800,51996,71804,30,13,17,12,5,7,85422,38378
2025-09-19,1,141390,50900,90490,36,13,23,18,6,12,94731,46659
2025-09-20,1,148160,47411,100749,41,13,28,17,5,12,97786,50374
2025-09-21,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-22,1,108330,47665,60665,30,13,17,12,5,7,76914,31416
2025-09-23,1,115930,49850,66080,27,12,15,11,5,6,81151,34779
2025-09-24,1,115550,49686,65864,26,11,15,11,5,6,80885,34665
2025-09-25,1,125810,52840,72970,34,14,20,14,6,8,86809,39001
2025-09-26,1,136480,49133,87347,31,11,20,15,5,10,91442,45038
2025-09-27,1,155190,49661,105529,38,12,26,15,5,10,102425,52765
2025-09-28,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-29,1,106870,47023,59847,26,11,15,12,5,7,75878,30992
2025-09-30,1,117630,50581,67049,27,12,15,11,5,6,82341,35289
2025-10-01,1,131580,56579,75001,31,13,18,13,6,7,92106,39474
2025-10-02,1,141150,59283,81867,34,14,20,15,6,9,97393,43757
2025-10-03,1,154400,55584,98816,37,13,24,17,6,11,103448,50952
2025-10-04,1,176610,56515,120095,45,14,31,22,7,15,116563,60047
2025-10-05,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-06,1,123150,54186,68964,31,14,17,12,5,7,87436,35714
2025-10-07,1,126380,54343,72037,32,14,18,12,5,7,88466,37914
2025-10-08,1,136660,58764,77896,37,16,21,18,8,10,95662,40998
2025-10-09,1,136190,57200,78990,32,13,19,15,6,9,93971,42219
2025-10-10,1,157390,56660,100730,37,13,24,15,5,10,105451,51939
2025-10-11,1,168240,53837,114403,40,13,27,19,6,13,111038,57202
2025-10-12,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-13,1,127050,55902,71148,31,14,17,12,5,7,90206,36844
2025-10-14,1,133780,57525,76255,34,15,19,15,6,9,93646,40134
2025-10-15,1,135520,58274,77246,33,14,19,16,7,9,94864,40656
2025-10-16,1,136660,57397,79263,33,14,19,14,6,8,94295,42365
2025-10-17,1,154730,55703,99027,36,13,23,17,6,11,103669,51061
2025-10-18,1,169260,54163,115097,46,15,31,22,7,15,111712,57548
2025-10-19,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-20,1,127210,55972,71238,32,14,18,12,5,7,90319,36891
2025-10-21,1,129710,55775,73935,32,14,18,16,7,9,90797,38913
2025-10-22,1,136420,58661,77759,37,16,21,16,7,9,95494,40926
2025-10-23,1,140230,58897,81333,36,15,21,15,6,9,96759,43471
2025-10-24,1,160120,57643,102477,44,16,28,17,6,11,107280,52840
2025-10-25,1,176910,56611,120299,42,13,29,18,6,12,116761,60149
2025-10-26,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-27,1,125940,55414,70526,29,13,16,12,5,7,89417,36523
2025-10-28,1,131180,56407,74773,35,15,20,15,6,9,91826,39354
2025-10-29,1,131330,56472,74858,31,13,18,15,6,9,91931,39399
2025-10-30,1,137440,57725,79715,33,14,19,13,5,8,94834,42606
2025-10-31,1,159520,57427,102093,38,14,24,19,7,12,106878,52642
2025-11-01,1,179380,57402,121978,41,13,28,16,5,11,118391,60989
2025-11-02,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-03,1,125830,55365,70465,35,15,20,16,7,9,89339,36491
2025-11-04,1,133340,57336,76004,34,15,19,16,7,9,93338,40002
2025-11-05,1,138340,59486,78854,33,14,19,15,6,9,96838,41502
2025-11-06,1,140570,59039,81531,36,15,21,15,6,9,96993,43577
2025-11-07,1,161720,58219,103501,45,16,29,20,7,13,108352,53368
2025-11-08,1,171950,55024,116926,44,14,30,22,7,15,113487,58463
2025-11-09,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-10,1,125890,55392,70498,33,15,18,16,7,9,89382,36508
2025-11-11,1,135230,58149,77081,36,15,21,15,6,9,94661,40569
2025-11-12,1,139540,60002,79538,36,15,21,17,7,10,97678,41862
2025-11-13,1,137950,57939,80011,34,14,20,13,5,8,95185,42765
2025-11-14,1,157840,56822,101018,40,14,26,15,5,10,105753,52087
2025-11-15,1,173630,55562,118068,45,14,31,21,7,14,114596,59034
2025-11-16,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-17,1,130660,57490,73170,32,14,18,13,6,7,92769,37891
2025-11-18,1,132160,56829,75331,36,15,21,17,7,10,92512,39648
2025-11-19,1,134100,57663,76437,35,15,20,16,7,9,93870,40230
2025-11-20,1,144860,60841,84019,34,14,20,13,5,8,99953,44907
2025-11-21,1,156830,56459,100371,37,13,24,17,6,11,105076,51754
2025-11-22,1,177240,56717,120523,47,15,32,18,6,12,116978,60262
2025-11-23,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-24,1,127980,56311,71669,35,15,20,17,7,10,90866,37114
2025-11-25,1,135190,58132,77058,31,13,18,14,6,8,94633,40557
2025-11-26,1,133880,57568,76312,34,15,19,17,7,10,93716,40164
2025-11-27,1,140130,58855,81275,35,15,20,15,6,9,96690,43440
2025-11-28,1,163460,58846,104614,41,15,26,17,6,11,109518,53942
2025-11-29,1,171690,54941,116749,47,15,32,19,6,13,113315,58375
2025-11-30,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-01,1,139210,61252,77958,33,15,18,16,7,9,98839,40371
2025-12-02,1,148040,63657,84383,37,16,21,17,7,10,103628,44412
2025-12-03,1,156720,67390,89330,38,16,22,15,6,9,109704,47016
2025-12-04,1,155930,65491,90439,38,16,22,16,7,9,107592,48338
2025-12-05,1,175010,63004,112006,45,16,29,18,6,12,117257,57753
2025-12-06,1,201320,64422,136898,50,16,34,20,6,14,132871,68449
2025-12-07,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-08,1,143320,63061,80259,36,16,20,14,6,8,101757,41563
2025-12-09,1,150190,64582,85608,38,16,22,17,7,10,105133,45057
2025-12-10,1,151770,65261,86509,39,17,22,17,7,10,106239,45531
2025-12-11,1,159220,66872,92348,43,18,25,19,8,11,109862,49358
2025-12-12,1,176640,63590,113050,43,15,28,17,6,11,118349,58291
2025-12-13,1,190490,60957,129533,52,17,35,25,8,17,125723,64767
2025-12-14,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-15,1,145160,63870,81290,35,15,20,16,7,9,103064,42096
2025-12-16,1,147260,63322,83938,36,15,21,15,6,9,103082,44178
2025-12-17,1,150350,64650,85700,36,15,21,16,7,9,105245,45105
2025-12-18,1,160950,67599,93351,39,16,23,17,7,10,111055,49895
2025-12-19,1,174370,62773,111597,46,17,29,18,6,12,116828,57542
2025-12-20,1,191020,61126,129894,44,14,30,20,6,14,126073,64947
2025-12-21,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-22,1,137380,60447,76933,38,17,21,16,7,9,97540,39840
2025-12-23,1,189250,81378,107872,52,22,30,24,10,14,132475,56775
2025-12-24,1,198580,85389,113191,51,22,29,24,10,14,139006,59574
2025-12-25,1,160810,67540,93270,43,18,25,19,8,11,110959,49851
2025-12-26,1,182130,65567,116563,47,17,30,23,8,15,122027,60103
2025-12-27,1,200200,64064,136136,48,15,33,19,6,13,132132,68068
2025-12-28,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-29,1,143660,63210,80450,36,16,20,18,8,10,101999,41661
2025-12-30,1,190310,81833,108477,45,19,26,21,9,12,133217,57093
2025-12-31,1,192230,82659,109571,50,22,28,19,8,11,134561,57669
