date,item,label,amount
2024-01-20,exp_food_cost,Food cost,22803
2024-01-20,exp_drink_cost,Drink cost,10824
2024-01-20,exp_variable_labor,Variable Labor,11835
2024-01-22,exp_food_cost,Food cost,20147
2024-01-22,exp_drink_cost,Drink cost,6867
2024-01-22,exp_variable_labor,Variable Labor,9980
2024-01-23,exp_food_cost,Food cost,21036
2024-01-23,exp_drink_cost,Drink cost,8310
2024-01-23,exp_variable_labor,Variable Labor,10951
2024-01-24,exp_food_cost,Food cost,19909
2024-01-24,exp_drink_cost,Drink cost,7698
2024-01-24,exp_variable_labor,Variable Labor,9973
2024-01-25,exp_food_cost,Food cost,20155
2024-01-25,exp_drink_cost,Drink cost,8809
2024-01-25,exp_variable_labor,Variable Labor,11260
2024-01-26,exp_food_cost,Food cost,23721
2024-01-26,exp_drink_cost,Drink cost,10137
2024-01-26,exp_variable_labor,Variable Labor,10856
2024-01-27,exp_food_cost,Food cost,24919
2024-01-27,exp_drink_cost,Drink cost,11819
2024-01-27,exp_variable_labor,Variable Labor,11824
2024-01-29,exp_food_cost,Food cost,20107
2024-01-29,exp_drink_cost,Drink cost,7492
2024-01-29,exp_variable_labor,Variable Labor,9142
2024-01-30,exp_food_cost,Food cost,18745
2024-01-30,exp_drink_cost,Drink cost,7997
2024-01-30,exp_variable_labor,Variable Labor,9891
2024-01-31,exp_food_cost,Food cost,19853
2024-01-31,exp_drink_cost,Drink cost,7583
2024-01-31,exp_variable_labor,Variable Labor,10151
2024-02-01,exp_food_cost,Food cost,20691
2024-02-01,exp_drink_cost,Drink cost,8482
2024-02-01,exp_variable_labor,Variable Labor,10272
2024-02-02,exp_food_cost,Food cost,22446
2024-02-02,exp_drink_cost,Drink cost,10222
2024-02-02,exp_variable_labor,Variable Labor,10829
2024-02-03,exp_food_cost,Food cost,25938
2024-02-03,exp_drink_cost,Drink cost,11487
2024-02-03,exp_variable_labor,Variable Labor,15133
2024-02-05,exp_food_cost,Food cost,17835
2024-02-05,exp_drink_cost,Drink cost,7021
2024-02-05,exp_variable_labor,Variable Labor,9504
2024-02-06,exp_food_cost,Food cost,20753
2024-02-06,exp_drink_cost,Drink cost,8011
2024-02-06,exp_variable_labor,Variable Labor,9705
2024-02-07,exp_food_cost,Food cost,20782
2024-02-07,exp_drink_cost,Drink cost,8305
2024-02-07,exp_variable_labor,Variable Labor,11516
2024-02-08,exp_food_cost,Food cost,21008
2024-02-08,exp_drink_cost,Drink cost,8535
2024-02-08,exp_variable_labor,Variable Labor,11121
2024-02-09,exp_food_cost,Food cost,21904
2024-02-09,exp_drink_cost,Drink cost,10070
2024-02-09,exp_variable_labor,Variable Labor,11034
2024-02-10,exp_food_cost,Food cost,26478
2024-02-10,exp_drink_cost,Drink cost,12979
2024-02-10,exp_variable_labor,Variable Labor,14285
2024-02-12,exp_food_cost,Food cost,19207
2024-02-12,exp_drink_cost,Drink cost,7385
2024-02-12,exp_variable_labor,Variable Labor,8343
2024-02-13,exp_food_cost,Food cost,19216
2024-02-13,exp_drink_cost,Drink cost,7912
2024-02-13,exp_variable_labor,Variable Labor,10352
2024-02-14,exp_food_cost,Food cost,21281
2024-02-14,exp_drink_cost,Drink cost,8158
2024-02-14,exp_variable_labor,Variable Labor,9648
2024-02-15,exp_food_cost,Food cost,22580
2024-02-15,exp_drink_cost,Drink cost,8938
2024-02-15,exp_variable_labor,Variable Labor,10015
2024-02-16,exp_food_cost,Food cost,24705
2024-02-16,exp_drink_cost,Drink cost,10748
2024-02-16,exp_variable_labor,Variable Labor,12071
2024-02-17,exp_food_cost,Food cost,24299
2024-02-17,exp_drink_cost,Drink cost,11989
2024-02-17,exp_variable_labor,Variable Labor,13542
2024-02-19,exp_food_cost,Food cost,20342
2024-02-19,exp_drink_cost,Drink cost,8089
2024-02-19,exp_variable_labor,Variable Labor,9097
2024-02-20,exp_food_cost,Food cost,20071
2024-02-20,exp_drink_cost,Drink cost,8573
2024-02-20,exp_variable_labor,Variable Labor,11082
2024-02-21,exp_food_cost,Food cost,19989
2024-02-21,exp_drink_cost,Drink cost,8646
2024-02-21,exp_variable_labor,Variable Labor,9932
2024-02-22,exp_food_cost,Food cost,21147
2024-02-22,exp_drink_cost,Drink cost,8958
2024-02-22,exp_variable_labor,Variable Labor,9411
2024-02-23,exp_food_cost,Food cost,23029
2024-02-23,exp_drink_cost,Drink cost,10813
2024-02-23,exp_variable_labor,Variable Labor,11116
2024-02-24,exp_food_cost,Food cost,26461
2024-02-24,exp_drink_cost,Drink cost,12628
2024-02-24,exp_variable_labor,Variable Labor,11907
2024-02-26,exp_food_cost,Food cost,18861
2024-02-26,exp_drink_cost,Drink cost,7436
2024-02-26,exp_variable_labor,Variable Labor,8907
2024-02-27,exp_food_cost,Food cost,20370
2024-02-27,exp_drink_cost,Drink cost,7728
2024-02-27,exp_variable_labor,Variable Labor,8815
2024-02-28,exp_food_cost,Food cost,21377
2024-02-28,exp_drink_cost,Drink cost,9045
2024-02-28,exp_variable_labor,Variable Labor,11753
2024-02-29,exp_food_cost,Food cost,20847
2024-02-29,exp_drink_cost,Drink cost,9231
2024-02-29,exp_variable_labor,Variable Labor,9464
2024-03-01,exp_food_cost,Food cost,24864
2024-03-01,exp_drink_cost,Drink cost,12419
2024-03-01,exp_variable_labor,Variable Labor,13007
2024-03-02,exp_food_cost,Food cost,27783
2024-03-02,exp_drink_cost,Drink cost,13375
2024-03-02,exp_variable_labor,Variable Labor,16397
2024-03-04,exp_food_cost,Food cost,22612
2024-03-04,exp_drink_cost,Drink cost,8818
2024-03-04,exp_variable_labor,Variable Labor,11024
2024-03-05,exp_food_cost,Food cost,21870
2024-03-05,exp_drink_cost,Drink cost,8592
2024-03-05,exp_variable_labor,Variable Labor,12254
2024-03-06,exp_food_cost,Food cost,23238
2024-03-06,exp_drink_cost,Drink cost,9143
2024-03-06,exp_variable_labor,Variable Labor,11457
2024-03-07,exp_food_cost,Food cost,24221
2024-03-07,exp_drink_cost,Drink cost,10074
2024-03-07,exp_variable_labor,Variable Labor,13491
2024-03-08,exp_food_cost,Food cost,24405
2024-03-08,exp_drink_cost,Drink cost,11268
2024-03-08,exp_variable_labor,Variable Labor,12870
2024-03-09,exp_food_cost,Food cost,29218
2024-03-09,exp_drink_cost,Drink cost,12728
2024-03-09,exp_variable_labor,Variable Labor,13077
2024-03-11,exp_food_cost,Food cost,20148
2024-03-11,exp_drink_cost,Drink cost,7918
2024-03-11,exp_variable_labor,Variable Labor,9405
2024-03-12,exp_food_cost,Food cost,21454
2024-03-12,exp_drink_cost,Drink cost,8306
2024-03-12,exp_variable_labor,Variable Labor,11428
2024-03-13,exp_food_cost,Food cost,24067
2024-03-13,exp_drink_cost,Drink cost,9548
2024-03-13,exp_variable_labor,Variable Labor,11934
2024-03-14,exp_food_cost,Food cost,24895
2024-03-14,exp_drink_cost,Drink cost,9276
2024-03-14,exp_variable_labor,Variable Labor,12795
2024-03-15,exp_food_cost,Food cost,26574
2024-03-15,exp_drink_cost,Drink cost,12021
2024-03-15,exp_variable_labor,Variable Labor,14915
2024-03-16,exp_food_cost,Food cost,27560
2024-03-16,exp_drink_cost,Drink cost,13270
2024-03-16,exp_variable_labor,Variable Labor,13400
2024-03-18,exp_food_cost,Food cost,20005
2024-03-18,exp_drink_cost,Drink cost,8125
2024-03-18,exp_variable_labor,Variable Labor,10850
2024-03-19,exp_food_cost,Food cost,22121
2024-03-19,exp_drink_cost,Drink cost,9080
2024-03-19,exp_variable_labor,Variable Labor,11785
2024-03-20,exp_food_cost,Food cost,21467
2024-03-20,exp_drink_cost,Drink cost,8325
2024-03-20,exp_variable_labor,Variable Labor,10999
2024-03-21,exp_food_cost,Food cost,23962
2024-03-21,exp_drink_cost,Drink cost,9329
2024-03-21,exp_variable_labor,Variable Labor,10260
2024-03-22,exp_food_cost,Food cost,25347
2024-03-22,exp_drink_cost,Drink cost,11964
2024-03-22,exp_variable_labor,Variable Labor,12262
2024-03-23,exp_food_cost,Food cost,27980
2024-03-23,exp_drink_cost,Drink cost,12285
2024-03-23,exp_variable_labor,Variable Labor,12952
2024-03-25,exp_food_cost,Food cost,21670
2024-03-25,exp_drink_cost,Drink cost,8503
2024-03-25,exp_variable_labor,Variable Labor,10471
2024-03-26,exp_food_cost,Food cost,21018
2024-03-26,exp_drink_cost,Drink cost,9032
2024-03-26,exp_variable_labor,Variable Labor,10991
2024-03-27,exp_food_cost,Food cost,22093
2024-03-27,exp_drink_cost,Drink cost,8974
2024-03-27,exp_variable_labor,Variable Labor,9937
2024-03-28,exp_food_cost,Food cost,24450
2024-03-28,exp_drink_cost,Drink cost,9876
2024-03-28,exp_variable_labor,Variable Labor,10986
2024-03-29,exp_food_cost,Food cost,25741
2024-03-29,exp_drink_cost,Drink cost,11321
2024-03-29,exp_variable_labor,Variable Labor,13842
2024-03-30,exp_food_cost,Food cost,27109
2024-03-30,exp_drink_cost,Drink cost,12717
2024-03-30,exp_variable_labor,Variable Labor,15941
2024-04-01,exp_food_cost,Food cost,22674
2024-04-01,exp_drink_cost,Drink cost,9233
2024-04-01,exp_variable_labor,Variable Labor,13114
2024-04-02,exp_food_cost,Food cost,25052
2024-04-02,exp_drink_cost,Drink cost,10391
2024-04-02,exp_variable_labor,Variable Labor,13042
2024-04-03,exp_food_cost,Food cost,23535
2024-04-03,exp_drink_cost,Drink cost,10313
2024-04-03,exp_variable_labor,Variable Labor,13297
2024-04-04,exp_food_cost,Food cost,27432
2024-04-04,exp_drink_cost,Drink cost,11247
2024-04-04,exp_variable_labor,Variable Labor,11300
2024-04-05,exp_food_cost,Food cost,26929
2024-04-05,exp_drink_cost,Drink cost,12489
2024-04-05,exp_variable_labor,Variable Labor,12792
2024-04-06,exp_food_cost,Food cost,28414
2024-04-06,exp_drink_cost,Drink cost,13935
2024-04-06,exp_variable_labor,Variable Labor,15972
2024-04-08,exp_food_cost,Food cost,24646
2024-04-08,exp_drink_cost,Drink cost,9155
2024-04-08,exp_variable_labor,Variable Labor,9939
2024-04-09,exp_food_cost,Food cost,23879
2024-04-09,exp_drink_cost,Drink cost,9579
2024-04-09,exp_variable_labor,Variable Labor,11562
2024-04-10,exp_food_cost,Food cost,24376
2024-04-10,exp_drink_cost,Drink cost,9660
2024-04-10,exp_variable_labor,Variable Labor,12249
2024-04-11,exp_food_cost,Food cost,25272
2024-04-11,exp_drink_cost,Drink cost,10710
2024-04-11,exp_variable_labor,Variable Labor,13371
2024-04-12,exp_food_cost,Food cost,25763
2024-04-12,exp_drink_cost,Drink cost,12044
2024-04-12,exp_variable_labor,Variable Labor,14567
2024-04-13,exp_food_cost,Food cost,28922
2024-04-13,exp_drink_cost,Drink cost,14281
2024-04-13,exp_variable_labor,Variable Labor,17897
2024-04-15,exp_food_cost,Food cost,23031
2024-04-15,exp_drink_cost,Drink cost,8871
2024-04-15,exp_variable_labor,Variable Labor,10792
2024-04-16,exp_food_cost,Food cost,24254
2024-04-16,exp_drink_cost,Drink cost,9434
2024-04-16,exp_variable_labor,Variable Labor,12658
2024-04-17,exp_food_cost,Food cost,23069
2024-04-17,exp_drink_cost,Drink cost,9577
2024-04-17,exp_variable_labor,Variable Labor,11345
2024-04-18,exp_food_cost,Food cost,25266
2024-04-18,exp_drink_cost,Drink cost,9839
2024-04-18,exp_variable_labor,Variable Labor,13230
2024-04-19,exp_food_cost,Food cost,28256
2024-04-19,exp_drink_cost,Drink cost,11917
2024-04-19,exp_variable_labor,Variable Labor,12879
2024-04-20,exp_food_cost,Food cost,28020
2024-04-20,exp_drink_cost,Drink cost,13769
2024-04-20,exp_variable_labor,Variable Labor,13598
2024-04-22,exp_food_cost,Food cost,23311
2024-04-22,exp_drink_cost,Drink cost,9307
2024-04-22,exp_variable_labor,Variable Labor,12023
2024-04-23,exp_food_cost,Food cost,23414
2024-04-23,exp_drink_cost,Drink cost,9814
2024-04-23,exp_variable_labor,Variable Labor,10467
2024-04-24,exp_food_cost,Food cost,26226
2024-04-24,exp_drink_cost,Drink cost,9827
2024-04-24,exp_variable_labor,Variable Labor,14074
2024-04-25,exp_food_cost,Food cost,25431
2024-04-25,exp_drink_cost,Drink cost,10029
2024-04-25,exp_variable_labor,Variable Labor,14097
2024-04-26,exp_food_cost,Food cost,27901
2024-04-26,exp_drink_cost,Drink cost,13204
2024-04-26,exp_variable_labor,Variable Labor,15185
2024-04-27,exp_food_cost,Food cost,30878
2024-04-27,exp_drink_cost,Drink cost,14967
2024-04-27,exp_variable_labor,Variable Labor,14964
2024-04-29,exp_food_cost,Food cost,23567
2024-04-29,exp_drink_cost,Drink cost,8304
2024-04-29,exp_variable_labor,Variable Labor,10523
2024-04-30,exp_food_cost,Food cost,24154
2024-04-30,exp_drink_cost,Drink cost,10254
2024-04-30,exp_variable_labor,Variable Labor,12658
2024-05-01,exp_food_cost,Food cost,23459
2024-05-01,exp_drink_cost,Drink cost,9037
2024-05-01,exp_variable_labor,Variable Labor,13080
2024-05-02,exp_food_cost,Food cost,24193
2024-05-02,exp_drink_cost,Drink cost,11199
2024-05-02,exp_variable_labor,Variable Labor,13059
2024-05-03,exp_food_cost,Food cost,25940
2024-05-03,exp_drink_cost,Drink cost,11574
2024-05-03,exp_variable_labor,Variable Labor,15663
2024-05-04,exp_food_cost,Food cost,28404
2024-05-04,exp_drink_cost,Drink cost,14299
2024-05-04,exp_variable_labor,Variable Labor,14611
2024-05-06,exp_food_cost,Food cost,22739
2024-05-06,exp_drink_cost,Drink cost,9140
2024-05-06,exp_variable_labor,Variable Labor,10831
2024-05-07,exp_food_cost,Food cost,21686
2024-05-07,exp_drink_cost,Drink cost,8961
2024-05-07,exp_variable_labor,Variable Labor,12953
2024-05-08,exp_food_cost,Food cost,25776
2024-05-08,exp_drink_cost,Drink cost,9485
2024-05-08,exp_variable_labor,Variable Labor,11956
2024-05-09,exp_food_cost,Food cost,25879
2024-05-09,exp_drink_cost,Drink cost,10403
2024-05-09,exp_variable_labor,Variable Labor,14336
2024-05-10,exp_food_cost,Food cost,27573
2024-05-10,exp_drink_cost,Drink cost,13294
2024-05-10,exp_variable_labor,Variable Labor,12547
2024-05-11,exp_food_cost,Food cost,27828
2024-05-11,exp_drink_cost,Drink cost,13962
2024-05-11,exp_variable_labor,Variable Labor,15586
2024-05-13,exp_food_cost,Food cost,23403
2024-05-13,exp_drink_cost,Drink cost,8709
2024-05-13,exp_variable_labor,Variable Labor,10491
2024-05-14,exp_food_cost,Food cost,24219
2024-05-14,exp_drink_cost,Drink cost,9733
2024-05-14,exp_variable_labor,Variable Labor,11670
2024-05-15,exp_food_cost,Food cost,22552
2024-05-15,exp_drink_cost,Drink cost,9288
2024-05-15,exp_variable_labor,Variable Labor,10295
2024-05-16,exp_food_cost,Food cost,24729
2024-05-16,exp_drink_cost,Drink cost,9543
2024-05-16,exp_variable_labor,Variable Labor,11154
2024-05-17,exp_food_cost,Food cost,24657
2024-05-17,exp_drink_cost,Drink cost,11412
2024-05-17,exp_variable_labor,Variable Labor,13495
2024-05-18,exp_food_cost,Food cost,29070
2024-05-18,exp_drink_cost,Drink cost,13026
2024-05-18,exp_variable_labor,Variable Labor,14436
2024-05-20,exp_food_cost,Food cost,24097
2024-05-20,exp_drink_cost,Drink cost,8697
2024-05-20,exp_variable_labor,Variable Labor,12499
2024-05-21,exp_food_cost,Food cost,23140
2024-05-21,exp_drink_cost,Drink cost,9083
2024-05-21,exp_variable_labor,Variable Labor,13325
2024-05-22,exp_food_cost,Food cost,23716
2024-05-22,exp_drink_cost,Drink cost,10274
2024-05-22,exp_variable_labor,Variable Labor,11678
2024-05-23,exp_food_cost,Food cost,23087
2024-05-23,exp_drink_cost,Drink cost,9979
2024-05-23,exp_variable_labor,Variable Labor,11947
2024-05-24,exp_food_cost,Food cost,28197
2024-05-24,exp_drink_cost,Drink cost,12719
2024-05-24,exp_variable_labor,Variable Labor,12073
2024-05-25,exp_food_cost,Food cost,27646
2024-05-25,exp_drink_cost,Drink cost,14582
2024-05-25,exp_variable_labor,Variable Labor,14324
2024-05-27,exp_food_cost,Food cost,22186
2024-05-27,exp_drink_cost,Drink cost,8199
2024-05-27,exp_variable_labor,Variable Labor,11376
2024-05-28,exp_food_cost,Food cost,24131
2024-05-28,exp_drink_cost,Drink cost,9365
2024-05-28,exp_variable_labor,Variable Labor,11701
2024-05-29,exp_food_cost,Food cost,24518
2024-05-29,exp_drink_cost,Drink cost,9469
2024-05-29,exp_variable_labor,Variable Labor,13074
2024-05-30,exp_food_cost,Food cost,23835
2024-05-30,exp_drink_cost,Drink cost,9613
2024-05-30,exp_variable_labor,Variable Labor,10879
2024-05-31,exp_food_cost,Food cost,26366
2024-05-31,exp_drink_cost,Drink cost,13283
2024-05-31,exp_variable_labor,Variable Labor,14877
2024-06-01,exp_food_cost,Food cost,27221
2024-06-01,exp_drink_cost,Drink cost,12820
2024-06-01,exp_variable_labor,Variable Labor,14173
2024-06-03,exp_food_cost,Food cost,20925
2024-06-03,exp_drink_cost,Drink cost,7663
2024-06-03,exp_variable_labor,Variable Labor,9366
2024-06-04,exp_food_cost,Food cost,21303
2024-06-04,exp_drink_cost,Drink cost,8849
2024-06-04,exp_variable_labor,Variable Labor,12352
2024-06-05,exp_food_cost,Food cost,21292
2024-06-05,exp_drink_cost,Drink cost,8768
2024-06-05,exp_variable_labor,Variable Labor,12193
2024-06-06,exp_food_cost,Food cost,21737
2024-06-06,exp_drink_cost,Drink cost,10134
2024-06-06,exp_variable_labor,Variable Labor,12961
2024-06-07,exp_food_cost,Food cost,25424
2024-06-07,exp_drink_cost,Drink cost,12311
2024-06-07,exp_variable_labor,Variable Labor,13947
2024-06-08,exp_food_cost,Food cost,25574
2024-06-08,exp_drink_cost,Drink cost,11931
2024-06-08,exp_variable_labor,Variable Labor,12377
2024-06-10,exp_food_cost,Food cost,22103
2024-06-10,exp_drink_cost,Drink cost,7720
2024-06-10,exp_variable_labor,Variable Labor,10522
2024-06-11,exp_food_cost,Food cost,22642
2024-06-11,exp_drink_cost,Drink cost,8920
2024-06-11,exp_variable_labor,Variable Labor,12004
2024-06-12,exp_food_cost,Food cost,21993
2024-06-12,exp_drink_cost,Drink cost,8954
2024-06-12,exp_variable_labor,Variable Labor,12648
2024-06-13,exp_food_cost,Food cost,22322
2024-06-13,exp_drink_cost,Drink cost,10161
2024-06-13,exp_variable_labor,Variable Labor,10971
2024-06-14,exp_food_cost,Food cost,26911
2024-06-14,exp_drink_cost,Drink cost,11885
2024-06-14,exp_variable_labor,Variable Labor,13279
2024-06-15,exp_food_cost,Food cost,27221
2024-06-15,exp_drink_cost,Drink cost,13464
2024-06-15,exp_variable_labor,Variable Labor,14444
2024-06-17,exp_food_cost,Food cost,21482
2024-06-17,exp_drink_cost,Drink cost,8042
2024-06-17,exp_variable_labor,Variable Labor,9583
2024-06-18,exp_food_cost,Food cost,22292
2024-06-18,exp_drink_cost,Drink cost,8533
2024-06-18,exp_variable_labor,Variable Labor,10811
2024-06-19,exp_food_cost,Food cost,24231
2024-06-19,exp_drink_cost,Drink cost,9378
2024-06-19,exp_variable_labor,Variable Labor,10204
2024-06-20,exp_food_cost,Food cost,23405
2024-06-20,exp_drink_cost,Drink cost,9313
2024-06-20,exp_variable_labor,Variable Labor,12905
2024-06-21,exp_food_cost,Food cost,25333
2024-06-21,exp_drink_cost,Drink cost,12054
2024-06-21,exp_variable_labor,Variable Labor,14577
2024-06-22,exp_food_cost,Food cost,26036
2024-06-22,exp_drink_cost,Drink cost,13832
2024-06-22,exp_variable_labor,Variable Labor,14194
2024-06-24,exp_food_cost,Food cost,21609
2024-06-24,exp_drink_cost,Drink cost,8590
2024-06-24,exp_variable_labor,Variable Labor,9361
2024-06-25,exp_food_cost,Food cost,21479
2024-06-25,exp_drink_cost,Drink cost,9203
2024-06-25,exp_variable_labor,Variable Labor,11070
2024-06-26,exp_food_cost,Food cost,21725
2024-06-26,exp_drink_cost,Drink cost,9274
2024-06-26,exp_variable_labor,Variable Labor,10278
2024-06-27,exp_food_cost,Food cost,22735
2024-06-27,exp_drink_cost,Drink cost,9801
2024-06-27,exp_variable_labor,Variable Labor,12284
2024-06-28,exp_food_cost,Food cost,23244
2024-06-28,exp_drink_cost,Drink cost,11462
2024-06-28,exp_variable_labor,Variable Labor,14171
2024-06-29,exp_food_cost,Food cost,28340
2024-06-29,exp_drink_cost,Drink cost,12170
2024-06-29,exp_variable_labor,Variable Labor,16337
2024-07-01,exp_food_cost,Food cost,22424
2024-07-01,exp_drink_cost,Drink cost,9232
2024-07-01,exp_variable_labor,Variable Labor,12242
2024-07-02,exp_food_cost,Food cost,24999
2024-07-02,exp_drink_cost,Drink cost,10597
2024-07-02,exp_variable_labor,Variable Labor,13420
2024-07-03,exp_food_cost,Food cost,27475
2024-07-03,exp_drink_cost,Drink cost,11157
2024-07-03,exp_variable_labor,Variable Labor,11200
2024-07-04,exp_food_cost,Food cost,27892
2024-07-04,exp_drink_cost,Drink cost,10396
2024-07-04,exp_variable_labor,Variable Labor,13786
2024-07-05,exp_food_cost,Food cost,27999
2024-07-05,exp_drink_cost,Drink cost,13218
2024-07-05,exp_variable_labor,Variable Labor,13551
2024-07-06,exp_food_cost,Food cost,31388
2024-07-06,exp_drink_cost,Drink cost,14005
2024-07-06,exp_variable_labor,Variable Labor,17946
2024-07-08,exp_food_cost,Food cost,21943
2024-07-08,exp_drink_cost,Drink cost,9104
2024-07-08,exp_variable_labor,Variable Labor,12085
2024-07-09,exp_food_cost,Food cost,26191
2024-07-09,exp_drink_cost,Drink cost,9722
2024-07-09,exp_variable_labor,Variable Labor,12374
2024-07-10,exp_food_cost,Food cost,24259
2024-07-10,exp_drink_cost,Drink cost,9914
2024-07-10,exp_variable_labor,Variable Labor,11761
2024-07-11,exp_food_cost,Food cost,27205
2024-07-11,exp_drink_cost,Drink cost,11507
2024-07-11,exp_variable_labor,Variable Labor,11368
2024-07-12,exp_food_cost,Food cost,27055
2024-07-12,exp_drink_cost,Drink cost,12354
2024-07-12,exp_variable_labor,Variable Labor,16536
2024-07-13,exp_food_cost,Food cost,32356
2024-07-13,exp_drink_cost,Drink cost,15714
2024-07-13,exp_variable_labor,Variable Labor,17851
2024-07-15,exp_food_cost,Food cost,25586
2024-07-15,exp_drink_cost,Drink cost,8731
2024-07-15,exp_variable_labor,Variable Labor,12144
2024-07-16,exp_food_cost,Food cost,25740
2024-07-16,exp_drink_cost,Drink cost,9417
2024-07-16,exp_variable_labor,Variable Labor,12273
2024-07-17,exp_food_cost,Food cost,23256
2024-07-17,exp_drink_cost,Drink cost,9331
2024-07-17,exp_variable_labor,Variable Labor,13327
2024-07-18,exp_food_cost,Food cost,26782
2024-07-18,exp_drink_cost,Drink cost,11503
2024-07-18,exp_variable_labor,Variable Labor,14800
2024-07-19,exp_food_cost,Food cost,30274
2024-07-19,exp_drink_cost,Drink cost,13752
2024-07-19,exp_variable_labor,Variable Labor,15714
2024-07-20,exp_food_cost,Food cost,32698
2024-07-20,exp_drink_cost,Drink cost,15093
2024-07-20,exp_variable_labor,Variable Labor,15864
2024-07-22,exp_food_cost,Food cost,25338
2024-07-22,exp_drink_cost,Drink cost,9974
2024-07-22,exp_variable_labor,Variable Labor,13291
2024-07-23,exp_food_cost,Food cost,24520
2024-07-23,exp_drink_cost,Drink cost,10209
2024-07-23,exp_variable_labor,Variable Labor,13715
2024-07-24,exp_food_cost,Food cost,25197
2024-07-24,exp_drink_cost,Drink cost,10847
2024-07-24,exp_variable_labor,Variable Labor,11073
2024-07-25,exp_food_cost,Food cost,27896
2024-07-25,exp_drink_cost,Drink cost,11470
2024-07-25,exp_variable_labor,Variable Labor,14027
2024-07-26,exp_food_cost,Food cost,26625
2024-07-26,exp_drink_cost,Drink cost,13556
2024-07-26,exp_variable_labor,Variable Labor,13126
2024-07-27,exp_food_cost,Food cost,32869
2024-07-27,exp_drink_cost,Drink cost,14051
2024-07-27,exp_variable_labor,Variable Labor,18839
2024-07-29,exp_food_cost,Food cost,24472
2024-07-29,exp_drink_cost,Drink cost,9040
2024-07-29,exp_variable_labor,Variable Labor,10456
2024-07-30,exp_food_cost,Food cost,25885
2024-07-30,exp_drink_cost,Drink cost,10257
2024-07-30,exp_variable_labor,Variable Labor,10953
2024-07-31,exp_food_cost,Food cost,23982
2024-07-31,exp_drink_cost,Drink cost,10213
2024-07-31,exp_variable_labor,Variable Labor,10780
2024-08-01,exp_food_cost,Food cost,25796
2024-08-01,exp_drink_cost,Drink cost,10297
2024-08-01,exp_variable_labor,Variable Labor,11940
2024-08-02,exp_food_cost,Food cost,29668
2024-08-02,exp_drink_cost,Drink cost,13826
2024-08-02,exp_variable_labor,Variable Labor,13321
2024-08-03,exp_food_cost,Food cost,30556
2024-08-03,exp_drink_cost,Drink cost,13874
2024-08-03,exp_variable_labor,Variable Labor,17369
2024-08-05,exp_food_cost,Food cost,25201
2024-08-05,exp_drink_cost,Drink cost,9151
2024-08-05,exp_variable_labor,Variable Labor,11853
2024-08-06,exp_food_cost,Food cost,22784
2024-08-06,exp_drink_cost,Drink cost,9740
2024-08-06,exp_variable_labor,Variable Labor,13517
2024-08-07,exp_food_cost,Food cost,24823
2024-08-07,exp_drink_cost,Drink cost,10251
